?û³Æ	ItemGenre	DetailType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	ParticularType	ÎïÆ·×î´óµ?·ÅÖµ
Kim Yªu §¸i	4	184	\spr\item\equip\sash\obj-sash09.spr	41	2	1	VËt phÈm nhiÖm vô  	0	0
Hæ cèt 	4	185	\spr\item\questkey\taskobj146.spr	41	1	1	D­îc liÖu th­êng dïng trong §«ng Y.	0	0
X¹ H­¬ng Hæ cèt cao	4	186	\spr\item\questkey\taskobj147.spr	41	1	1	Lo¹i §«ng d­îc chuyªn tr? c¸c chøng viªm khíp	0	0
Ngò H­¬ng ®Ëu hñ 	4	187	\spr\item\questkey\taskobj148.spr	41	1	1	M?n ¨n næi ti?ng ë Chu Tiªn trÊn	0	0
Kª ThÇn Lôc 	4	188	\spr\item\questkey\taskobj075.spr	41	1	1	Mét d¹ng tiÓu thuy?t thÇn qu¸i thêi Tèng	0	0
Di Kiªn Chİ	4	189	\spr\item\questkey\taskobj075.spr	41	1	1	Mét d¹ng tiÓu thuy?t thÇn qu¸i thêi Tèng 	0	0
Qu¹t l¸ sen	4	190	\spr\item\questkey\taskobj067.spr	41	1	1	Lo¹i qu¹t c¸c v¨n sÜ th?ch dïng	0	0
Vßng tay	4	191	\spr\item\equip\bangle\obj-bangle06.spr	41	1	2	Lo¹i vßng n÷ giíi th­êng ®eo 	0	0
Kh¨n Uyªn ¦¬ng	4	192	\spr\item\questkey\taskobj068.spr	41	1	1	"Lo¹i kh¨n quÊn c? thªu h×nh ong b­ím, kü thuËt tinh x¶o. "	0	0
BUG	4	193	\spr\item\questkey\taskobj005.spr	41	1	1	Chóc m?ng! B¹n ®· b? bug! 	0	0
Hoa t­¬i	4	194	\spr\item\questkey\flower.spr	330	1	1	C? thÓ ®Ó biÓu ®¹t t×nh c¶m cña m×nh.	1	0
Nh¹c V­¬ng KiÕm	4	195	\spr\item\questkey\ÔÀÍõ½£.spr	41	2	3	"Béi kiÕm cña Nh¹c Phi, tİn vËt ®Ó kiÕn lËp bang héi"	1	0
Ch×a khãa S¾t	4	196	\spr\item\questkey\taskobj092-6.spr	41	1	1	Mét chi?c ch×a kh?a t×m thÊy trong §iÓm Th­¬ng ®éng	0	0
Ch×a khãa  §ång	4	197	\spr\item\questkey\taskobj092-6.spr	41	1	1	Mét chi?c ch×a kh?a t×m thÊy trong §iÓm Th­¬ng ®éng	0	0
Ch×a khãa B¹c	4	198	\spr\item\questkey\taskobj092-6.spr	41	1	1	Mét chi?c ch×a kh?a t×m thÊy trong §iÓm Th­¬ng ®éng	0	0
Trung nguyªn ®Şa ®å 	4	199	\spr\item\questkey\taskobj076.spr	41	2	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 8	4	200	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 2	4	201	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Ch×a khãa C¸i bang Bİnh 	4	202	\spr\item\questkey\taskobj092-6.spr	41	1	1	"Ch×a kh?a mËt ®éng C¸i bang, trªn kh¾c 1 ch÷  ""B?nh"" "	0	0
Ch×a kh?a C¸i bang Gi¸p 	4	203	\spr\item\questkey\taskobj092-6.spr	41	1	1	"Ch×a kh?a mËt ®éng C¸i bang, trªn kh¾c 1 ch÷  ""Gi¸p"" "	0	0
Ch×a kh?a C¸i bang Êt 	4	204	\spr\item\questkey\taskobj092-6.spr	41	1	1	"Ch×a kh?a mËt ®éng C¸i bang, trªn kh¾c 1 ch÷  ""Êt"" "	0	0
Tói v¶i thø 9 	4	205	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 6	4	206	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 7 	4	207	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 3 	4	208	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 4 	4	209	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 5 	4	210	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Tói v¶i thø 1 	4	211	\spr\item\questkey\taskobj077.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Ch×a khãa KiÕn Tİnh phong s¬n  ®éng 	4	212	\spr\item\questkey\taskobj092.spr	41	1	1	Ch×a kh?a t×m thÊy trong Ki?n T?nh Phong s¬n  ®éng 	0	0
Ch×a khãa b¨ng lao 	4	213	\spr\item\questkey\taskobj092.spr	41	1	1	Ch×a kh?a ®Ó më b¨ng lao	0	0
B¸t nhµ s­ 	4	214	\spr\item\questkey\taskobj032.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
ThiÒn tr­îng 	4	215	\spr\item\questkey\taskobj030.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Méc ng­ 	4	216	\spr\item\questkey\taskobj031.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Trµng h¹t 	4	217	\spr\item\questkey\taskobj029.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Kiªn Tinh Th¹ch	4	218	\spr\item\questkey\taskobj025.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Th­ tİn chøng minh	4	219	\spr\item\questkey\taskobj091.spr	41	1	1	Th­ do nh÷ng ¨n mµy ë BiÖn Kinh giao cho Thi?u L©m Tù 	0	0
10 bao tİn th¹ch	4	220	\spr\item\questkey\taskobj128.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Méc H­¬ng §Ønh thËt	4	221	\spr\item\questkey\taskobj081.spr	41	1	1	"Méc H­¬ng §Ønh thËt, ph¸t ra ¸nh s¸ng huy?n ¶o"	0	0
Tİch §éc Ch©u 	4	222	\spr\item\questkey\taskobj083.spr	41	1	2	VËt phÈm nhiÖm vô  	0	0
Khæng t­íc v? thø 2 	4	223	\spr\item\questkey\taskobj079.spr	41	1	2	VËt phÈm nhiÖm vô  	0	0
Khæng t­íc v? thø 3 	4	224	\spr\item\questkey\taskobj080.spr	41	1	2	VËt phÈm nhiÖm vô  	0	0
Khæng t­íc v? thø 4 	4	225	\spr\item\questkey\taskobj081.spr	41	1	2	VËt phÈm nhiÖm vô  	0	0
Khæng t­íc v? thø 5 	4	226	\spr\item\questkey\taskobj082.spr	41	1	2	VËt phÈm nhiÖm vô  	0	0
Khæng t­íc v? thø 1 	4	227	\spr\item\questkey\taskobj078.spr	41	1	2	VËt phÈm nhiÖm vô  	0	0
Th?t heo r?ng	4	228	\spr\item\questkey\taskobj150.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Ph¸ ®ao	4	229	\spr\item\questkey\taskobj152.spr	41	1	2	Mét thanh ®ao b? g·y mÎ rÊt nham nhë 	0	0
B¶o ®ao 	4	230	\spr\item\questkey\taskobj151.spr	41	1	2	"Mét thanh ®ao ph¸t ra ¸nh s¸ng l¹nh, trªn kh¾c mét ch÷ ""Bµnh"" "	0	0
D­¬ng Xu©n Linh Chi 	4	231	\spr\item\questkey\taskobj153.spr	41	1	1	Lo¹i d­îc th¶o chØ mäc ë nh÷ng vïng hoang d· 	0	0
B¹ch Tuy?t B¸ch Hîp	4	232	\spr\item\questkey\taskobj103.spr	41	1	1	"Lo¹i B¸ch hîp hoa ®Æc thï, rÊt hi?m thÊy"	0	0
Giá c¬m 	4	233	\spr\item\questkey\taskobj154.spr	41	1	1	Lo¹i giá tre dïng ®ùng thøc ¨n	0	0
"NhÉn cña A Kinh, "	4	234	\spr\item\equip\ring\obj-ring09.spr	41	1	1	"Lo¹i nhÉn ®eo b»ng M· N·o, ®iªu kh¶m rÊt tinh t? "	0	0
Th­ v« danh 	4	235	\spr\item\questkey\taskobj091.spr	41	1	1	"Th­ cña ""V« Danh l·o gi¶"" göi cho ch­ëng m«n hiÖn thêi"	0	0
Th?ch s¸t mËt hµm	4	236	\spr\item\questkey\taskobj091.spr	41	1	1	MËt hµm th?ch s¸t Tr­¬ng TuÊn cña Kim quèc	0	0
Thóy Yªn CÊm ®?a ph¸ch 	4	237	\spr\item\questkey\taskobj007.spr	41	1	1	VËt phÈm nhiÖm vô  	0	0
Lam Thñy Tinh	4	238	\spr\item\questkey\baoshi_zhuanxu.spr	333	1	1	Lo¹i Thñy tinh c? thÓ lµm thay ®æi ng? hµnh cña trang b? 	1	500
Tö Thñy Tinh	4	239	\spr\item\questkey\baoshi_xingtian.spr	333	1	1	Lo¹i Thñy tinh c? thÓ n©ng cÊp trang b?.  	1	500
Lôc Thñy Tinh	4	240	\spr\item\questkey\baoshi_nvwa.spr	333	1	1	Lo¹i thñy tinh c? thÓ gióp thay ®æi c¸c thuéc t?nh cña trang b? 	1	500
Hoa s¬n  Anh hïng lÖnh	4	241	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt ®Ó tham gia Hoa s¬n  Anh Hïng héi 	0	0
Bøc hµm th­ v« dông	4	242	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	243	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? L©m An ®­a ®?n Ph­îng T­êng	0	0
D?ch tr¹m hµm th­ 	4	244	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? L©m An ®­a ®?n Thµnh §«	0	0
D?ch tr¹m hµm th­ 	4	245	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? L©m An ®­a ®?n §¹i L? 	0	0
D?ch tr¹m hµm th­ 	4	246	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? L©m An ®­a ®?n BiÖn Kinh 	0	0
D?ch tr¹m hµm th­ 	4	247	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? L©m An ®­a ®?n T­¬ng D­¬ng 	0	0
D?ch tr¹m hµm th­ 	4	248	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? L©m An ®­a ®?n D­¬ng Ch©u 	0	0
Bøc hµm th­ v« dông	4	249	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	250	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	251	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	252	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Ph­îng T­êng ®­a ®?n L©m An 	0	0
Bøc hµm th­ v« dông	4	253	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	254	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Ph­îng T­êng ®­a ®?n Thµnh §«	0	0
D?ch tr¹m hµm th­ 	4	255	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Ph­îng T­êng ®­a ®?n §¹i L? 	0	0
D?ch tr¹m hµm th­ 	4	256	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Ph­îng T­êng ®­a ®?n BiÖn Kinh 	0	0
D?ch tr¹m hµm th­ 	4	257	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Ph­îng T­êng ®­a ®?n T­¬ng D­¬ng 	0	0
D?ch tr¹m hµm th­ 	4	258	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Ph­îng T­êng ®­a ®?n D­¬ng Ch©u 	0	0
Bøc hµm th­ v« dông	4	259	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	260	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	261	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	262	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Thµnh §« ®­a ®?n L©m An 	0	0
D?ch tr¹m hµm th­ 	4	263	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Thµnh §« ®­a ®?n Ph­îng T­êng	0	0
Bøc hµm th­ v« dông	4	264	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	265	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Thµnh §« ®­a ®?n §¹i L? 	0	0
D?ch tr¹m hµm th­ 	4	266	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Thµnh §« ®­a ®?n BiÖn Kinh 	0	0
D?ch tr¹m hµm th­ 	4	267	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? Thµnh §« ®­a ®?n T­¬ng D­¬ng 	0	0
D?ch tr¹m hµm th­ 	4	268	\spr\item\questkey\taskobj075.spr	41	1	1	t? Thµnh §« ®­a ®?n D­¬ng Ch©u 	0	0
Bøc hµm th­ v« dông	4	269	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	270	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	271	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	272	\spr\item\questkey\taskobj075.spr	41	1	1	t? §¹i L? ®­a ®?n L©m An 	0	0
D?ch tr¹m hµm th­ 	4	273	\spr\item\questkey\taskobj075.spr	41	1	1	t? §¹i L? ®­a ®?n Ph­îng T­êng	0	0
D?ch tr¹m hµm th­ 	4	274	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? §¹i L? ®­a ®?n Thµnh §«	0	0
Bøc hµm th­ v« dông	4	275	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	276	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? §¹i L? ®­a ®?n BiÖn Kinh 	0	0
D?ch tr¹m hµm th­ 	4	277	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? §¹i L? ®­a ®?n T­¬ng D­¬ng 	0	0
D?ch tr¹m hµm th­ 	4	278	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? §¹i L? ®­a ®?n D­¬ng Ch©u 	0	0
Bøc hµm th­ v« dông	4	279	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	280	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	281	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	282	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? BiÖn Kinh ®­a ®?n L©m An 	0	0
D?ch tr¹m hµm th­ 	4	283	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? BiÖn Kinh ®­a ®?n Ph­îng T­êng	0	0
D?ch tr¹m hµm th­ 	4	284	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? BiÖn Kinh ®­a ®?n Thµnh §«	0	0
D?ch tr¹m hµm th­ 	4	285	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? BiÖn Kinh ®­a ®?n §¹i L? 	0	0
Bøc hµm th­ v« dông	4	286	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	287	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? BiÖn Kinh ®­a ®?n T­¬ng D­¬ng 	0	0
D?ch tr¹m hµm th­ 	4	288	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? BiÖn Kinh ®­a ®?n D­¬ng Ch©u 	0	0
Bøc hµm th­ v« dông	4	289	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	290	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	291	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	292	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? T­¬ng D­¬ng ®­a ®?n L©m An 	0	0
D?ch tr¹m hµm th­ 	4	293	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? T­¬ng D­¬ng ®­a ®?n Ph­îng T­êng	0	0
D?ch tr¹m hµm th­ 	4	294	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? T­¬ng D­¬ng ®­a ®?n Thµnh §«	0	0
D?ch tr¹m hµm th­ 	4	295	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? T­¬ng D­¬ng ®­a ®?n §¹i L? 	0	0
D?ch tr¹m hµm th­ 	4	296	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? T­¬ng D­¬ng ®­a ®?n BiÖn Kinh 	0	0
Bøc hµm th­ v« dông	4	297	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	298	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­  t? T­¬ng D­¬ng ®­a ®?n D­¬ng Ch©u 	0	0
Bøc hµm th­ v« dông	4	299	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	300	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	301	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
D?ch tr¹m hµm th­ 	4	302	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? D­¬ng Ch©u ®­a ®?n L©m An 	0	0
D?ch tr¹m hµm th­ 	4	303	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? D­¬ng Ch©u ®­a ®?n Ph­îng T­êng	0	0
D?ch tr¹m hµm th­ 	4	304	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? D­¬ng Ch©u ®­a ®?n Thµnh §«	0	0
D?ch tr¹m hµm th­ 	4	305	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? D­¬ng Ch©u ®­a ®?n §¹i L? 	0	0
D?ch tr¹m hµm th­ 	4	306	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? D­¬ng Ch©u ®­a ®?n BiÖn Kinh 	0	0
D?ch tr¹m hµm th­ 	4	307	\spr\item\questkey\taskobj075.spr	41	1	1	Hµm th­ t? D­¬ng Ch©u ®­a ®?n T­¬ng D­¬ng 	0	0
Bøc hµm th­ v« dông	4	308	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	309	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	310	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	311	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	312	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	313	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	314	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	315	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	316	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	317	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	318	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	319	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	320	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	321	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	322	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	323	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	324	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	325	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	326	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	327	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	328	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	329	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	330	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	331	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	332	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	333	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	334	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	335	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	336	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	337	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	338	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	339	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	340	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Bøc hµm th­ v« dông	4	341	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc hµm th­ v« dông	0	0
Nguyªn B¶o	4	342	\spr\item\questkey\obj_item_cards.spr	339	1	1	§¹i Nguyªn b¶o	1	500
Kim Nguyªn b¶o	4	343	\spr\item\questkey\obj_item_cardg.spr	340	1	1	§¹i Nguyªn b¶o	1	500
Bao hîp hoan	4	344	\spr\item\questkey\obj_item_hehuan.spr	348	1	1	Bao hîp hoan	1	0
Kh¨n Uyªn ¦¬ng	4	345	\spr\item\questkey\obj_item_yuanyang.spr	349	1	1	Kh¨n Uyªn ¦¬ng	1	0
N¬ T×nh ı	4	346	\spr\item\questkey\obj_item_qingyi.spr	350	1	1	N¬ T×nh ? 	1	0
Huy?t Hång Anh hïng lÖnh	4	347	\spr\item\questkey\obj_item_herokey1.spr	352	1	1	"T?n vËt ®Ó tham gia ""Anh hïng héi""."	1	0
DiÖp Lôc Anh hïng lÖnh	4	348	\spr\item\questkey\obj_item_herokey2.spr	352	1	1	"T?n vËt ®Ó tham gia ""Anh hïng héi""."	1	0
Tinh Hång Anh hïng lÖnh	4	349	\spr\item\questkey\obj_item_herokey3.spr	352	1	1	"T?n vËt ®Ó tham gia ""Anh hïng héi""."	1	0
¸m Hoµng Anh hïng lÖnh	4	350	\spr\item\questkey\obj_item_herokey4.spr	352	1	1	"T?n vËt ®Ó tham gia ""Anh hïng héi""."	1	0
M¶nh b¶n ®å S¬n Hµ X· T¾c	4	351	\spr\item\questkey\obj_item_shanhe.spr	351	1	1	"Ng­êi nµo c? toµn bé bøc ®?a ®å nµy, néi trong vßng 3 n¨m, v¨n vâ sÏ v« ®?ch thiªn h¹."	1	0
Ch×a khãa C¬ quan	4	352	\spr\item\questkey\taskobj092.spr	41	1	1	Ch×a kh?a ®Ó më H¾c Lao trong Cæ D­¬ng ®éng.	0	0
Tinh Hång B¶o Th¹ch	4	353	\spr\item\obj_item_red.spr	333	1	1	"Mét viªn b¶o th¹ch thÇn b?, ng­êi luyÖn vâ c? thÓ dïng ®Ó ®¶ th«ng kinh m¹ch."	1	500
Thµnh §« thñ thµnh lÖnh bµi	4	354	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia Thµnh §« c«ng thµnh chi?n	1	0
Thµnh §« c«ng thµnh lÖnh bµi	4	355	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia Thµnh §« c«ng thµnh chi?n	1	0
T­¬ng D­¬ng thñ thµnh lÖnh bµi	4	356	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia T­¬ng D­¬ng c«ng thµnh chi?n	1	0
T­¬ng D­¬ng c«ng thµnh lÖnh bµi	4	357	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia T­¬ng D­¬ng c«ng thµnh chi?n	1	0
BiÖn Kinh thñ thµnh lÖnh bµi	4	358	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia BiÖn Kinh c«ng thµnh chi?n	1	0
BiÖn Kinh c«ng thµnh lÖnh bµi	4	359	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia BiÖn Kinh c«ng thµnh chi?n	1	0
L©m An thñ thµnh lÖnh bµi	4	360	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia L©m An c«ng thµnh chi?n	1	0
L©m An c«ng thµnh lÖnh bµi	4	361	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia L©m An c«ng thµnh chi?n	1	0
Ph­îng T­êng thñ thµnh lÖnh bµi	4	362	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia Ph­îng T­êng c«ng thµnh chi?n	1	0
Ph­îng T­êng c«ng thµnh lÖnh bµi	4	363	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia Ph­îng T­êng c«ng thµnh chi?n	1	0
D­¬ng Ch©u thñ thµnh lÖnh bµi	4	364	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia D­¬ng Ch©u c«ng thµnh chi?n	1	0
D­¬ng Ch©u c«ng thµnh lÖnh bµi	4	365	\spr\item\questkey\taskobj126.spr	41	1	1	T?n vËt tham gia D­¬ng Ch©u c«ng thµnh chi?n	1	0
