Name	DataID	Kind	ScriptName	ImageName	SoundName	LifeTime	Layer	Height	SkillKind	SkillCamp	SkillRange	SkillCastTime	SkillID	SkillLevel	LightRadius	LightRed	LightGreen	LightBlue	LightAlpha	LightReflectType	ImageTotalFrame	ImageCurFrame	ImageTotalDir	ImageCurDir	ImageInterval	ImageCgXpos	ImageCgYpos	Bar0	Bar1	Bar2	Bar3	Bar4	Bar5	Bar6	Bar7	Bar8	Bar9	Bar10	Bar11	Bar12	Bar13	Bar14	ImageDropName	ImageDropTotalFrame	ImageDropCurFrame	ImageDropTotalDir	ImageDropCurDir	ImageDropInterval(Ö¡¼ä¸ô£©	ImageDropCgXpos	ImageDropCgYpos	IsUnseen	ObstacleKind	LoopAnimation
Méc Chi Hé gi¸p  	394	Item		\spr\item\songjin\armor_mu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\armor_mu.spr	10	0	1	0	20	60	120	0	0	1
Thñy Chi Hé gi¸p  	395	Item		\spr\item\songjin\armor_shui.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\armor_shui.spr	10	0	1	0	20	60	120	0	0	1
Háa Chi Hé gi¸p  	396	Item		\spr\item\songjin\armor_huo.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\armor_huo.spr	10	0	1	0	20	60	120	0	0	1
Thæ Chi Hé gi¸p  	397	Item		\spr\item\songjin\armor_tu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\armor_tu.spr	10	0	1	0	20	60	120	0	0	1
Kim Chi Lîi NhËn	398	Item		\spr\item\songjin\weapon_jin.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\weapon_jin.spr	10	0	1	0	20	60	120	0	0	1
Méc Chi Lîi NhËn	399	Item		\spr\item\songjin\weapon_mu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\weapon_mu.spr	10	0	1	0	20	60	120	0	0	1
Thñy Chi Lîi NhËn	400	Item		\spr\item\songjin\weapon_shui.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\weapon_shui.spr	10	0	1	0	20	60	120	0	0	1
Háa Chi Lîi NhËn	401	Item		\spr\item\songjin\weapon_huo.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\weapon_huo.spr	10	0	1	0	20	60	120	0	0	1
Thæ Chi Lîi NhËn	402	Item		\spr\item\songjin\weapon_tu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\weapon_tu.spr	10	0	1	0	20	60	120	0	0	1
Hµnh qu©n ®¬n 	403	Item		\spr\item\songjin\sj_xingjundan.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_xingjundan.spr	10	0	1	0	20	60	120	0	0	1
TiÓu hoµn ®¬n 	404	Item		\spr\item\songjin\sj_xiaohuandan.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_xiaohuandan.spr	10	0	1	0	20	60	120	0	0	1
Ngò Hoa Lé 	405	Item		\spr\item\songjin\sj_wuhualu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_wuhualu.spr	10	0	1	0	20	60	120	0	0	1
TËt phong ngoa 	406	Item		\spr\item\songjin\sj_boot.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_boot.spr	10	0	1	0	20	60	120	0	0	1
Tam Thanh Chi KhÝ 	407	Item		\spr\item\songjin\sj_lingboweibu.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_lingboweibu.spr	10	0	1	0	20	60	120	0	0	1
B¹ch C©u Hé uyÓn	408	Item		\spr\item\songjin\sj_cuff.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_cuff.spr	10	0	1	0	20	60	120	0	0	1
HËu NghÖ Chi Nh·n 	409	Item		\spr\item\songjin\sj_eye.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_eye.spr	10	0	1	0	20	60	120	0	0	1
ThÇn bÝ vËt phÈm 	410	Item		\spr\item\songjin\sj_question.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\songjin\sj_question.spr	10	0	1	0	20	60	120	0	0	1
Bå c©u 	411	Item		\spr\obj\item\obj_dove.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\dove_fall.spr	10	0	1	0	20	60	120	0	0	0
Tµng B¶o §å	412	Item		\spr\item\task\cangbaotu2.spr	\sound\sound_i008.wav	1200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\task\cangbaotu1.spr	10	0	1	0	20	60	120	0	0	1
Kim PhËt 	413	Item		\spr\item\task\jinfo2.spr	\sound\sound_i008.wav	1200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\task\jinfo1.spr	10	0	1	0	20	60	120	0	0	1
enemy199	414	Body		\spr\obj\corpse\enemy199_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy200	415	Body		\spr\obj\corpse\enemy200_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy201	416	Body		\spr\obj\corpse\enemy201_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy202	417	Body		\spr\obj\corpse\enemy202_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy203	418	Body		\spr\obj\corpse\enemy203_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy204	419	Body		\spr\obj\corpse\enemy204_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy205	420	Body		\spr\obj\corpse\enemy205_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy206	421	Body		\spr\obj\corpse\enemy206_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy207	422	Body		\spr\obj\corpse\enemy207_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy208	423	Body		\spr\obj\corpse\enemy208_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	5	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
ThÇn bÝ ®å chÝ 	424	Item		\spr\item\script\item_shenmituzhi.spr		1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	32	60	130	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							60	130	0	0	0
thuéc tÝnh kho¸ng th¹ch 	425	Item		\spr\item\script\item_kuangshi.spr	\sound\sound_i006.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\script\item_kuangshi_fall.spr	9	0	1	0	24	60	128	0	0	0
Uyªn ¦¬ng MËt 	426	Item		\spr\obj\face_zhizizhishou.spr	\sound\sound_i021.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	20	33	97	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	1
Uyªn ¦¬ng MËt	427	Item		\spr\obj\face_yuzixielao.spr	\sound\sound_i021.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	20	33	97	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	1
VËt liÖu thuyÒn Rång 	428	Item		\spr\obj\item\quest.spr	\sound\sound_i008.wav	180	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	160	195	0	0	0	0	5	4	0	1	2	0	0	0	0	0	0	\spr\obj\item\quest_fall.spr	10	0	1	0	20	160	195	0	0	0
NguyÖt H¹ l·o nh©n	429	Item		\spr\npcres\passerby\passerby192\passerby192_pst.spr	\sound\sound_i008.wav	1200	0	100	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	128	0	8	0	64	165	198	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	1
M¶nh Hoµng Kim 	430	Item		\spr\obj\item\obj_shanhe.spr	\sound\sound_i008.wav	1200	0	80	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	27	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_shanhe_fall.spr	9	0	1	0	27	60	120	0	0	1
Hoa hång t×nh yªu	431	Item		\spr\obj\item\obj_flower_001.spr	\sound\sound_i008.wav	180	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_flower_fall_001.spr	10	0	1	0	24	60	115	0	0	1
vËt phÈm trung thu	432	Item		\spr\obj\item\obj_zhongqiuwupin.spr	\sound\sound_i008.wav	1200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_zhongqiuwupin_fall.spr	10	0	1	0	20	60	113	0	0	0
R­¬ng cò 	433	Item		\spr\item\oldbox\obj_oldbox.spr	\sound\sound_i008.wav	2400		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\oldbox\obj_oldbox_fall.spr	10	0	1	0	20	60	113	0	0	0
M·ng cÇu	434	Item		\spr\item\yn_chunjie\obj_yn_manqiuguo.spr	\sound\sound_i008.wav	180		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yn_chunjie\fall_yn_manqiuguo.spr	10	0	1	0	20	60	113	0	0	0
Tr¸i Dõa	435	Item		\spr\item\yn_chunjie\obj_yn_yezi.spr	\sound\sound_i008.wav	180		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yn_chunjie\fall_yn_yezi.spr	10	0	1	0	20	60	113	0	0	0
Tr¸i §u §ñ	436	Item		\spr\item\yn_chunjie\obj_yn_mugua.spr	\sound\sound_i008.wav	180		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yn_chunjie\fall_yn_mugua.spr	10	0	1	0	20	60	113	0	0	0
Tr¸i Xoµi	437	Item		\spr\item\yn_chunjie\obj_yn_mangguo.spr	\sound\sound_i008.wav	180		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yn_chunjie\fall_yn_mangguo.spr	10	0	1	0	20	60	113	0	0	0
Sung	438	Item		\spr\item\yn_chunjie\obj_yn_chengqunguo.spr	\sound\sound_i008.wav	180		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yn_chunjie\fall_yn_chengqunguo.spr	10	0	1	0	20	60	113	0	0	0
B¸nh tÐt	439	Item		\spr\item\yn_chunjie\obj_yn_chunbing_nan.spr	\sound\sound_i008.wav	2400		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yn_chunjie\fall_yn_chunbing_nan.spr	10	0	1	0	20	60	113	0	0	0
B¸nh ch­ng	440	Item		\spr\item\yn_chunjie\obj_yn_chunbing_bei.spr	\sound\sound_i008.wav	2400		4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yn_chunjie\fall_yn_chunbing_bei.spr	10	0	1	0	20	60	113	0	0	0
LÔ vËt ®Ó l¹i	441	Item		\spr\obj\item\zq_lbh_001.spr	\sound\sound_i008.wav	360	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\zq_lbh_fall_001.spr	10	0	1	0	20	60	120	0	0	0
§Ìn cÇy	442	Item		\spr\item\vitenambirthday\candle_floor.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vitenambirthday\candle_drop.spr	10	0	1	0	20	60	113	0	0	0
Kim Liªn hoa 	443	Item		\spr\item\yulanpenjie\jinlianhua_st.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	17	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yulanpenjie\jinlianhua_fall.spr	10	0	1	0	18	60	117	0	0	0
Méc Liªn Hoa	444	Item		\spr\item\yulanpenjie\mulianhua_st.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	17	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yulanpenjie\mulianhua_fall.spr	10	0	1	0	18	60	117	0	0	0
Thñy Liªn Hoa	445	Item		\spr\item\yulanpenjie\shuilianhua_st.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	17	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yulanpenjie\shuilianhua_fall.spr	10	0	1	0	18	60	117	0	0	0
Háa Liªn Hoa	446	Item		\spr\item\yulanpenjie\huolianhua_st.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	17	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yulanpenjie\huolianhua_fall.spr	10	0	1	0	18	60	117	0	0	0
Thæ Liªn Hoa	447	Item		\spr\item\yulanpenjie\tulianhua_st.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	17	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\yulanpenjie\tulianhua_fall.spr	10	0	1	0	18	60	117	0	0	0
zhuanyun_big	448	Item		\spr\item\twzhuanyun\obj_zhuanyunbao_big.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\twzhuanyun\obj_zhuanyunbao_big_fall.spr	10	0	1	0	18	60	117	0	0	0
zhuanyun_small	449	Item		\spr\item\twzhuanyun\obj_zhuanyunbao_small.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\twzhuanyun\obj_zhuanyunbao_small_fall.spr	10	0	1	0	18	60	117	0	0	0
§¹o cô lÔ ThÊt TÞch	450	Item		\spr\obj\item\quest.spr	\sound\sound_i008.wav	1	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	160	195	0	0	0	0	5	4	0	1	2	0	0	0	0	0	0	\spr\obj\item\quest_fall.spr	10	0	1	0	20	160	195	0	0	0
Lång ®Ìn b­¬m b­ím	451	Item		\spr\item\vietnam\midautumn06\lantern_1.spr	\sound\sound_i008.wav	5400	0	160	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	29	160	184	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vietnam\midautumn06\lantern_1.spr	7	0	1	0	29	160	184	0	0	0
Lång ®Ìn ng«i sao	452	Item		\spr\item\vietnam\midautumn06\lantern_2.spr	\sound\sound_i008.wav	5400	0	163	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	29	160	184	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vietnam\midautumn06\lantern_2.spr	7	0	1	0	29	160	184	0	0	0
Lång ®Ìn èng	453	Item		\spr\item\vietnam\midautumn06\lantern_3.spr	\sound\sound_i008.wav	5400	0	160	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	29	160	188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vietnam\midautumn06\lantern_3.spr	7	0	1	0	29	160	188	0	0	0
Lång ®Ìn trßn	454	Item		\spr\item\vietnam\midautumn06\lantern_4.spr	\sound\sound_i008.wav	5400	0	160	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	29	160	185	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vietnam\midautumn06\lantern_4.spr	7	0	1	0	29	160	185	0	0	0
Lång ®Ìn c¸ chÐp	455	Item		\spr\item\vietnam\midautumn06\lantern_5.spr	\sound\sound_i008.wav	5400	0	170	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	29	160	187	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vietnam\midautumn06\lantern_5.spr	7	0	1	0	29	160	187	0	0	0
Lång ®Ìn kÐo qu©n	456	Item		\spr\item\vietnam\midautumn06\lantern_6.spr	\sound\sound_i008.wav	5400	0	185	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	29	160	189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vietnam\midautumn06\lantern_6.spr	7	0	1	0	29	160	189	0	0	0
hép b¸nh	457	Item		\spr\item\vietnam\midautumn06\mooncakebox_floor.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	29	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\vietnam\midautumn06\mooncakebox_fall.spr	10	0	1	0	20	60	113	0	0	0
B¸nh bÝ ®á	458	Item		\spr\obj\item\obj_item_pumpkin.spr	\sound\sound_i008.wav	150	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	8	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_item_pumpkin_fall.spr	10	0	1	0	20	60	120	0	0	0
B¸nh kem	459	Item		\spr\obj\item\obj_item_christmascake.spr	\sound\sound_i008.wav	150	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	8	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_item_christmascake_fall.spr	10	0	1	0	22	60	120	0	0	0
Gµ l«i	460	Item		\spr\obj\item\obj_item_turkey.spr	\sound\sound_i008.wav	150	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	8	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_item_turkey_fall.spr	10	0	1	0	20	60	120	0	0	0
Ng­êi TuyÕt	461	Item		\spr\npcres\boss\boss068\boss068_st01.spr	\sound\sound_i008.wav	2160	0	115	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	80	0	1	0	95	165	202	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	1
Ph¸o	462	Item		\spr\obj\item\obj_bianpao.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	15	59	117	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_bianpao_fall.spr	10	0	1	0	24	60	119	0	0	0
phong ph¸o	463	Item		\spr\obj\item\obj_bianpaochuan.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	15	61	123	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_bianpaochuan_fall.spr	10	0	1	0	24	60	123	0	0	0
Qu¶ thanh minh	464	Item		\spr\item\magicscript\qingming07\obj_item_qingmingguo.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	29	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\magicscript\qingming07\obj_item_qingmingguo_fall.spr	10	0	1	0	20	60	113	0	0	0
H¸ c¶o thanh minh	465	Item		\spr\item\magicscript\qingming07\obj_item_qingmingjiao.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	8	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\magicscript\qingming07\obj_item_qingmingjiao_fall.spr	10	0	1	0	20	60	120	0	0	0
B¸nh ch­ng thanh minh	466	Item		\spr\item\magicscript\qingming07\obj_item_zongzi.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	8	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\item\magicscript\qingming07\obj_item_zongzi_fall.spr	10	0	1	0	22	60	120	0	0	0
C©y trµ	467	Item		\spr\item\mayday07\obj_chashu.spr	\sound\sound_i008.wav	1080	0	98	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0	0	0
LÔ vËt Trung Thu	468	Item		\spr\obj\item\obj_zhongqiulihe.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	17	60	113	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_zhongqiulihe_fall.spr	10	0	1	0	30	60	113	0	0	0
Ch­íng ng¹i 2	469	Obstacle		\spr\obj\item\yandihuoyan.spr		0	0	100	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	22	0	1	0	1	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									0	1	0
Tói mõng xu©n	470	Item		\spr\obj\item\obj_yingchundai.spr	\sound\sound_i008.wav	1080	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	17	60	109	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yingchundai_fall.spr	10	0	1	0	22	60	109	0	0	
R¬i vµ biÕn mÊt-	471	Item		\spr\obj\item\quest.spr	\sound\sound_i008.wav	0	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	160	195	0	0	0	0	5	4	0	1	2	0	0	0	0	0	0	\spr\obj\item\quest_fall.spr	10	0	1	0	20	160	195	0	0	0
C©y §µo	472	Item		\spr\npcres\passerby\passerby238\passerby238.spr		1080	0	150	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
C©y Mai	473	Item		\spr\npcres\passerby\passerby239\passerby239.spr		1080	0	150	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
