道具名称	道具品质	道具ID	道具种类	具体类别	详细类别	白金等级	等级	魔法属性ID1	参数1	魔法1起始值1	魔法1结束值1	魔法1价值1	魔法1起始值2	魔法1结束值2	魔法1价值2	 魔法1起始值3 	 魔法1结束值3 	魔法1价值3	 魔法1起始值4 	 魔法1结束值4 	魔法1价值4	 魔法1起始值5	 魔法1结束值5	魔法1价值5	魔法属性ID2	参数2	魔法2起始值1	魔法2结束值1	魔法2价值1	魔法2起始值2	魔法2结束值2	魔法2价值2	 魔法2起始值3 	 魔法2结束值3 	魔法2价值3	魔法2起始值4	魔法2结束值4	魔法2价值4	 魔法2起始值5	 魔法2结束值5	魔法2价值5	魔法属性ID3	参数3	魔法3起始值1	魔法3结束值1	魔法3价值1	魔法3起始值2	魔法3结束值2	魔法3价值2	魔法3起始值3	魔法3结束值3	魔法3价值3	魔法3起始值4	魔法3结束值4	魔法3价值4	 魔法3起始值5	 魔法3结束值5	魔法3价值5	魔法属性ID4	参数4	魔法4起始值1	魔法4结束值1	魔法4价值1	魔法4起始值2	魔法4结束值2	魔法4价值2	魔法4起始值3	魔法4结束值3	魔法4价值3	魔法4起始值4	魔法4结束值4	魔法4价值4	 魔法4起始值5	 魔法4结束值5	魔法4价值5	保底	11
幽胧之银蟾护手	1	59	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
幽胧之墨蛛软履	1	60	-1	-1	-1	-1	10	111	-1	35	39	0	40	44	5	45	49	10	50	50	20	-1	-1	-1	139	73	1	1	0	2	2	5	3	3	15	-1	-1	-1	-1	-1	-1	101	-1	10	14	0	15	19	5	20	20	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9615	9615
冥幻之邪刹毒刃	1	61	-1	-1	-1	-1	10	121	-1	30	34	0	35	39	9	40	44	18	45	49	28	50	50	46	123	-1	80	89	0	90	99	9	100	109	18	110	119	28	120	120	46	125	-1	20	22	0	23	24	9	25	27	18	28	29	28	30	30	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5769	5769
冥幻之幽蛊暗衣	1	62	-1	-1	-1	-1	10	139	355	1	1	0	2	2	63	3	3	157	-1	-1	-1	-1	-1	-1	113	-1	40	44	0	45	49	31	50	50	94	-1	-1	-1	-1	-1	-1	104	-1	25	27	0	28	29	31	30	30	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3572.471	3572.471
冥幻之毒蝎指环	1	63	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
冥幻之腐骨护腕	1	64	-1	-1	-1	-1	10	139	384	1	1	0	2	2	10	3	3	25	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	5	30	30	15	-1	-1	-1	-1	-1	-1	139	65	1	1	0	2	2	5	3	3	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46154	46154
冥幻之双环蛇扣	1	65	-1	-1	-1	-1	10	105	-1	0	29	-33	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
咒缚之破甲头环	1	66	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	390	1	2	-50	3	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2562.364	2562.364
咒缚之灭雷颈符	1	67	-1	-1	-1	-1	10	114	-1	16	19	0	20	23	323	24	24	970	-1	-1	-1	-1	-1	-1	104	-1	15	17	0	18	20	323	21	24	647	25	25	1293	-1	-1	-1	139	67	1	1	0	2	2	323	3	3	970	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3846	3846
咒缚之幽幻指环	1	68	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
咒缚之穿心毒腕	1	69	-1	-1	-1	-1	10	105	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2672.985	2672.985
咒缚之蚀骨玉佩	1	70	-1	-1	-1	-1	10	105	-1	0	29	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	64	1	2	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	70	1	2	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
冰寒之弹指飞刀	1	71	-1	-1	-1	-1	10	115	-1	30	37	0	38	44	66	45	52	131	53	59	197	60	60	329	139	48	1	1	0	2	2	131	3	3	263	-1	-1	-1	-1	-1	-1	121	-1	30	39	0	40	49	66	50	50	197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9615	9615
冰寒之玄衣束甲	1	72	-1	-1	-1	-1	10	139	339	1	1	0	2	2	62	3	3	154	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	31	30	30	92	-1	-1	-1	-1	-1	-1	113	-1	40	42	0	43	44	31	45	47	62	48	49	92	50	50	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1730769	1730769
冰寒之心箭腰扣	1	73	-1	-1	-1	-1	10	139	43	1	1	0	2	2	18	3	3	36	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	9	30	30	27	-1	-1	-1	-1	-1	-1	110	-1	30	36	0	37	43	9	44	49	18	50	50	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57692	57692
冰寒之玄天冰火佩	1	74	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
冰寒之月影靴	1	75	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	111	-1	50	59	-55	0	49	-72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
天光之花雨漫天	1	76	-1	-1	-1	-1	10	115	-1	25	27	0	28	31	13	32	35	25	36	39	38	40	40	63	139	48	1	1	0	2	2	25	3	3	50	-1	-1	-1	-1	-1	-1	121	-1	50	54	0	55	59	13	60	60	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115385	115385
天光之定心凝神符	1	77	-1	-1	-1	-1	10	139	43	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	114	-1	16	18	0	19	21	33	22	23	67	24	24	133	-1	-1	-1	104	-1	25	27	0	28	29	33	30	30	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
天光之森罗束腰	1	78	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5827.878	5827.878
天光之地行千里靴	1	79	-1	-1	-1	-1	10	139	302	1	1	0	2	2	891	3	3	2227	-1	-1	-1	-1	-1	-1	139	58	1	1	0	2	2	891	3	3	1782	-1	-1	-1	-1	-1	-1	104	-1	20	22	0	23	24	445	25	25	1336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2500000	2500000
天光之束天缚地环	1	80	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	346154	346154
森荒之飞星夺魂	1	81	-1	-1	-1	-1	10	115	-1	25	28	0	29	31	17	32	35	33	36	39	50	40	40	83	139	48	1	1	0	2	2	33	3	3	67	-1	-1	-1	-1	-1	-1	121	-1	50	54	0	55	59	17	60	60	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3846	3846
森荒之金钱连环甲	1	82	-1	-1	-1	-1	10	113	-1	0	44	-100	45	49	-46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
森荒之魂咬腰束	1	83	-1	-1	-1	-1	10	106	-1	40	49	0	50	50	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	47	1	1	0	2	2	20	3	3	49	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	28	10	29	29	20	30	30	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4314.135	4314.135
森荒之玄铁镶玉佩	1	84	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
森荒之星陨飞履	1	85	-1	-1	-1	-1	10	139	342	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	111	-1	40	46	0	47	52	33	53	59	67	60	60	133	-1	-1	-1	139	45	1	1	0	2	2	33	2	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4146.471	4146.471
地魄之五行连环冠	1	86	-1	-1	-1	-1	10	139	351	1	1	0	2	2	33	3	3	100	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	33	30	30	100	-1	-1	-1	-1	-1	-1	139	349	1	1	0	2	2	33	3	3	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4146.471	4146.471
地魄之黑焰冲天链	1	87	-1	-1	-1	-1	10	114	-1	16	17	0	18	19	31	20	21	62	22	23	92	24	24	154	139	303	1	1	0	2	2	62	3	3	123	-1	-1	-1	-1	-1	-1	139	347	1	1	0	2	2	62	3	3	123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
地魄之霹雳雷火戒	1	88	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
地魄之扣心镯	1	89	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4314.135	4314.135
地魄之风寒束腰	1	90	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
同仇之御龙玉佩	1	91	-1	-1	-1	-1	10	105	-1	25	26	0	27	29	158	30	30	475	-1	-1	-1	-1	-1	-1	139	116	1	1	0	2	2	317	3	3	633	-1	-1	-1	-1	-1	-1	139	357	1	1	0	2	2	317	3	3	792	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3884615	3884615
同仇之降龙丐衣	1	92	-1	-1	-1	-1	10	113	-1	35	39	0	40	44	175	45	49	350	50	50	701	-1	-1	-1	139	128	1	1	0	2	2	175	3	3	526	-1	-1	-1	-1	-1	-1	104	-1	20	24	0	25	29	175	30	30	526	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3846	3846
同仇之潜龙腰带	1	93	-1	-1	-1	-1	10	139	122	1	1	0	2	2	15	3	3	30	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	29	8	30	30	23	-1	-1	-1	-1	-1	-1	106	-1	40	44	0	45	49	8	50	50	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	961538	961538
同仇之亢龙护手	1	94	-1	-1	-1	-1	10	116	-1	20	24	0	25	29	73	30	34	145	35	39	218	40	40	363	139	274	1	1	0	2	2	145	3	3	291	-1	-1	-1	-1	-1	-1	170	-1	120	159	0	160	199	73	200	200	218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15385	15385
同仇之见龙扳指	1	95	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
敌忾之绿玉杖	1	96	-1	-1	-1	-1	10	115	-1	20	24	0	25	29	362	30	34	724	35	39	1086	40	40	1810	123	-1	80	92	0	93	106	362	107	119	724	120	120	1448	-1	-1	-1	121	-1	30	39	0	40	49	362	50	50	1086	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13462	13462
敌忾之九袋丐衣	1	97	-1	-1	-1	-1	10	113	-1	0	44	-57	45	49	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	0	29	-14	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
敌忾之缠莽腰带	1	98	-1	-1	-1	-1	10	139	359	1	1	0	2	2	76	3	3	190	-1	-1	-1	-1	-1	-1	139	119	1	1	0	2	2	38	3	3	114	-1	-1	-1	-1	-1	-1	106	-1	40	43	0	44	46	38	47	49	76	50	50	152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1538462	1538462
敌忾之狗脊皮护腕	1	99	-1	-1	-1	-1	10	139	124	1	1	0	2	2	80	3	3	200	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	29	40	30	30	120	-1	-1	-1	-1	-1	-1	110	-1	30	45	0	46	50	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13462	13462
敌忾之草间石戒	1	100	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
魔煞之鬼谷幽冥枪	1	101	-1	-1	-1	-1	10	115	-1	25	28	0	29	32	96	33	36	192	37	39	288	40	40	479	139	150	1	1	0	2	2	192	3	3	383	-1	-1	-1	-1	-1	-1	123	-1	80	99	0	100	119	96	120	120	288	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3077	3077
魔煞之残阳映血甲	1	102	-1	-1	-1	-1	10	113	-1	40	42	0	43	45	5	46	47	10	48	49	15	50	50	25	139	135	1	1	0	2	2	10	3	3	20	-1	-1	-1	-1	-1	-1	110	-1	30	39	0	40	49	5	50	50	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11538	11538
魔煞之赤骥锁腰扣	1	103	-1	-1	-1	-1	10	139	361	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	28	33	29	29	67	30	30	133	-1	-1	-1	106	-1	40	44	0	45	49	33	50	50	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923077	1923077
魔煞之举火燎天环	1	104	-1	-1	-1	-1	10	139	361	1	1	0	2	2	23	3	3	58	-1	-1	-1	-1	-1	-1	139	141	1	1	0	2	2	23	3	3	46	-1	-1	-1	-1	-1	-1	105	-1	35	39	0	40	44	12	45	49	23	50	50	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1615385	1615385
魔煞之云龙吐珠戒	1	105	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
魔煌之金甲盔	1	106	-1	-1	-1	-1	10	139	391	1	1	0	2	2	17	3	3	33	-1	-1	-1	-1	-1	-1	139	140	1	1	0	2	2	17	3	3	33	-1	-1	-1	-1	-1	-1	139	364	1	1	0	2	2	17	3	3	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1377.621	1377.621
魔煌之按出虎项圈	1	107	-1	-1	-1	-1	10	114	-1	16	17	0	18	19	64	20	21	127	22	23	191	24	24	318	104	-1	15	19	0	20	24	64	25	25	191	-1	-1	-1	-1	-1	-1	103	-1	15	19	0	20	24	64	25	25	191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1923	1923
魔煌之溪谷束腰带	1	108	-1	-1	-1	-1	10	105	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2354.135	2354.135
魔煌之血衣兽镯	1	109	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
魔煌之熔金断日戒	1	110	-1	-1	-1	-1	10	105	-1	28	29	0	30	30	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
魔嗜之烈焰冠冕	1	111	-1	-1	-1	-1	10	139	131	1	1	0	2	2	345	3	3	691	-1	-1	-1	-1	-1	-1	110	-1	30	39	0	40	49	173	50	50	518	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	28	173	29	29	345	30	30	691	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6146.728	6146.728
魔嗜之厉魔噬心带	1	112	-1	-1	-1	-1	10	104	-1	0	29	-18	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	222	-1	15	15	0	0	14	-27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
魔嗜之业火幽冥戒	1	113	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58800	58800
魔嗜之血玉七杀佩	1	114	-1	-1	-1	-1	10	139	145	1	1	0	2	2	33	3	3	67	-1	-1	-1	-1	-1	-1	102	-1	25	27	0	28	29	17	30	30	50	-1	-1	-1	-1	-1	-1	106	-1	40	49	0	50	50	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3334.135	3334.135
魔嗜之山海飞鸿履	1	115	-1	-1	-1	-1	10	139	148	1	1	0	2	2	126	3	3	252	-1	-1	-1	-1	-1	-1	111	-1	40	49	0	50	59	63	60	60	189	-1	-1	-1	-1	-1	-1	105	-1	25	29	0	30	30	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2692	2692
凌岳之太极剑	1	116	-1	-1	-1	-1	10	171	-1	200	224	0	225	249	29	250	274	57	275	299	86	300	300	143	139	166	1	1	0	2	2	57	3	3	143	-1	-1	-1	-1	-1	-1	102	-1	25	26	0	27	28	29	29	29	57	30	30	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5782.728	5782.728
凌岳之无我束带	1	117	-1	-1	-1	-1	10	220	-1	0	44	-25	45	49	-13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147000	147000
凌岳之怒雷法戒	1	118	-1	-1	-1	-1	10	139	153	1	1	0	2	2	202	3	3	404	-1	-1	-1	-1	-1	-1	110	-1	30	33	0	34	36	101	37	39	202	40	40	404	-1	-1	-1	106	-1	40	49	0	50	50	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5769	5769
凌岳之无极玄玉佩	1	119	-1	-1	-1	-1	10	139	365	1	1	0	2	2	46	3	3	115	-1	-1	-1	-1	-1	-1	139	164	1	1	0	2	2	46	3	3	92	-1	-1	-1	-1	-1	-1	139	165	1	1	0	2	2	23	3	3	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14231	14231
