Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ - T©n Niªn HiÖp N÷ 	0	11	124	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1123	1123													31	1	1															
MÆt n¹ - Thá tr¾ng	0	11	125	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1124	1124													31	1	1															
MÆt n¹ - TuÇn Léc	0	11	126	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1125	1125													31	1	1															
MÆt n¹ - Tinh Linh (xanh) 	0	11	127	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1126	1126													31	1	1															
MÆt n¹ - Tinh Linh (tİm) 	0	11	128	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1127	1127													31	1	1															
MÆt n¹ - Tinh Linh (®á) 	0	11	129	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1128	1128													31	1	1															
MÆt n¹ - Tinh Linh (vµng) 	0	11	130	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1129	1129													31	1	1															
MÆt n¹ - ¤ng Giµ N«el (xanh) 	0	11	131	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1130	1130													31	1	1															
MÆt n¹ - ¤ng Giµ N«el (Hång phÊn) 	0	11	132	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1131	1131													31	1	1															
MÆt n¹ - ¤ng Giµ N«el (tr¾ng) 	0	11	133	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1132	1132													31	1	1															
MÆt n¹ - ¤ng Giµ N«el (vµng) 	0	11	134	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1133	1133													31	1	1															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (xanh) 	0	11	135	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1134	1134													31	1	1															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (Hång phÊn) 	0	11	136	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1135	1135													31	1	1															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (tr¾ng) 	0	11	137	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1136	1136													31	1	1															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (vµng) 	0	11	138	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1137	1137													31	1	1															
MÆt n¹ - Tr­¬ng T«ng Chİnh	0	11	139	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		511	511													44	7200	7200															
MÆt n¹ - DiÖu Nh­ 	0	11	140	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		513	513													44	7200	7200															
MÆt n¹ - LiÔu Thanh Thanh	0	11	141	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		523	523													44	7200	7200															
MÆt n¹ - PhiÕn Kh¸ch	0	11	142	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		602	602													44	7200	7200															
MÆt n¹ - Lam Y Y	0	11	143	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		582	582													44	7200	7200															
MÆt n¹ - Cæ B¸ch	0	11	144	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		566	566													44	7200	7200															
MÆt n¹ - §¹o Thanh Ch©n Nh©n	0	11	145	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		562	562													44	7200	7200															
MÆt n¹ - Gia LuËt TŞ Ly	0	11	146	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		563	563													44	7200	7200															
MÆt n¹ - Hoµn Nhan TuyÕt Y	0	11	147	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		564	564													44	7200	7200															
MÆt n¹ - §oan Méc DuÖ 	0	11	148	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		565	565													44	7200	7200															
MÆt n¹ - Chung Linh Tó 	0	11	149	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		567	567													44	7200	7200															
MÆt n¹ - Hµ Linh Phiªu	0	11	150	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		568	568													44	7200	7200															
MÆt n¹ - M¹nh Th­¬ng L­¬ng	0	11	151	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		583	583													44	7200	7200															
MÆt n¹ - §«ng B¾c Hæ 	0	11	152	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		0	0													44	7200	7200															
MÆt n¹ - Hoa Nam Hæ 	0	11	153	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1	1													44	7200	7200															
MÆt n¹ - B¹ch Hæ 	0	11	154	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2	2													44	7200	7200															
MÆt n¹ - Kim TiÒn B¸o	0	11	155	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		3	3													44	7200	7200															
MÆt n¹ - TuyÕt B¸o	0	11	156	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		4	4													44	7200	7200															
MÆt n¹ - Sãi x¸m 	0	11	157	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		5	5													44	7200	7200															
MÆt n¹ - Sãi ®á 	0	11	158	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		6	6													44	7200	7200															
MÆt n¹ - Thanh lang	0	11	159	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		7	7													44	7200	7200															
MÆt n¹ - Sãi tuyÕt 	0	11	160	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		8	8													44	7200	7200															
MÆt n¹ - Hå Ly 	0	11	161	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		9	9													44	7200	7200															
MÆt n¹ - Hång Hå 	0	11	162	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		10	10													44	7200	7200															
MÆt n¹ - Heo rõng 	0	11	163	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		11	11													44	7200	7200															
MÆt n¹ - Nhİm	0	11	164	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		12	12													44	7200	7200															
MÆt n¹ - Voi Ch©u ¸ 	0	11	165	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		13	13													44	7200	7200															
MÆt n¹ - Voi Hoµng Hµ 	0	11	166	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		14	14													44	7200	7200															
MÆt n¹ - GÊu n©u	0	11	167	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		15	15													44	7200	7200															
MÆt n¹ - GÊu ®en	0	11	168	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		16	16													44	7200	7200															
MÆt n¹ -Tr©u rõng	0	11	169	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		17	17													44	7200	7200															
MÆt n¹ - D­¬ng Tö Ng¹c 	0	11	170	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		18	18													44	7200	7200															
MÆt n¹ - Th»n l»n ®á 	0	11	171	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		19	19													44	7200	7200															
MÆt n¹ - Nh·n Kİnh M·ng xµ 	0	11	172	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		20	20													44	7200	7200															
MÆt n¹ - R¾n xanh 	0	11	173	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		21	21													44	7200	7200															
MÆt n¹ - Kim Hoµn M·ng Xµ 	0	11	174	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		22	22													44	7200	7200															
MÆt n¹ - Xİch LuyÖn M·ng Xµ 	0	11	175	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		23	23													44	7200	7200															
MÆt n¹ - Kim §iªu	0	11	176	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		26	26													44	7200	7200															
MÆt n¹ - Th­¬ng ¦ng 	0	11	177	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		25	25													44	7200	7200															
MÆt n¹ - KÒn kÒn	0	11	178	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		24	24													44	7200	7200															
MÆt n¹ - D¬i chóa	0	11	179	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		27	27													44	7200	7200															
MÆt n¹ - D¬i chóa ®á	0	11	180	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		28	28													44	7200	7200															
MÆt n¹ - D¬i Dong	0	11	181	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		29	29													44	7200	7200															
MÆt n¹ - D¬i hót m¸u	0	11	182	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		30	30													44	7200	7200															
MÆt n¹ - Kim Miªu	0	11	183	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		31	31													44	7200	7200															
MÆt n¹ - X¸ LŞ 	0	11	184	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		32	32													44	7200	7200															
MÆt n¹ - Ho¸n Hïng 	0	11	185	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		33	33													44	7200	7200															
MÆt n¹ - Linh Miªu 	0	11	186	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		34	34													44	7200	7200															
MÆt n¹ - Tµng Vùc HÇu 	0	11	187	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		35	35													44	7200	7200															
MÆt n¹ - KhØ x¸m 	0	11	188	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		36	36													44	7200	7200															
MÆt n¹ - H¾c DiÖp HÇu 	0	11	189	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		37	37													44	7200	7200															
MÆt n¹ - Kim T¬ HÇu	0	11	190	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		38	38													44	7200	7200															
MÆt n¹ - Sµi 	0	11	191	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		39	39													44	7200	7200															
MÆt n¹ - TuyÕt Qu¸i 	0	11	192	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		40	40													44	7200	7200															
MÆt n¹ - Cãc	0	11	193	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		41	41													44	7200	7200															
MÆt n¹ - H­¬u ®èm	0	11	194	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		42	42													44	7200	7200															
MÆt n¹ - Heo tr¾ng	0	11	195	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		43	43													44	7200	7200															
MÆt n¹ - Bß c¹p 	0	11	196	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		44	44													44	7200	7200															
MÆt n¹ - NhÖn	0	11	197	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		45	45													44	7200	7200															
MÆt n¹ - RÕt	0	11	198	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		46	46													44	7200	7200															
MÆt n¹ - ¤ng Giµ N«el (®á) 	0	11	199	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		623	623													44	7200	7200															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (®á) 	0	11	200	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		624	624													44	7200	7200															
MÆt n¹ - §Çu «ng ®Şa	0	11	201	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		726	726													44	1440	1440															
MÆt n¹ - Nam S­ 	0	11	202	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		727	727													44	1440	1440															
MÆt n¹ - B¾c S­ 	0	11	203	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		728	728													44	1440	1440															
MÆt n¹ - Long Ch©u	0	11	204	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		729	729													44	1440	1440															
MÆt n¹ - §Çu Rång	0	11	205	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		730	730													44	1440	1440															
MÆt n¹ - Th©n Rång	0	11	206	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		731	731													44	1440	1440															
MÆt n¹ - §u«i Rång	0	11	207	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		732	732													44	1440	1440															
MÆt n¹ - V­¬ng T¸ 	0	11	208	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		739	739													44	7200	7200															
MÆt n¹ - HuyÒn Gi¸c §¹i S­ 	0	11	209	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	2	1		740	740													44	7200	7200															
MÆt n¹ - §­êng BÊt NhiÔm	0	11	210	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	3	2		741	741													44	7200	7200															
MÆt n¹ - B¹ch Doanh Doanh	0	11	211	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	4	3		742	742													44	7200	7200															
MÆt n¹ - Thanh TuyÖt S­ Th¸i	0	11	212	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	5	4		743	743													44	7200	7200															
MÆt n¹ - Yªn HiÓu Tr¸i	0	11	213	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	6	5		744	744													44	7200	7200															
MÆt n¹ - Hµ Nh©n Ng· 	0	11	214	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	7	6		745	745													44	7200	7200															
MÆt n¹ - §¬n T­ Nam	0	11	215	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	8	7		746	746													44	7200	7200															
MÆt n¹ - TuyÒn C¬ Tö 	0	11	216	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	9	8		747	747													44	7200	7200															
MÆt n¹ - Hµn M«ng	0	11	217	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	10	9		748	748													44	7200	7200															
MÆt n¹ (1 lÇn) - ThiÕu Niªn L«i KiÕm	0	11	218	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1056	1056													44	7200	7200															
MÆt n¹ (1 lÇn) - ThiÕu Niªn TiÕu S­¬ng	0	11	219	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1057	1057													44	7200	7200															
MÆt n¹ (1 lÇn) - ThiÕu Niªn Háa NhËn	0	11	220	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1058	1058													44	7200	7200															
MÆt n¹ (1 lÇn) - ThiÕu Niªn H¶i §­êng	0	11	221	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1059	1059													44	7200	7200															
MÆt n¹ (1 lÇn) - ThiÕu Niªn Kim Phong	0	11	222	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1060	1060													44	7200	7200															
MÆt n¹ - ThiÕu Niªn L«i KiÕm	0	11	223	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1056	1056													44	7200	7200															
MÆt n¹ - ThiÕu Niªn TiÕu S­¬ng	0	11	224	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1057	1057													44	7200	7200															
MÆt n¹ - ThiÕu Niªn Háa NhËn	0	11	225	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1058	1058													44	7200	7200															
MÆt n¹ - ThiÕu Niªn H¶i §­êng	0	11	226	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1059	1059													44	7200	7200															
MÆt n¹ - ThiÕu Niªn Kim Phong	0	11	227	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1060	1060													44	7200	7200															
MÆt n¹ (1 lÇn) - Thanh Niªn L«i KiÕm	0	11	228	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1043	1043													44	7200	7200															
MÆt n¹ (1 lÇn) - Thanh Niªn TiÕu S­¬ng	0	11	229	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1044	1044													44	7200	7200															
MÆt n¹ (1 lÇn) - Thanh Niªn Háa NhËn	0	11	230	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1045	1045													44	7200	7200															
MÆt n¹ (1 lÇn) - Thanh Niªn H¶i §­êng	0	11	231	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1046	1046													44	7200	7200															
MÆt n¹ (1 lÇn) - Thanh Niªn Kim Phong	0	11	232	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1047	1047													44	7200	7200															
MÆt n¹ - Thanh Niªn L«i KiÕm	0	11	233	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1043	1043													44	7200	7200															
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	234	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1044	1044													44	7200	7200															
MÆt n¹ - Thanh Niªn Háa NhËn	0	11	235	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1045	1045													44	7200	7200															
MÆt n¹ - Thanh Niªn H¶i §­êng	0	11	236	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1046	1046													44	7200	7200															
MÆt n¹ - Thanh Niªn Kim Phong	0	11	237	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1047	1047													44	7200	7200															
MÆt n¹ - Thµnh Niªn L«i KiÕm	0	11	238	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1061	1061													44	7200	7200															
