ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	6	1	312																																											B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	1	0	74				0	0	
§å phæ Hoµng Kim - B¨ng Hµn NguyÖt ¶nh Ngoa	6	1	313																																											B¨ng Hµn NguyÖt ¶nh Ngoa	1	0	75				0	0	
§å phæ Hoµng Kim - Thiªn Quang Hoa Vò M¹n Thiªn	6	1	314	HuyÒn ThiÕt kho¸ng	6	1	200	8		89	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		115	Phï Dung Th¹ch	6	1	203	7	0	121	Vâ L©m MËt TÞch	6	1	26				Thiªn Quang Hoa Vò M¹n Thiªn	1	0	76				0	0	
§å phæ Hoµng Kim - Thiªn Quang §Þnh T©m Ng­ng ThÇn phï 	6	1	315	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Khæng T­íc Th¹ch	6	1	201	8	3	104	Tô TiÔn thuËt. B¹o Vò Lª Hoa	6	1	27				MËt Ng©n kho¸ng	6	1	202	7		114	Chu Sa kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï 	1	0	77				0	0	
§å phæ Hoµng Kim - Thiªn Quang S©m La Thóc Yªu	6	1	316	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Tô TiÔn thuËt. B¹o Vò Lª Hoa	6	1	27				Thiªn Quang S©m La Thóc §¸i	1	0	78				0	0	
§å phæ Hoµng Kim - Thiªn Quang Phong B¹o Hµn ThiÕt Tr¹c	6	1	317																																											Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c	1	0	79				0	0	
§å phæ Hoµng Kim - Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn	6	1	318																																											Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn	1	0	80				0	0	
§å phæ Hoµng Kim - S©m Hoang Phi Tinh §o¹t Hån	6	1	319	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		115	Phï Dung Th¹ch	6	1	203	7	0	121	Vâ L©m MËt TÞch	6	1	26				S©m Hoang Phi Tinh §o¹t Hån	1	0	81				0	0	
§å phæ Hoµng Kim - S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p	6	1	320																																											S©m Hoang KimTiÒn Liªn Hoµn Gi¸p	1	0	82				0	0	
§å phæ Hoµng Kim - S©m Hoang Hån Gi¶o Yªu Thóc	6	1	321	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Phi Tiªu thuËt. Cöu Cung Phi Tinh	6	1	46				S©m Hoang Hån Gi¶o Yªu Thóc	1	0	83				0	0	
§å phæ Hoµng Kim - S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	6	1	322																																											S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	1	0	84				0	0	
§å phæ Hoµng Kim - S©m Hoang Tinh VÉn Phi Lý 	6	1	323	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phi Tiªu thuËt. Cöu Cung Phi Tinh	6	1	46				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				S©m Hoang Tinh VÉn Phi Lý 	1	0	85				0	0	
§å phæ Hoµng Kim - §Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n	6	1	324	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	H·m TÜnh thuËt.Lo¹n Hoµn KÝch	6	1	28				Phï Dung Th¹ch	6	1	203	6	3	106	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				§Þa Ph¸ch Ngò hµnh Liªn Hoµn Qu¸n	1	0	86				0	0	
§å phæ Hoµng Kim - §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	6	1	325	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	H·m TÜnh thuËt.Lo¹n Hoµn KÝch	6	1	28				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	8	3	104	Chu Sa kho¸ng	6	1	204	7		114	§Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	1	0	87				0	0	
§å phæ Hoµng Kim - §Þa Ph¸ch TÝch LÞch L«i Háa Giíi	6	1	326																																											§Þa Ph¸ch TÝch LÞch L«i Háa Giíi	1	0	88				0	0	
§å phæ Hoµng Kim - §Þa Ph¸ch KhÊu T©m Tr¹c	6	1	327	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	H·m TÜnh thuËt.Lo¹n Hoµn KÝch	6	1	28				§Þa Ph¸ch KhÊu T©m tr¹c	1	0	89				0	0	
§å phæ Hoµng Kim - §Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa	6	1	328																																											§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa	1	0	90				0	0	
§å phæ Hoµng Kim - §ång Cõu Phi Long §Çu Hoµn	6	1	329																																											§ång Cõu Phi Long §Çu hoµn	1	0	91				0	0	
§å phæ Hoµng Kim - §ång Cõu Gi¸ng Long C¸i Y	6	1	330	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	MËt Ng©n kho¸ng	6	1	202	7		89	Chung Nhò th¹ch	6	1	205	6	2	99	Khæng T­íc Th¹ch	6	1	201	8	3	104	MËt Ng©n kho¸ng	6	1	202	7		113	C¸i Bang Ch­ëng Ph¸p	6	1	54				§ång Cõu Gi¸ng Long C¸i Y	1	0	92				0	0	
§å phæ Hoµng Kim - §ång Cõu TiÒm Long Yªu §¸i	6	1	331	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	105	Phï Dung Th¹ch	6	1	203	8	3	106	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	4	108	C¸i Bang Ch­ëng Ph¸p	6	1	54				§ång Cõu TiÒm Long Yªu §¸i	1	0	93				0	0	
§å phæ Hoµng Kim - §ång Cõu Kh¸ng Long Hé UyÓn	6	1	332	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	C¸i Bang Ch­ëng Ph¸p	6	1	54				Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	3	170	Vâ L©m MËt TÞch	6	1	26											§ång Cõu Kh¸ng Long Hé UyÓn	1	0	94				0	0	
§å phæ Hoµng Kim - §ång Cõu KiÕn Long Ban ChØ 	6	1	333																																											§ång Cõu KiÕn Long Ban ChØ 	1	0	95				0	0	
§å phæ Hoµng Kim - §Þch Kh¸i Lôc Ngäc Tr­îng	6	1	334	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	8		137	Chu Sa kho¸ng	6	1	204	7		115	Khæng T­íc Th¹ch	6	1	201	8	0	121	Phï Dung Th¹ch	6	1	203	8	2	123	C¸i Bang C«n ph¸p	6	1	55				§Þch Kh¸i Lôc Ngäc Tr­îng	1	0	96				0	0	
§å phæ Hoµng Kim - §Þch Kh¸i Cöu §¹i C¸i Y	6	1	335																																											§Þch Kh¸i Cöu §¹i C¸i Y	1	0	97				0	0	
§å phæ Hoµng Kim - §Þch Kh¸i TriÒn M·ng Yªu §¸i	6	1	336	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	C¸i Bang C«n ph¸p	6	1	55				§Þch Kh¸i TriÒn M·ng yªu ®¸i	1	0	98				0	0	
§å phæ Hoµng Kim - §Þch Kh¸i CÈu TÝch B× Hé UyÓn	6	1	337	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	2	110	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	7		89	Phï Dung Th¹ch	6	1	203	6	4	108	§Þch Kh¸i CÈu TÝch B× Hé uyÓn	1	0	99				0	0	
§å phæ Hoµng Kim - §Þch Kh¸i Th¶o Gian Th¹ch Giíi	6	1	338																																											§Þch Kh¸i Th¶o Gian Th¹ch giíi	1	0	100				0	0	
§å phæ Hoµng Kim - Ma S¸t Quû Cèc U Minh Th­¬ng	6	1	339	HuyÒn ThiÕt kho¸ng	6	1	200	8		126	MËt Ng©n kho¸ng	6	1	202	7		166	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	7	2	123	Vâ L©m MËt TÞch	6	1	26				Ma S¸t Quû Cèc U Minh Th­¬ng	1	0	101				0	0	
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	2	110	Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				Ma S¸t Tµn D­¬ng ¶nh HuyÕt Gi¸p	1	0	102				0	0	
§å phæ Hoµng Kim - Ma S¸t XÝch Ký Táa Yªu KhÊu	6	1	341	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	8	2	110	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	V©n Long KÝch. M©u ph¸p	6	1	35				Ma S¸t XÝch Ký Táa Yªu KhÊu	1	0	103				0	0	
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342																																											Ma S¸t Cö Háa Liªu Thiªn uyÓn	1	0	104				0	0	
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343																																											Ma S¸t V©n Long Thæ Ch©u giíi	1	0	105				0	0	
§å phæ Hoµng Kim - Ma Hoµng Kim Gi¸p Kh«i	6	1	349	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	NhiÕp Hån. Chó thuËt	6	1	53				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	8	4	105								Ma Hoµng Kim Gi¸p Kh«i	1	0	106				0	0	
§å phæ Hoµng Kim - Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	6	1	350	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Khæng T­íc Th¹ch	6	1	201	8	2	99	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	6		114	Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	1	0	107				0	0	
§å phæ Hoµng Kim - Ma Hoµng Khª Cèc Thóc Yªu §¸i	6	1	351	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	NhiÕp Hån. Chó thuËt	6	1	53				Ma Hoµng Khª Cèc Thóc yªu ®¸i	1	0	108				0	0	
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352																																											Ma Hoµng HuyÕt Y Thó Tr¹c	1	0	109				0	0	
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353																																											Ma Hoµng §¨ng §¹p Ngoa	1	0	110				0	0	
§å phæ Hoµng Kim - Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	L­u Tinh. §ao ph¸p	6	1	36				Phï Dung Th¹ch	6	1	203	7	2	110	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	1	0	111				0	0	
§å phæ Hoµng Kim - Ma ThÞ LÖ Ma PhÖ T©m Liªn	6	1	345																																											Ma ThÞ LÖ Ma PhÖ T©m Liªn	1	0	112				0	0	
§å phæ Hoµng Kim - Ma ThÞ NghiÖp Háa U Minh Giíi	6	1	346																																											Ma ThÞ NghiÖp Háa U Minh Giíi	1	0	113				0	0	
§å phæ Hoµng Kim - Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	347	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	L­u Tinh. §ao ph¸p	6	1	36				Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	1	0	114				0	0	
§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 	6	1	348	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	L­u Tinh. §ao ph¸p	6	1	36				Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		111	Phï Dung Th¹ch	6	1	203	8	4	105	Vâ L©m MËt TÞch	6	1	26				Ma ThÞ s¬n  H¶i Phi Hång Lý 	1	0	115				0	0	
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				L¨ng Nh¹c Th¸i Cùc KiÕm	1	0	116				0	0	
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355																																											L¨ng Nh¹c V« Ng· ®¹o bµo	1	0	117				0	0	
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				L¨ng Nh¹c Né L«i Thóc yªu	1	0	118				0	0	
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	8	0	101								L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	1	0	119				0	0	
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358																																											L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	1	0	120				0	0	
§å phæ Hoµng Kim - CËp Phong Ch©n Vò KiÕm	6	1	359	HuyÒn ThiÕt kho¸ng	6	1	200	8		126	MËt Ng©n kho¸ng	6	1	202	8		166	Chu Sa kho¸ng	6	1	204	7		115	Khæng T­íc Th¹ch	6	1	201	8	0	121	Phï Dung Th¹ch	6	1	203	8	2	123	Vâ L©m MËt TÞch	6	1	26				CËp Phong Ch©n Vò KiÕm	1	0	121				0	0	
§å phæ Hoµng Kim - CËp Phong Tam Thanh Phï 	6	1	360	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Khæng T­íc Th¹ch	6	1	201	8	4	105	Phï Dung Th¹ch	6	1	203	8	3	104	Chu Sa kho¸ng	6	1	204	6		114	CËp Phong Tam Thanh Phï 	1	0	122				0	0	
§å phæ Hoµng Kim - CËp Phong HuyÒn Ti Tam §o¹n CÈm	6	1	361	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Th¸i Cùc KiÕm Phæ. QuyÓn 2	6	1	34				CËp Phong HuyÒn Ti Tam §o¹n cÈm	1	0	123				0	0	
§å phæ Hoµng Kim - CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	6	1	362																																											CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	1	0	124				0	0	
§å phæ Hoµng Kim - CËp Phong Thanh Tïng Ph¸p Giíi	6	1	363																																											CËp Phong Thanh Tïng Ph¸p giíi	1	0	125				0	0	
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	HuyÒn ThiÕt kho¸ng	6	1	200	8		137	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	7		115	Khæng T­íc Th¹ch	6	1	201	8	0	121	Phï Dung Th¹ch	6	1	203	7	2	123	Vâ L©m MËt TÞch	6	1	26				S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	1	0	126				0	0	
§å phæ Hoµng Kim - S­¬ng Tinh Ng¹o S­¬ng §¹o Bµo	6	1	365																																											S­¬ng Tinh Ng¹o S­¬ng ®¹o bµo	1	0	127				0	0	
§å phæ Hoµng Kim - S­¬ng Tinh Thanh Phong Lò §¸i	6	1	366	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Ngù Phong thuËt	6	1	50				S­¬ng Tinh Thanh Phong Lò ®¸i	1	0	128				0	0	
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù Phong thuËt	6	1	50				Vâ L©m MËt TÞch	6	1	26				Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa kho¸ng	6	1	204	7		89	TÈy Tñy Kinh	6	1	22				S­¬ng Tinh Thiªn Tinh B¨ng Tinh thñ 	1	0	129				0	0	
§å phæ Hoµng Kim - S­¬ng Tinh Phong B¹o ChØ Hoµn	6	1	368																																											S­¬ng Tinh Phong B¹o chØ hoµn	1	0	130				0	0	
§å phæ Hoµng Kim - L«i Khung Hµn Tïng B¨ng B¸ch Quan	6	1	369	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù L«i thuËt	6	1	51				Khæng T­íc Th¹ch	6	1	201	7	4	171	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				L«i Khung Hµn Tung B¨ng B¹ch quan	1	0	131				0	0	
§å phæ Hoµng Kim - L«i Khung Thiªn §Þa Hé Phï 	6	1	370	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	8	0	101	Khæng T­íc Th¹ch	6	1	201	8	3	104	MËt Ng©n kho¸ng	6	1	202	8		114	Ngù Phong thuËt	6	1	50				L«i Khung Thiªn §Þa Hé phï 	1	0	132				0	0	
§å phæ Hoµng Kim - L«i Khung Phong L«i Thanh CÈm §¸i	6	1	371	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Ngù L«i thuËt	6	1	51				L«i Khung Phong L«i Thanh CÈm ®¸i	1	0	133				0	0	
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372																																											L«i Khung Linh Ngäc UÈn L«i	1	0	134				0	0	
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373																																											L«i Khung Cöu Thiªn DÉn L«i giíi	1	0	135				0	0	
§å phæ Hoµng Kim - Vô ¶o B¾c Minh §¹o Qu¸n	6	1	374	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				Chu Sa kho¸ng	6	1	204	7		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	0	101								Vô ¶o B¾c Minh §¹o qu¸n	1	0	136				0	0	
§å phæ Hoµng Kim - Vô ¶o Ki B¸n Phï Chó 	6	1	375																																											Vô ¶o Ki B¸n phï chó 	1	0	137				0	0	
§å phæ Hoµng Kim - Vô ¶o Thóc T©m ChØ Hoµn	6	1	376																																											Vô ¶o Thóc T©m chØ hoµn	1	0	138				0	0	
§å phæ Hoµng Kim - Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi	6	1	377	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Ngù T©m thuËt	6	1	52				Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi	1	0	139				0	0	
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngù T©m thuËt	6	1	52				MËt Ng©n kho¸ng	6	1	202	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chu Sa kho¸ng	6	1	204	6		89	Chung Nhò th¹ch	6	1	205	6	2	110	Vô ¶o Tung Phong TuyÕt ¶nh ngoa	1	0	140				0	0	
§å phæ Hoµng Kim - ®éng S¸t B¹ch Kim §iªu Long Giíi	6	1	379																																											§éng S¸t B¹ch Kim §iªu Long Giíi	1	0	143				0	0	
§å phæ Hoµng Kim - ®éng S¸t B¹ch Ngäc Cµn Kh«n Béi	6	1	380	Khæng T­íc Th¹ch	6	1	201	7	3	98	Phï Dung Th¹ch	6	1	203	7	0	97	Chu Sa kho¸ng	6	1	204	7		93	HuyÒn ThiÕt kho¸ng	6	1	200	8		89	MËt Ng©n kho¸ng	6	1	202	8		85	Phï Dung Th¹ch	6	1	203	7	1	135	§éng S¸t B¹ch Ngäc Cµn Kh«n Béi	1	0	144				0	0	
§å phæ Hoµng Kim - ®éng S¸t B¹ch Kim Tó Phông Giíi	6	1	381	Khæng T­íc Th¹ch	6	1	201	7	3	98	Phï Dung Th¹ch	6	1	203	7	0	97	Chu Sa kho¸ng	6	1	204	7		93	HuyÒn ThiÕt kho¸ng	6	1	200	8		89	MËt Ng©n kho¸ng	6	1	202	8		85	Phï Dung Th¹ch	6	1	203	8	1	135	§éng S¸t B¹ch Kim Tó Phông Giíi	1	0	145				0	0	
§å phæ Hoµng Kim - ®éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	6	1	382	Khæng T­íc Th¹ch	6	1	201	7	3	98	Phï Dung Th¹ch	6	1	203	7	0	97	Chu Sa kho¸ng	6	1	204	7		93	HuyÒn ThiÕt kho¸ng	6	1	200	8		89	MËt Ng©n kho¸ng	6	1	202	8		85	Phï Dung Th¹ch	6	1	203	8	1	135	§éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	1	0	146				0	0	
§å phæ Hoµng Kim - §Þnh Quèc Thanh Sa Tr­êng Sam	6	1	383	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	MËt Ng©n kho¸ng	6	1	202	7		113																													§Þnh Quèc Thanh Sa Tr­êng Sam	1	0	159				0	0	
§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Phï Dung Th¹ch	6	1	203	8	3	104																													§Þnh Quèc ¤ Sa Ph¸t Qu¸n	1	0	160				0	0	
§å phæ Hoµng Kim - §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	6	1	385	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	MËt Ng©n kho¸ng	6	1	202	7		111																													§Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	1	0	161				0	0	
§å phæ Hoµng Kim - §Þnh Quèc Tö §»ng Hé uyÓn	6	1	386	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	7	3	106																													§Þnh Quèc Tö §»ng Hé uyÓn	1	0	162				0	0	
§å phæ Hoµng Kim - §Þnh Quèc Ng©n Tµm Yªu ®¸i	6	1	387	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	7	4	108																													§Þnh Quèc Ng©n Tµm Yªu ®¸i	1	0	163				0	0	
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	HuyÒn ThiÕt kho¸ng	6	1	200	8		114																																				An Bang B¨ng Tinh Th¹ch H¹ng Liªn	1	0	164				0	0	
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	HuyÒn ThiÕt kho¸ng	6	1	200	7		89	Phï Dung Th¹ch	6	1	203	8	4	105																													An Bang Cóc Hoa Th¹ch ChØ hoµn	1	0	165				0	0	
