Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
Lôc VÜ Hå	0	10	40	\spr\item\equip\horse\horse_51.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	1	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	2	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	3	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	4	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	5	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	6	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	7	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	8	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	9	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
HuyÒn Thiªn VÜ Hå	0	10	41	\spr\item\equip\horse\horse_52.spr	40	2	3	Hå li trong truyÒn thuyÕt	0	5000	10	0	111	100%	100%	93	1500	1500	85	500	500	150	700	700	114	20	20																		
