NpcAction	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
enemy178	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"7,1,120"	"7,1,120"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"
enemy179	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"6,1,100"	"6,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"
enemy180	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"15,1,86"	"15,1,86"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"	"1,1,100"
enemy181	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
enemy182	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
enemy183	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
enemy184	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
enemy185	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
enemy186	"3,1,133"	"3,1,133"	"3,1,133"	"11,1,181"	"11,1,181"	"11,1,181"	"11,1,181"	"3,1,133"	"13,1,115"	"11,1,181"	"11,1,181"	"11,1,181"	"3,1,133"	"11,1,181"
enemy187	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"13,1,100"	"15,1,100"	"15,1,100"	"15,1,100"	"1,1,1"	"1,1,1"
enemy188	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"88,8,70"	"128,8,100"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"
enemy189	"168,8,60"	"168,8,60"	"168,8,60"	"104,8,70"	"104,8,70"	"104,8,70"	"104,8,70"	"88,8,70"	"120,8,85"	"120,8,63"	"136,8,73"	"136,8,73"	"168,8,60"	"104,8,70"
enemy190	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"				"1,1,1"	"1,1,1"
enemy191	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"				"1,1,1"	"1,1,1"
enemy192	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"				"1,1,1"	"1,1,1"
enemy193	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"				"1,1,1"	"1,1,1"
enemy194	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"				"1,1,1"	"1,1,1"
ani001	"96,8,116"	"96,8,116"	"96,8,150"	"120,8,84"	"120,8,84"	"120,8,84"	"120,8,84"	"64,8,75"	"80,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,116"	"120,8,84"
ani002	"96,8,128"	"96,8,128"	"112,8,128"	"120,8,75"	"120,8,75"	"120,8,75"	"120,8,75"	"48,8,100"	"112,8,89"	"112,8,88"	"112,8,88"	"112,8,88"	"96,8,128"	"120,8,75"
ani003	"96,8,120"	"96,8,120"	"96,8,120"	"120,8,66"	"120,8,66"	"120,8,66"	"120,8,66"	"72,8,66"	"112,8,120"	"96,8,88"	"96,8,88"	"96,8,88"	"96,8,120"	"120,8,66"
ani005	"120,8,120"	"120,8,120"	"120,8,120"	"120,8,70"	"120,8,70"	"120,8,70"	"120,8,70"	"48,8,112"	"112,8,108"	"112,8,75"	"112,8,75"	"112,8,75"	"120,8,120"	"120,8,70"
ani006	"96,8,120"	"96,8,120"	"96,8,120"	"64,8,88"	"64,8,88"	"64,8,88"	"64,8,88"	"64,8,88"	"112,8,112"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,120"	"64,8,88"
ani009	"48,8,220"	"48,8,220"	"120,8,94"	"120,8,68"	"120,8,68"	"120,8,68"	"120,8,68"	"48,8,100"	"80,8,130"	"112,8,84"	"112,8,84"	"112,8,84"	"48,8,220"	"120,8,68"
ani010	"48,8,150"	"48,8,150"	"120,8,100"	"120,8,70"	"120,8,70"	"120,8,70"	"120,8,70"	"48,8,100"	"80,8,100"	"112,8,84"	"112,8,84"	"112,8,84"	"48,8,150"	"120,8,70"
ani011	"48,8,60"	"48,8,60"	"120,8,70"	"120,8,40"	"120,8,40"	"120,8,40"	"120,8,40"	"48,8,60"	"80,8,80"	"112,8,45"	"112,8,45"	"112,8,45"	"48,8,60"	"120,8,40"
ani012	"48,8,60"	"48,8,60"	"120,8,60"	"120,8,40"	"120,8,40"	"120,8,40"	"120,8,40"	"48,8,45"	"80,8,80"	"112,8,45"	"112,8,45"	"112,8,45"	"48,8,60"	"120,8,40"
ani013	"64,8,80"	"64,8,80"	"120,8,100"	"120,8,75"	"120,8,75"	"120,8,75"	"120,8,75"	"48,8,80"	"80,8,70"	"112,8,80"	"112,8,80"	"112,8,80"	"64,8,80"	"120,8,75"
ani015	"64,8,80"	"64,8,80"	"120,8,90"	"120,8,30"	"120,8,30"	"120,8,30"	"120,8,30"	"48,8,50"	"80,8,65"	"112,8,70"	"112,8,70"	"112,8,70"	"64,8,80"	"120,8,30"
ani018	"48,8,175"	"48,8,175"	"136,8,128"	"120,8,75"	"120,8,75"	"120,8,75"	"120,8,75"	"48,8,118"	"96,8,125"	"104,8,92"	"104,8,92"	"104,8,92"	"48,8,175"	"120,8,75"
ani019	"48,8,225"	"48,8,225"	"64,8,1"	"64,8,125"	"64,8,125"	"64,8,125"	"64,8,125"	"40,8,130"	"64,8,112"	"96,8,92"	"96,8,92"	"96,8,92"	"48,8,225"	"64,8,125"
ani021	"112,8,136"	"112,8,136"	"112,8,136"	"104,8,94"	"104,8,94"	"104,8,94"	"104,8,94"	"48,8,136"	"112,8,136"	"112,8,85"	"112,8,85"	"112,8,85"	"112,8,136"	"104,8,94"
ani024	"112,8,136"	"112,8,136"	"112,8,136"	"104,8,95"	"104,8,95"	"104,8,95"	"104,8,95"	"48,8,136"	"112,8,136"	"112,8,92"	"112,8,92"	"112,8,92"	"112,8,136"	"104,8,95"
ani025	"48,8,100"	"48,8,100"	"64,8,100"	"120,8,90"	"120,8,90"	"120,8,90"	"120,8,90"	"48,8,70"	"96,8,90"	"96,8,70"	"96,8,70"	"96,8,70"	"48,8,100"	"120,8,90"
ani026	"48,8,120"	"48,8,120"	"64,8,80"	"120,8,70"	"120,8,70"	"120,8,70"	"120,8,70"	"48,8,60"	"96,8,80"	"96,8,60"	"96,8,60"	"96,8,60"	"48,8,120"	"120,8,70"
ani029	"48,8,250"	"48,8,250"	"80,8,160"	"104,8,92"	"104,8,92"	"104,8,92"	"104,8,92"	"48,8,128"	"112,8,130"	"104,8,104"	"104,8,104"	"104,8,104"	"48,8,250"	"104,8,92"
ani033	"96,8,128"	"96,8,128"	"96,8,128"	"80,8,130"	"80,8,130"	"80,8,130"	"80,8,130"	"48,8,125"	"96,8,128"	"104,8,100"	"104,8,100"	"104,8,100"	"96,8,128"	"80,8,130"
ani036	"96,8,70"	"96,8,70"	"96,8,80"	"80,8,50"	"80,8,50"	"80,8,50"	"80,8,50"	"48,8,75"	"96,8,85"	"104,8,50"	"104,8,50"	"104,8,50"	"96,8,70"	"80,8,50"
ani037	"80,8,136"	"80,8,136"	"80,8,136"	"104,8,92"	"104,8,92"	"104,8,92"	"104,8,92"	"64,8,96"	"96,8,112"	"104,8,88"	"104,8,88"	"104,8,88"	"80,8,136"	"104,8,92"
ani038	"104,8,50"	"104,8,50"	"104,8,80"	"104,8,80"	"104,8,80"	"104,8,80"	"104,8,80"	"64,8,40"	"96,8,80"	"104,8,50"	"104,8,50"	"104,8,50"	"104,8,50"	"104,8,80"
ani039	"104,8,136"	"104,8,136"	"104,8,136"	"104,8,88"	"104,8,88"	"104,8,88"	"104,8,88"	"64,8,92"	"96,8,112"	"104,8,84"	"104,8,84"	"104,8,84"	"104,8,136"	"104,8,88"
ani040	"80,8,1"	"80,8,1"	"80,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"64,8,1"	"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"80,8,1"	"104,8,1"
ani041	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"104,8,100"	"104,8,80"	"104,8,80"	"104,8,80"	"96,8,80"	"64,8,100"
ani042	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,88"	"104,8,100"	"64,8,80"	"64,8,80"	"64,8,80"	"96,8,80"	"96,8,80"
ani043	"96,8,80"	"96,8,80"	"64,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,80"	"104,8,100"	"64,8,80"	"64,8,80"	"64,8,80"	"96,8,80"	"96,8,80"
ani045	"80,8,70"	"80,8,70"	"136,8,80"	"80,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"48,8,100"	"96,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"80,8,70"	"80,8,70"
ani046	"80,8,70"	"80,8,70"	"136,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"48,8,100"	"96,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"80,8,70"	"80,8,70"
ani047	"80,8,70"	"80,8,70"	"136,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"48,8,92"	"96,8,96"	"96,8,80"	"96,8,80"	"96,8,80"	"80,8,70"	"80,8,70"
ani048	"80,8,70"	"80,8,70"	"136,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"48,8,92"	"96,8,96"	"96,8,80"	"96,8,80"	"96,8,80"	"80,8,70"	"80,8,70"
ani049	"64,8,150"	"64,8,150"	"88,8,136"	"88,8,70"	"88,8,70"	"88,8,70"	"88,8,70"	"48,8,120"	"96,8,120"	"80,8,112"	"80,8,112"	"80,8,112"	"64,8,150"	"88,8,70"
ani050	"64,8,60"	"64,8,60"	"80,8,80"	"80,8,45"	"80,8,45"	"80,8,45"	"80,8,45"	"64,8,50"	"96,8,80"	"80,8,60"	"80,8,60"	"80,8,60"	"64,8,60"	"80,8,45"
ani051	"64,8,70"	"64,8,70"	"88,8,80"	"80,8,40"	"80,8,40"	"80,8,40"	"80,8,40"	"64,8,60"	"112,8,100"	"88,8,80"	"88,8,80"	"88,8,80"	"64,8,70"	"80,8,40"
ani052	"64,8,90"	"64,8,90"	"88,8,100"	"80,8,40"	"80,8,40"	"80,8,40"	"80,8,40"	"64,8,60"	"112,8,110"	"80,8,80"	"80,8,80"	"80,8,80"	"64,8,90"	"80,8,40"
ani053	"120,8,120"	"120,8,120"	"112,8,112"	"112,8,75"	"112,8,75"	"112,8,75"	"112,8,75"	"48,8,100"	"104,8,118"	"104,8,100"	"104,8,100"	"104,8,100"	"120,8,120"	"112,8,75"
ani054	"120,8,120"	"120,8,120"	"112,8,112"	"112,8,70"	"112,8,70"	"112,8,70"	"112,8,70"	"48,8,110"	"112,8,100"	"120,8,78"	"120,8,78"	"120,8,78"	"120,8,120"	"112,8,70"
ani055	"120,8,112"	"120,8,112"	"112,8,112"	"112,8,75"	"112,8,75"	"112,8,75"	"112,8,75"	"48,8,110"	"88,8,128"	"168,8,68"	"168,8,68"	"168,8,68"	"120,8,112"	"112,8,75"
ani056	"120,8,90"	"120,8,90"	"112,8,80"	"120,8,80"	"120,8,80"	"120,8,80"	"120,8,80"	"48,8,100"	"88,8,65"	"168,8,75"	"168,8,75"	"168,8,75"	"120,8,90"	"120,8,80"
ani058	"64,8,1"	"64,8,1"	"64,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	"64,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"64,8,1"	"112,8,1"
ani059	"80,8,140"	"80,8,140"	"80,8,140"	"120,8,92"	"120,8,92"	"120,8,92"	"120,8,92"	"48,8,110"	"112,8,100"	"80,8,105"	"80,8,105"	"80,8,105"	"80,8,140"	"120,8,92"
ani060	"96,8,150"	"96,8,150"	"96,8,150"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,75"	"104,8,100"	"96,8,75"	"96,8,75"	"96,8,75"	"96,8,150"	"96,8,100"
ani061	"112,8,128"	"112,8,128"	"112,8,128"	"96,8,92"	"96,8,92"	"96,8,92"	"96,8,92"	"48,8,120"	"112,8,112"	"104,8,96"	"104,8,96"	"104,8,96"	"112,8,128"	"96,8,92"
ani063	"120,8,90"	"120,8,90"	"128,8,70"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,80"	"56,8,80"	"120,8,80"	"120,8,80"	"120,8,80"	"120,8,80"	"120,8,90"	"64,8,80"
ani065	"48,8,180"	"48,8,180"	"64,8,128"	"56,8,150"	"56,8,150"	"56,8,150"	"56,8,150"	"48,8,120"	"64,8,150"	"64,8,128"	"64,8,128"	"64,8,128"	"48,8,180"	"56,8,150"
ani066	"80,8,150"	"80,8,150"	"80,8,150"	"64,8,128"	"64,8,128"	"64,8,128"	"64,8,128"	"32,8,150"	"80,8,150"	"80,8,100"	"80,8,100"	"80,8,100"	"80,8,150"	"64,8,128"
ani067	"48,8,150"	"48,8,150"	"64,8,112"	"48,8,100"	"48,8,100"	"48,8,100"	"48,8,100"	"48,8,108"	"88,8,109"	"88,8,81"	"88,8,81"	"88,8,81"	"48,8,150"	"48,8,100"
passerby001	"152,8,100"	"152,8,100"	"128,8,100"										"152,8,100"	
passerby002	"152,8,100"	"152,8,100"	"128,8,100"										"152,8,100"	
passerby004_1	"16,1,100"	"16,1,100"	"16,1,100"										"16,1,100"	
passerby004_2	"16,1,100"	"16,1,100"	"16,1,100"										"16,1,100"	
passerby004_3	"16,1,100"	"16,1,100"	"16,1,100"										"16,1,100"	
passerby006_1	"16,1,100"	"16,1,100"	"16,1,100"										"16,1,100"	
passerby006_2	"16,1,100"	"16,1,100"	"16,1,100"										"16,1,100"	
passerby006_3	"16,1,100"	"16,1,100"	"16,1,100"										"16,1,100"	
passerby007	"56,8,100"	"56,8,100"	"56,8,100"										"56,8,100"	
passerby008	"152,8,100"	"152,8,100"	"152,8,100"										"152,8,100"	
passerby010	"152,8,100"	"152,8,100"	"136,8,100"										"152,8,100"	
passerby011_1	"40,1,100"	"40,1,100"	"40,1,100"										"40,1,100"	
passerby011_2	"40,1,100"	"40,1,100"	"40,1,100"										"40,1,100"	
passerby011_3	"40,1,100"	"40,1,100"	"40,1,100"										"40,1,100"	
passerby013	"152,8,100"	"152,8,100"	"152,8,100"										"152,8,100"	
passerby014	"152,8,100"	"152,8,100"	"160,8,100"										"152,8,100"	
passerby015	"152,8,100"	"152,8,100"	"160,8,100"										"152,8,100"	
passerby018	"152,8,68"	"152,8,68"	"160,8,80"										"152,8,68"	
passerby019	"152,8,68"	"152,8,68"	"120,8,90"										"152,8,68"	
passerby020	"152,8,1"	"152,8,1"	"200,8,1"										"152,8,1"	
passerby023	"152,8,1"	"152,8,1"	"160,8,1"										"152,8,1"	
passerby024	"152,8,1"	"152,8,1"	"160,8,1"										"152,8,1"	
passerby025	"152,8,1"	"152,8,1"	"160,8,1"										"152,8,1"	
passerby027	"152,8,1"	"152,8,1"	"256,8,1"										"152,8,1"	
passerby028	"144,8,1"	"144,8,1"	"144,8,1"										"144,8,1"	
passerby029	"152,8,1"	"152,8,1"	"168,8,1"										"152,8,1"	
passerby030	"288,8,38"	"288,8,38"	"144,8,88"										"288,8,38"	
passerby031	"152,8,1"	"152,8,1"	"240,8,1"										"152,8,1"	
passerby032	"160,8,1"	"160,8,1"	"160,8,1"										"160,8,1"	
passerby033	"144,8,1"	"144,8,1"	"160,8,1"										"144,8,1"	
passerby034	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby036_1	"21,1,1"	"21,1,1"	"21,1,1"										"21,1,1"	
passerby036_2	"21,1,1"	"21,1,1"	"21,1,1"										"21,1,1"	
passerby036_3	"21,1,1"	"21,1,1"	"21,1,1"										"21,1,1"	
passerby037_1	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby037_2	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby037_3	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby038_1	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby038_2	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby038_3	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby040_1	"10,1,1"	"10,1,1"	"10,1,1"										"10,1,1"	
passerby040_2	"10,1,1"	"10,1,1"	"10,1,1"										"10,1,1"	
passerby040_3	"10,1,1"	"10,1,1"	"10,1,1"										"10,1,1"	
passerby041	"152,8,1"	"152,8,1"	"160,8,1"										"152,8,1"	
passerby042	"152,8,1"	"152,8,1"	"160,8,1"										"152,8,1"	
passerby043	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby044	"80,8,1"	"80,8,1"	"80,8,1"										"80,8,1"	
passerby045	"56,8,1"	"56,8,1"	"56,8,1"										"56,8,1"	
passerby047	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby048	"152,8,1"	"152,8,1"	"160,8,1"										"152,8,1"	
passerby049	"160,8,1"	"160,8,1"	"240,8,1"										"160,8,1"	
passerby050	"80,8,1"	"80,8,1"	"160,8,1"										"80,8,1"	
passerby051	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby052	"72,8,1"	"72,8,1"	"240,8,1"										"72,8,1"	
passerby058	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby059	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby060	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby061_1	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby061_2	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby061_3	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby062_1	"19,1,1"	"19,1,1"	"21,1,1"										"19,1,1"	
passerby062_2	"19,1,1"	"19,1,1"	"21,1,1"										"19,1,1"	
passerby062_3	"19,1,1"	"19,1,1"	"21,1,1"										"19,1,1"	
passerby063_1	"19,1,1"	"19,1,1"	"10,1,1"										"19,1,1"	
passerby063_2	"19,1,1"	"19,1,1"	"10,1,1"										"19,1,1"	
passerby063_3	"19,1,1"	"19,1,1"	"10,1,1"										"19,1,1"	
passerby064_1	"25,1,1"	"25,1,1"	"25,1,1"										"25,1,1"	
passerby064_2	"25,1,1"	"25,1,1"	"25,1,1"										"25,1,1"	
passerby064_3	"25,1,1"	"25,1,1"	"25,1,1"										"25,1,1"	
passerby065_1	"10,1,1"	"10,1,1"	"16,1,1"										"10,1,1"	
passerby065_2	"10,1,1"	"10,1,1"	"16,1,1"										"10,1,1"	
passerby065_3	"10,1,1"	"10,1,1"	"16,1,1"										"10,1,1"	
passerby066_1	"19,1,1"	"19,1,1"	"17,1,1"										"19,1,1"	
passerby066_2	"19,1,1"	"19,1,1"	"17,1,1"										"19,1,1"	
passerby066_3	"19,1,1"	"19,1,1"	"17,1,1"										"19,1,1"	
passerby067_1	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby067_2	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby067_3	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby068_1	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby068_2	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby068_3	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby069_1	"19,1,1"	"19,1,1"	"30,1,1"										"19,1,1"	
passerby069_2	"19,1,1"	"19,1,1"	"30,1,1"										"19,1,1"	
passerby069_3	"19,1,1"	"19,1,1"	"30,1,1"										"19,1,1"	
passerby070_1	"152,8,1"	"152,8,1"	"152,8,1"										"152,8,1"	
passerby070_2	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby070_3	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby071_1	"10,1,1"	"10,1,1"	"23,1,1"										"10,1,1"	
passerby071_2	"10,1,1"	"10,1,1"	"23,1,1"										"10,1,1"	
passerby071_3	"10,1,1"	"10,1,1"	"23,1,1"										"10,1,1"	
passerby072_1	"25,1,1"	"25,1,1"	"25,1,1"										"25,1,1"	
passerby072_2	"25,1,1"	"25,1,1"	"25,1,1"										"25,1,1"	
passerby072_3	"25,1,1"	"25,1,1"	"25,1,1"										"25,1,1"	
passerby073_1	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby073_2	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby073_3	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby074_1	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby074_2	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby074_3	"19,1,1"	"19,1,1"	"19,1,1"										"19,1,1"	
passerby075_1	"19,1,1"	"19,1,1"	"20,1,1"										"19,1,1"	
passerby075_2	"19,1,1"	"19,1,1"	"20,1,1"										"19,1,1"	
passerby075_3	"19,1,1"	"19,1,1"	"20,1,1"										"19,1,1"	
passerby076_1	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby076_2	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby076_3	"20,1,1"	"20,1,1"	"20,1,1"										"20,1,1"	
passerby077_1	"25,1,100"	"25,1,100"	"25,1,100"										"25,1,100"	
passerby077_2	"25,1,100"	"25,1,100"	"25,1,100"										"25,1,100"	
passerby077_3	"25,1,100"	"25,1,100"	"25,1,100"										"25,1,100"	
passerby079_1	"19,1,1"	"19,1,1"	"18,1,1"										"19,1,1"	
passerby079_2	"19,1,1"	"19,1,1"	"18,1,1"										"19,1,1"	
passerby079_3	"19,1,1"	"19,1,1"	"18,1,1"										"19,1,1"	
passerby080	"80,8,1"	"80,8,1"	"160,8,1"										"80,8,1"	
passerby088	"30,1,140"	"30,1,140"	"30,1,140"										"30,1,140"	
passerby092	"80,8,80"	"80,8,80"	"128,8,90"										"80,8,80"	
passerby094	"120,8,80"	"120,8,80"	"240,8,95"										"120,8,80"	
passerby095	"160,8,80"	"160,8,80"	"160,8,80"										"160,8,80"	
passerby097	"120,8,80"	"120,8,80"	"248,8,80"										"120,8,80"	
passerby099	"152,8,60"	"152,8,60"	"152,8,60"										"152,8,60"	
passerby100	"120,8,90"	"120,8,90"	"240,8,75"										"120,8,90"	
passerby101	"80,8,85"	"80,8,85"	"288,8,85"										"80,8,85"	
passerby102	"80,8,85"	"80,8,85"	"256,8,120"										"80,8,85"	
passerby103	"120,8,115"	"120,8,115"	"192,8,130"										"120,8,115"	
passerby104	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby105	"120,8,80"	"120,8,80"	"128,8,80"										"120,8,80"	
passerby108	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby110	"160,8,60"	"160,8,60"	"160,8,60"										"160,8,60"	
passerby112	"128,8,80"	"128,8,80"	"128,8,80"										"128,8,80"	
passerby117	"152,8,70"	"152,8,70"	"160,8,80"										"152,8,70"	
passerby118	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby119	"120,8,80"	"120,8,80"	"184,8,80"										"120,8,80"	
passerby120	"152,8,80"	"152,8,80"	"176,8,80"										"152,8,80"	
passerby121	"152,8,70"	"152,8,70"	"160,8,80"										"152,8,70"	
passerby122	"152,8,60"	"152,8,60"	"160,8,60"										"152,8,60"	
passerby123	"152,8,70"	"152,8,70"	"160,8,80"										"152,8,70"	
passerby124	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby125	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby127	"152,8,120"	"152,8,120"	"168,8,115"										"152,8,120"	
passerby128	"160,8,115"	"160,8,115"	"160,8,130"										"160,8,115"	
passerby129	"152,8,125"	"152,8,125"	"168,8,80"										"152,8,125"	
passerby130	"8,8,80"	"8,8,80"	"400,8,40"										"8,8,80"	
passerby131	"152,8,130"	"152,8,130"	"168,8,115"										"152,8,130"	
passerby132	"152,8,120"	"152,8,120"	"168,8,140"										"152,8,120"	
passerby133	"86,8,145"	"86,8,145"	"90,8,120"										"86,8,145"	
passerby134	"88,8,140"	"88,8,140"	"152,8,100"										"88,8,140"	
passerby135	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby136	"152,8,60"	"152,8,60"	"152,8,80"										"152,8,60"	
passerby137	"152,8,70"	"152,8,70"	"160,8,80"										"152,8,70"	
passerby138	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby139	"152,8,60"	"152,8,60"	"152,8,80"										"152,8,60"	
passerby140	"152,8,80"	"152,8,80"	"152,8,85"										"152,8,80"	
passerby141	"152,8,60"	"152,8,60"	"160,8,60"										"152,8,60"	
passerby142	"152,8,60"	"152,8,60"	"160,8,65"										"152,8,60"	
passerby144	"152,8,60"	"152,8,60"	"160,8,60"										"152,8,60"	
passerby145	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby146	"152,8,60"	"152,8,60"	"160,8,60"										"152,8,60"	
passerby147	"152,8,80"	"152,8,80"	"176,8,80"										"152,8,80"	
passerby148	"136,8,80"	"136,8,80"	"168,8,80"										"136,8,80"	
passerby149	"144,8,110"	"144,8,110"	"168,8,130"										"144,8,110"	
passerby150	"152,8,80"	"152,8,80"	"176,8,80"										"152,8,80"	
passerby151	"152,8,45"	"152,8,45"	"176,8,75"										"152,8,45"	
passerby152	"8,8,850"	"8,8,850"	"288,8,80"										"8,8,850"	
passerby153	"8,8,850"	"8,8,850"	"296,8,80"										"8,8,850"	
passerby154	"152,8,70"	"152,8,70"	"168,8,90"										"152,8,70"	
passerby157			"160,8,70"											
passerby159	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby163	"160,8,55"	"160,8,55"	"248,8,50"										"160,8,55"	
passerby164	"152,8,60"	"152,8,60"	"160,8,80"										"152,8,60"	
passerby165	"88,8,155"	"88,8,155"	"144,8,80"										"88,8,155"	
passerby167	"152,8,100"	"152,8,100"	"168,8,120"										"152,8,100"	
passerby168	"152,8,60"	"152,8,60"	"160,8,60"										"152,8,60"	
