MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
317	Long Thõa B¸t Nh·	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0					\spr\skill\150\sl\sl_150_longchenbannuo_c.spr	128,16,1					\spr\skill\150\sl\sl_150_longchenbannuo_d.spr	14,1,1																	
318	DiÖt Téi §é Sanh	0	0	1	10	6	1	6	10	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\sl\sl_150_gunshao_xz.spr	10,1,1					\spr\skill\sl\½ğÁúÌ½×¦.spr	6,1,1	\sound\skill\sound_k017.wav				\spr\skill\sl\bz_ºáÉ¨Ç§¾ü.spr	8,1,1	\sound\skill\sound_k017.wav						\sound\skill\sound_k014.wav	239	231	189	90
319	V¹n §Õ Quy NhÊt	1	0	1	10	1	0	1	1	12	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\1502\sl\sl_150_daoshao_zd.spr	32,16,1					\spr\skill\1502\sl\sl_150_daoshao_bz.spr	6,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													239	231	189	90
320	ºÀĞÛÕ¶×Óµ¯	1	0	1	10	1	0	1	1	8	40	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\tw\sl_150_daotian_zd.spr	16,16,1					\spr\skill\1502\tw\tw_150_daotian_bz.spr	3,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													239	231	189	90
321	Tung Hoµnh B¸t Hoang	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0					\spr\skill\150\tw\tw_150_zonghengbahuang_c.spr	128,16,1																							
322	B¸ V­¬ng T¹m Kim	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0											\spr\skill\150\tw\tw_150_bawangzanjin_d.spr	16,1,1																	
323	L­u Phong Håi TuyÕt	1	0	1	10	1	0	1	0	16	32	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0				\spr\skill\1502\em\em_150_jiane_zd.spr	16,16,1	\sound\skill\²»Ãğ²»¾ø.wav				\spr\skill\150\em\em_150_luifenghuixue_d.spr	14,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													156	211	255	90
324	Tö Vi B¨ng Hoa	0	0	1	10	3	1	3	13	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_zhange_zd.spr	10,1,1																				156	211	255	90
325	Á÷·ç»ØÑ©µÚ¶şÊ½	1	0	1	10	1	0	1	0	3	32	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0				\spr\skill\1502\em\em_150_jiane_zd.spr	16,16,1	\sound\skill\²»Ãğ²»¾ø.wav				\spr\skill\150\em\em_150_luifenghuixue_d.spr	14,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													156	211	255	90
326	B¨ng T­íc Lo¹n TuyÕt	1	0	1	15	1	0	1	0	24	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_daocui_zd.spr	16,16,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\1502\cy\cy_150_daocui_bz.spr	10,1,1	\sound\skill\±ù±¬.wav													156	211	255	90
327	L·nh NguyÖt L¹c Mai	1	0	1	10	1	0	1	0	24	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_neicui_xz.spr	16,16,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\150\cy\cy_150_bingqueluanxue_d.spr	8,1,1	\sound\skill\±ù±¬.wav													156	211	255	90
328	H×nh Tiªu Cèt LËp	0	0	0	10	3	1	3	12	13	0	0	0	1	5	18	1	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
329	U Hån PhÖ ¶nh	5	0	1	10	1	0	1	0	18	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\150\wu\wd_youhunshiying_c.spr	128,16,1	\sound\skill\ÓÄÚ¤÷¼÷Ã.wav						\sound\skill\ÆÕÍ¨±¬Õ¨.wav													140	207	156	90
330	Hµo Hïng Tr¶m §Şa LiÖt	0	0	1	10	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tw\tw_150_daotian_dl.spr	7,1,1																				239	231	189	90
331	Truy T©m Táa MÖnh	1	0	1	10	1	0	1	0	13	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\1502\tm\tm_150_daotang_zd.spr	16,16,1	\sound\skill\×·ĞÄ¼ı.wav																			148	219	255	90
332	T¶n Hoa Thiªn N÷ 	0	0	1	15	1	0	1	12	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\tm\tm_150_sanhuatiannv_c_b.spr	10,1,1	\sound\skill\°ş¼«¶ø¸´.wav																			255	255	231	90
333	Cµn Kh«n NhÊt TrŞch	1	0	1	10	1	0	1	0	16	32	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\tm\tm_150_biaotang_zd.spr	8,1,1	\sound\skill\sound_k040.wav				\spr\skill\150\tm\tm_150_qiankunyizhi_d.spr	16,1,1	\sound\skill\sound_k040.wav													239	231	189	90
334	Ê±³ËÁùÁú±¬Õ¨	0	0	1	10	1	0	1	5	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\150\gb\gb_150_shishengliulong_d.spr	11,1,1	\sound\skill\sound_k037.wav																			239	146	82	90
335	Thêi ThÆng Lôc Long	1	0	1	10	3	1	3	3	16	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\gb\gb_150_zhanggai_zd.spr	16,16,1	\sound\skill\¿ºÁúÎŞ»Ú.wav																			255	174	60	90
336	Thôc KhuyÓn PhÖ NhËt	5	0	1	10	1	0	1	0	24	28	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\gb\gb_150_gungai_zd.spr	16,16,1	\sound\skill\ÌìÏÂÎŞ¹·.wav				\spr\skill\1502\gb\gb_150_gungai_bz.spr	15,1,1														255	174	60	90
337	Giang H¶i Né Lan	1	0	1	10	1	0	1	0	6	36	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\150\tr\tr_150_jianghainvlan_c.spr	64,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\tr\ÔÆÁú»÷.spr	6,1,1	\sound\skill\sound_k037.wav													239	146	82	90
338	TËt Háa LiÖu Nguyªn	0	0	0	320	1	0	1	10	14	0	-61480	1024	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0				\spr\skill\150\tr\tr_150_jihuoliaoyuan_c.spr	13,1,1		\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1		\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\sound_k037.wav													156	211	255	90
339	Ãğ×ï¶ÉÉúµØÁÑ	0	0	1	1	8	1	8	10	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\sl\sl_150_gunshao_dl.spr	10,1,1																				239	231	189	90
340	T¹o Hãa Th¸i Thanh	0	0	1	15	5	1	5	4	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wd\wd_150_zaohuataiqing_c.spr	35,1,1	\sound\skill\°ş¼«¶ø¸´.wav																			255	255	231	90
341	KiÕm Thïy Tinh Hµ L¹c	0	0	0	2	4	1	4	8	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\Îäµ±\wd_09_ÈË½£ºÏÒ»½£.spr	11,1,1																				255	255	255	90
342	Phong Minh Ngäc To¸i	1	0	1	10	1	1	4	4	16	31	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0				\spr\skill\150\kl\kl_150_fengmingyusui_c.spr	21,1,1	\sound\skill\¿ñ·çÖèµç.wav				\spr\skill\150\kl\kl_150_fengmingyusui_d.spr	21,1,1														255	255	239	90
343	L«i §iÖn Cöu KhiÕu	0	0	1	10	4	0	4	7	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\150\kl\kl_150_leidianjiuxiao_c.spr	60,1,1					\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1														255	255	239	90
344	Thêi ThÆng Lôc Long Háa	0	0	1	10	1	0	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\gb\gb_150_zhanggai_huo.spr	6,1,2																							
345	Long Thõa B¸t Nh· Thñ	1	0	1	10	1	1	3	0	8	25	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\150\sl\sl_150_longchenbannuo_c.spr	128,16,1					\spr\skill\150\sl\sl_150_longchenbannuo_d.spr	14,1,1	\sound\skill\sound_k040.wav													239	231	189	90
346	Ãğ×ï¶ÉÉúd	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
347	ÍòÚĞ¹éÒ»d	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
348	ºÀĞÛÕ¶É¢¿ª	1	0	1	10	1	0	1	0	6	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tw\sl_150_daotian_zd1.spr	16,16,1					\spr\skill\1502\tw\tw_150_daotian_bz.spr	3,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav										\spr\skill\²¹³ä\µ¶½£±¬Õ¨.spr	4,1,1		181	203	255	0
349	×İºá°Ë»Ä×Óµ¯	1	0	1	10	1	0	1	0	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\150\tw\tw_150_zonghengbahuang_c.spr	128,16,1					\spr\skill\1502\tw\tw_150_chuitian_bz.spr	8,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav				\spr\skill\ÉÙÁÖ\bz_bo1_½ğ²¨.spr	320,32,1					\spr\skill\²¹³ä\µ¶½£±¬Õ¨.spr	4,1,1		181	203	255	0
350	°ÔÍõöÉ½ğ×Óµ¯	1	0	1	10	1	0	1	0	3	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tw\tw_150_qiangtian_zd.spr	32,16,1	\sound\skill\ÁÒ»ğÇéÌì.wav				\spr\skill\1502\tw\tw_150_qiangtian_bz.spr	4,1,1	\sound\skill\sound_k037.wav													239	146	82	90
351	Á÷·ç»ØÑ©d	0	0	1	10	3	1	3	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\em\em_150_luifenghuixue_a.spr	19,1,1					\spr\skill\¶ëáÒ\mag_bz_bin1_±¬Õ¨Ğ§¹û.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
352	×ÏÎ¢±ù»ªd	5	0	1	10	1	0	1	0	35	20	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0						\sound\skill\Æ®Ñ©´©ÔÆ.wav				\spr\skill\¶ëáÒ\mag_bz_bin1_±¬Õ¨Ğ§¹û.spr	14,1,1														115	219	255	90
353	Á÷·ç»ØÑ©±ùÖù	0	0	1	10	3	0	1	17	18	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_jiane_ice.spr	10,1,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
354	±ùÈ¸ÂÒÑ©É¢¿ª	1	0	1	10	1	0	1	0	32	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_daocui_2.spr	5,1,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\150\cy\cy_150_bingqueluanxue_d.spr	8,1,1	\sound\skill\±ù±¬.wav													156	211	255	90
355	ÀäÔÂÂäÃ·µÚ¶şÊ½	0	0	1	15	2	1	2	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\cy\cy_150_neicui_zd.spr	7,1,1	\sound\skill\¸¡ÔÆÉ¢Ñ©.wav																			156	166	247	90
356	ĞÎÏú¹ÇÁ¢1	0	0	0	10	3	1	3	12	13	0	0	0	1	5	18	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
357	ÓÄ»êÊÉÓ°µÚ¶şÊ½	0	0	0	20	2	0	2	18	19	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\150\wu\wd_youhunshiying_d.spr	19,1,1	\sound\skill\Åùö¨µ¯.wav						\sound\skill\sound_k038.wav						\sound\skill\Åùö¨µ¯.wav							239	146	82	90
358	ĞÎÏú¹ÇÁ¢2	0	0	0	10	3	1	3	12	13	0	0	0	1	5	18	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
359	×·ĞÄËøÃüµÚ¶şÊ½	0	0	1	20	3	1	3	8	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\tm\tm_150_daotang_bz.spr	19,1,1																				255	219	214	90
360	É¢»¨ÌìÅ®»¨°ê	1	0	1	10	1	0	1	11	12	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\150\tm\tm_150_sanhuatiannv_c_a.spr	16,16,1	\sound\skill\sound_k031.wav				\spr\skill\Îå¶¾½Ì\bz_du1_±¬Õ¨.spr	13,1,1	\sound\skill\µ¶½£´ÌÖĞÉù.wav													239	231	189	90
361	Ç¬À¤Ò»ÖÂd	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
362	ÀäÔÂÂäÃ·¸½Êô	1	0	1	10	1	0	1	0	24	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									156	211	255	90
363	Ê±³ËÁùÁú¸½Êô	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\Ø¤°ï\mag_gb_03_¼ûÈËÉìÊÖ.spr	64,16,1					\spr\skill\ÌìÈÌ\mag_tr_bz1_±¬Õ¨Ğ§¹û.spr	8,1,2														255	174	60	90
364	ÊñÈ®·ÍÈÕd	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
365	½­º£Å­À½d	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0																													
366	¼²»ğÁÇÔ­×Óµ¯	0	0	1	10	5	1	5	18	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tr\tr_150_moren_zd.spr	10,1,1																				239	146	82	90
367	½£´¹ĞÇºÓ±¬	0	0	1	10	1	0	1	10	10	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0				\spr\skill\150\wd\wd_150_jianchuixinghe_d.spr	21,1,1	\sound\skill\sound_k040.wav																			255	255	231	90
368	Ôì»¯Ì«Çåd	0	0	0	2	2	1	2	11	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\Îäµ±\wd_09_ÈË½£ºÏÒ»½£.spr	11,1,1					\spr\skill\Îäµ±\Bz_dian1_±¬Õ¨.spr	8,1,1	\sound\skill\sound_k040.wav													255	255	255	90
369	½£´¹ĞÇºÓÆğ	0	0	0	2	4	1	4	28	27	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\150\wd\wd_150_jianchuixinghe_a.spr	36,1,1																				255	255	255	90
370	·çÃùÓñËéÔ­µØ	0	0	1	15	2	0	2	5	20	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0						\sound\skill\°ş¼«¶ø¸´.wav																			255	255	231	90
371	À×µç¾ÅĞ¥d	0	0	1	18	2	1	2	4	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\À×»÷Êõ.spr	27,1,1					\spr\skill\À¥ÂØ\Bz_dian3_±¬Õ¨.spr	8,1,1														255	255	239	90
372	À×µç¾ÅĞ¥·û	0	0	0	10	2	1	2	10	20	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\kl\kl_150_jiankun_fu.spr	20,1,1																				255	219	99	90
373	½£´¹ĞÇºÓd2	0	0	1	15	1	0	1	10	10	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0										\spr\skill\150\wd\wd_150_jianchuixinghe_d.spr	21,1,1	\sound\skill\ĞşÒ»ÎŞÏó.wav													255	255	231	90
374	ÏİÚå150	7	0	1	10	3	1	3	0	60	16	10240	5120	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_03_Åùö¨µ¯.spr	10,1,1	\sound\skill\Åùö¨µ¯.wav				\spr\skill\ÌìÈÌ\mag_bz_huo1_±¬Õ¨Ğ§¹û.spr	6,1,2														132	125	107	90
375	¸¨Öú¶ëÃ¼150	0	0	1	15	3	1	3	19	19	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_fue_zd.spr	10,1,1	\sound\skill\¸¡ÔÆÉ¢Ñ©.wav																			255	255	231	90
376	¸¨Öú¶ëÃ¼150¶ş	0	0	0	10	5	1	5	20	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									239	231	189	90
377	È«ÆÁĞ¡ÉÁµç	1	0	1	10	2	0	2	10	30	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\kl\À×¶¯¾ÅÌì.spr	6,1,2		\spr\skill\npc\Í¶Ê¯±ù±¬Õ¨.spr			\spr\skill\npc\Í¶Ê¯±ù±¬Õ¨.spr	8,1,1														255	255	239	90
378	»ØÁ¦·ÉïÚ	100	0	1	10	2	0	1	0	30	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\ÌÆÃÅ\tm_07_Ğ¡Àî·Éµ¶.spr	16,1,1	\sound\skill\°ş¼«¶ø¸´.wav				\spr\skill\Îå¶¾½Ì\bz_du2_±¬Õ¨.spr	6,1,1	\sound\skill\ÆÕÍ¨±¬Õ¨.wav													239	146	82	90
379	»ØĞıĞı·ç×Óµ¯	4	0	1	10	3	1	4	4	120	36	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0				\spr\skill\150\kl\kl_150_fengmingyusui_c.spr	21,1,1	\sound\skill\¿ñ·çÖèµç.wav				\spr\skill\150\kl\kl_150_fengmingyusui_d.spr	21,1,1														255	255	239	90
380	¶¨µã·ÉïÚ×Óµ¯	0	0	0	20	2	1	2	12	120	0	0	0	1	1	1	16	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_07_Ğ¡Àî·Éµ¶.spr	16,1,1	\sound\skill\¶á»êïÚ.wav																			255	251	214	90
381	»ØÁ¦Ğ¡ÉÁµç	100	0	1	10	3	1	3	0	32	16	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0				\spr\skill\kl\À×¶¯¾ÅÌì.spr	6,1,2	\sound\skill\¿ñ·çÖèµç.wav				\spr\skill\À¥ÂØ\kl_01_ºô·ç·¨.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
382	Ö±Ïß±ùÀâ¹â	1	0	1	10	1	0	1	0	18	32	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\ÌÆÃÅ\tm_11_µçµØÀ×.spr	160,16,1	\sound\skill\²×º£Ã÷ÔÂ.wav																			239	231	189	90
383	Ö±Ïß±ùÀâ×Óµ¯	0	0	1	10	3	0	1	10	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_jiane_ice.spr	10,1,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
384	ÖÜÉí±ù×Óµ¯	0	0	0	20	2	1	2	6	120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\em\em_150_jiane_ice.spr	10,1,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\¶ëáÒ\mag_bz_bin2_±¬Õ¨Ğ§¹û.spr	6,1,2	\sound\skill\±ù±¬.wav													156	211	255	90
385	ĞÄĞÍÑÌ»¨	0	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\special\texiao201.spr	40,1,1																				255	255	255	100
386	2012ÑÌ»¨1	0	0	0	10	3	1	3	12	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\others\2012yanhua1.spr	31,1,2																				140	207	156	90
387	2012ÑÌ»¨2	0	0	0	10	3	1	3	12	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\others\vngxinniankuaile.spr	36,1,2																				140	207	156	90
388	2012ÑÌ»¨3	0	0	0	10	3	1	3	12	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\others\2012yanhua3.spr	31,1,2																				140	207	156	90
389	Vßng trßn hç trî ®ång ®éi 	0	0	0	2	8	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0																									255	255	255	0
390	Ğ¡·¶Î§ÉËº¦¹â»·×Óµ¯	0	0	0	2	8	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
391	Hµn B¨ng Thİch 	0	0	1	15	2	1	2	19	18	0	0	0	1	1	1	30	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_º®±ù´Ì.spr	1080,1,1																				255	255	231	90
392	L«i Kİch ThuËt 	0	0	1	15	2	1	2	19	18	0	0	0	1	1	1	30	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_À×»÷Êõ.spr	1080,1,1																				255	255	231	90
393	§Şa DiÖm Háa 	0	0	1	15	2	1	2	19	18	0	0	0	1	1	1	30	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_µØÑæ»ğ.01.spr	1080,1,1																				255	255	231	90
394	Lo¹n Hoµn Kİch	0	0	1	15	2	1	2	19	18	0	0	0	1	1	1	30	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_×ÏÉ«ÏİÚå.spr	1080,1,1																				255	255	231	90
395	Trang Søc §Şa L«i B¹o T¹c	0	0	0	20	2	1	2	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\bz_×ÏÉ«ÏİÚå.spr	27,1,1		\spr\skill\tm\bz_×ÏÉ«ÏİÚå.spr	27,1,1				\sound\skill\sound_k038.wav													239	146	82	90
396	Ç§ÖØÂ¥ÅÚµ¯(1-7¼¶)	1	0	1	20	2	1	2	0	90	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\qianchonglou\bullet.spr	80,16,1		\spr\skill\others\qianchonglou\down.spr	30,1,1				\sound\skill\sound_k037.wav													156	211	255	90
397	Ç§ÖØÂ¥ÅÚµ¯£¨´óÕĞ)	1	0	1	10	2	1	2	0	90	32	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0				\spr\skill\others\qianchonglou\bullet.spr	80,16,1		\spr\skill\others\qianchonglou\down.spr	30,1,1	\sound\skill\Åùö¨µ¯.wav																156	211	255	90
398	ÅÚµ¯±¬Õ¨	0	0	1	20	4	1	4	32	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\others\qianchonglou\blast.spr	30,1,1	\sound\skill\Åùö¨µ¯.wav																			239	146	82	90
399	»ğÇ½ÊØÎÀ×Óµ¯	0	0	0	20	2	1	2	12	72	0	0	0	1	1	20	30	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_a1.spr	31,1,2	\sound\skill\ÍÆÉ½Ìîº£.wav	\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_a2.spr	10,1,2				\sound\skill\sound_k038.wav				\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_b1.spr	31,1,2	\sound\skill\sound_k036.wav	\spr\skill\ÌìÈÌ\mag_tr_02_ÍÆÉ½Ìîº£_b2.spr	10,1,2					239	146	82	90
400	Òõ²ÜµØ×¦°¼Ïİ	0	0	0	10	3	1	3	200	18	0	0	0	1	1	2	6	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,2																				140	207	156	90
401	Òõ²ÜµØ×¦×¦×Ó	0	0	0	10	4	1	4	12	36	0	0	0	1	1	20	30	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
402	N¾m TuyÕt	1	0	1	4	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\Ñ©Çò.spr	88,8,1	\sound\skill\·ç»¨Ñ©ÔÂ.wav				\spr\skill\others\Ñ©Çò±¬Õ¨.spr	11,1,1	\sound\skill\sound_k040.wav													239	231	189	90
403	Ä¾ÈËÏï´óÕ¨µ¯×Óµ¯	0	0	0	320	1	1	2	10	36	0	-61480	1024	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0				\spr\skill\150\tr\tr_150_jihuoliaoyuan_c.spr	13,1,1		\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1		\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	6,1,1	\sound\skill\sound_k037.wav													156	211	255	90
