名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1	魔法属性索引2	魔法属性索引3	魔法属性索引4	魔法属性索引5	魔法属性索引6	所在套装	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2
雷穹之灵玉蕴雷	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	黄金装备	2	49999	10	0																						36	85	39	9									2	350	275	273			27				
雷穹之九天引雷戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备	0	49999	10	0																						36	80	39	9									129	130					27				
雾幻之北冥道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	黄金装备	0	49999	10	0	30	315	315	31	85	85																36	95	32	110	39	9							4	271	351	313	6	352	28				
雾幻之羁绊符咒	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	黄金装备	4	49999	10	0																						36	99	39	9									2	313	169	95	8	107	28				
雾幻之束心指环	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	黄金装备	3	49999	10	0																						36	80	39	9									129	130					28				
雾幻之清影玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	1	49999	10	0																						36	90	39	9									418	309	353	307	6	417	28				
雾幻之松风雪影靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备	2	49999	10	0	30	140	140	31	80	80																36	85	32	110	39	9							418	354	320	88	6	423	28				
雅典之魂	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>向在雅典盛会上为国争光的运动健儿们致以最崇高的敬意！<color>	2	49999	10	0																						36	60											129	130					29				
北京之梦	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>北京-2008-绚烂的舞台-让我们携起手来共创辉煌！<color>	3	49999	10	0																						36	60											129	130					29				
洞察之白金雕龙戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	49999	10	0	31	60	60																			36	85											53	6	301	2	11	100	30				
洞察之白玉乾坤佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	黄金装备	4	49999	10	0	31	60	60																			36	80											65	6	298	2	11	100	30				
洞察之白金锈凤戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	0	49999	10	0	31	60	60																			36	85											53	6	301	2	11	100	30				
洞察之翡翠玉项圈	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	黄金装备	2	49999	10	0	31	60	60																			36	85											65	6	298	2	11	100	30				
定业头冠	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	黄金装备	0	49999	10	0	30	310	310	31	60	60																36	90																	31				
定业战袍	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	黄金装备	4	49999	10	0	30	630	630	31	60	60																36	90																	31				
定业腰带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	黄金装备	3	49999	10	0	30	140	140	31	60	60																36	90																	31				
定业护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备	1	49999	10	0	30	115	115	31	60	60																36	90																	31				
定业战靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备	2	49999	10	0	30	140	140	31	60	60																36	90																	31				
定业扳指	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备	2	49999	10	0	31	60	60																			36	90																	31				
定国头冠	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	黄金装备	0	49999	10	0	30	350	350	31	60	60																36	99																	32				
定国战袍	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	23	2	3	黄金装备	4	49999	10	0	30	720	720	31	60	60																36	99																	32				
定国腰箍	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	黄金装备	3	49999	10	0	30	160	160	31	60	60																36	99																	32				
定国护腕	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	黄金装备	1	49999	10	0	30	135	135	31	60	60																36	99																	32				
定国战靴	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	黄金装备	2	49999	10	0	30	160	160	31	60	60																36	99																	32				
定国扳指	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	2	49999	10	0	31	60	60																			36	99																	32				
定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备	0	49999	8	0	30	630	630	31	80	80																36	85											306	2					33				
定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	黄金装备	2	49999	9	0	30	260	260	31	70	70																36	75											1	307					33				
定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	黄金装备	1	49999	8	0	30	140	140	31	70	70																36	80											308	2					33				
定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备	3	49999	8	0	30	111	111	31	60	60																36	75											1	309					33				
定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	黄金装备	4	49999	8	0	30	140	140	31	60	60																36	75											1	28					33				
安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	黄金装备	4	49999	10	0																						36	85											310						34				
安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	2	49999	8	0																						36	80											6	312					34				
安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	1	49999	8	0																						36	75											6	313					34				
安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	49999	8	0																						36	80											6	311					34				
天煌龙器之龙抬头	0	7	4	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备	2	49999	6	0	30	315	315	31	75	75																36	60											2	316					35				
天煌龙器之白龙息	0	2	18	\spr\item\equip\armor\obj-ma-cloth13-3.spr	22	2	3	黄金装备	0	49999	6	0	30	630	630	31	80	80																36	60											2	316					35				
天煌龙器之镇冥之链	0	4	1	\spr\item\equip\nick\obj-neck13.spr	36	2	1	黄金装备	1	49999	6	0																						36	60											6	316					35				
天煌龙器之九现之指	0	3	0	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备	2	49999	6	0																						36	60											6	316					35				
天煌龙器之玉逍遥	0	6	1	\Spr\item\equip\sash\obj-sash20.spr	33	2	1	黄金装备	4	49999	6	0	30	140	140	31	70	70																36	60											2	316					35				
天煌龙器之黄金鳞	0	8	1	\Spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备	3	49999	6	0	30	111	111	31	70	70																36	60											2	316					35				
天煌龙器之磐龙瑰	0	9	1	\Spr\item\equip\waist\obj-waist16.spr	36	1	2	黄金装备	0	49999	6	0																						36	60											6	316					35				
天煌龙器之龙哭千里	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	黄金装备	4	49999	6	0	30	140	140	31	75	75																36	60											2	316					35				
天煌龙器之怒龙之瞳	0	3	0	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	1	49999	6	0																						36	60											6	316					35				
金枫之青阳盔	0	7	4	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	黄金装备	2	49999	5	0	30	315	315	31	75	75																36	40											2	358	6				36				
金枫之麒麟血	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	22	2	3	黄金装备	0	49999	5	0	30	630	630	31	80	80																36	40											2	37	6				36				
金枫之濯之链光	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	黄金装备	1	49999	5	0																						36	30											366	355	368				36				
金枫之公谨三叹	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	2	49999	5	0																						36	40											367	318	368				36				
金枫之夺魂玉带	0	6	1	\spr\item\equip\sash\obj-sash09.spr	33	2	1	黄金装备	4	49999	5	0	30	140	140	31	70	70																36	50											314	365	363				36				
金枫之后羿引弓	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备	3	49999	5	0	30	111	111	31	70	70																36	50											314	359	363				36				
金枫之兰亭玉	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	黄金装备	0	49999	5	0																						36	40											367	361	368				36				
金枫之千里草上飞	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备	4	49999	5	0	30	140	140	31	75	75																36	30											2	360	364				36				
金枫之铜雀春深	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	1	49999	5	0																						36	60											367	356	368				36				
侠骨之铁血衫	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备	2	49999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	0			2	306					37				
侠骨之多情环	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	黄金装备	2	49999	5	0																						36	35	38	0									6	26	2				37				
侠骨之丹心戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	0	49999	5	0																						36	45	38	0									55						37				
侠骨之情意结	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	黄金装备	4	49999	5	0																						36	50	38	0									3	84	366				37				
柔情之巾帼霓裳	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	黄金装备	0	49999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	1			2	91	130				38				
柔情之淑女项链	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	黄金装备	0	49999	5	0																						36	35	38	1									6	34					38				
柔情之凤仪戒指	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备	4	49999	5	0																						36	45	38	1									63						38				
柔情之慧心玉佩	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	黄金装备	3	49999	5	0																						36	50	38	1									1	95					38				
金光之摘星环	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	黄金装备	3	49999	10	0	30	250	250	31	30	30																36	90	32	165	33	65							398	378	399	400	401	402	39				
金光之唐猊甲	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	黄金装备	2	49999	10	0	30	630	630	31	93	93																36	90	32	260									403	388	404	405	406		39				
金光之绿翡翠护身符	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	黄金装备	2	49999	10	0																						36	90											373	374	375	376			39				
金光之北京之梦	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备	3	49999	10	0																						36	90											129	130					39				
金光之白金腰带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	黄金装备	2	49999	10	0	30	140	140	31	15	15																36	90	32	164									407	388	399	405	408	413	39				
金光之天蚕护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备	3	49999	10	0	30	111	111	31	20	20																36	90	32	100									409	378	399	400	410		39				
金光之五色玉佩	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	黄金装备	3	49999	5	0																						36	90											384	385	386				39				
金光之天蚕靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备	2	49999	10	0	30	140	140	31	20	20																36	90	32	164									411	388	404	405	412		39				
金光之雅典之魂	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	2	49999	10	0																						36	90											129	130					39				
金光之奔雷钻龙枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	黄金装备	2	49999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	90	32	165	33	165	39	1					392	393	394	395	396	397	39				
鸿影之沈园晚醉	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	宋代大贾沈氏的传家之宝，以沈家世代居住的庄园为名，其光灼然不可逼视。	1	49999	10	0																						36	0											415	414					40				
鸿影之剑挂西方	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	宋高宗十三道金牌令箭招杀岳飞于风波亭。一位逃出来的副将带着这枚戒指亡命江湖。	2	49999	10	0																						36	0											314	414	6				40				
鸿影之苜蓿相忘	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	朋友们相携在春天去登高处，采摘苜蓿纷赠对方。如今山河残破，旧日的香气也已经忘却。	4	49999	10	0																						36	0											314	414	6				40				
鸿影之红袖招	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	诗人有云：“当年少年衫薄，骑马倚斜桥，满楼红袖招。”这是匠人为消逝的青春年代所造的怀念之物吧	3	49999	10	0																						36	0											314	414	6				40				
慧声	0	3	0	\spr\item\equip\ring\obj-ring04.spr	37	1	1	慧声妙解明禅心，去来无意随流云。	2	49999	6	0																						38	1											429	130	430				41				
缘君	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	取次花丛懒回顾，半缘修道半缘君。	2	49999	9	0																						38	0											429	130	430				41				
[完美的]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	黄金装备	4	49999	10	0																						36	85											310	433					34				
[完美的]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	2	49999	8	0																						36	80											6	312	431				34				
[完美的]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	1	49999	8	0																						36	75											6	313	432				34				
[完美的]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	49999	8	0																						36	80											6	311	431				34				
荣耀之衣	0	2	9	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	<color=Yellow>2010世界杯黄金套装。<enter>荣耀之衣，凝聚勇者之心。<color>	0	49999	10	0	30	720	720	31	100	100																36	60											434	405	435				42				
精准之靴	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	<color=Yellow>2010世界杯黄金套装。<enter>精准之靴，驰骋绿茵之地。<color>	0	49999	10	0	30	160	160	31	100	100																36	60											436	400	412				42				
[仿制的]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	黄金装备	4	49999	10	0																						36	85											550						34				
[仿制的]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	2	49999	8	0																						36	80											551	552					34				
[仿制的]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	1	49999	8	0																						36	75											551	553					34				
[仿制的]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	49999	8	0																						36	80											551	554					34				
[限时]梦龙之正黄僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	黄金装备	1	1000	10	0	30	360	360	31	85	85																36	90	32	160	39	0							2	171	323	173	6	155					
[限时]梦龙之金丝正红袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	黄金装备	2	1000	10	0	30	720	720	31	90	90																36	99	32	260	39	0							409	490	491	492	493	494					
[限时]梦龙之玄丝法带	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	黄金装备	0	1000	10	0	30	160	160	31	80	80																36	95	32	135	39	0							418	309	172	311	416	417					
[限时]梦龙之佛法玄佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	4	1000	10	0																						36	80	39	0									129	130									
[限时]梦龙之达摩僧鞋	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	黄金装备	3	1000	10	0	30	160	160	31	80	80																36	85	32	135	39	0							2	104	6	311							
[限时]伏魔之紫金棍	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	黄金装备	0	1000	10	0	28	69	69	29	128	128	167	-10	-10	31	99	99										36	99	32	180	39	0							445	446	447	448	449	450					
[限时]伏魔之玄黄袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-2.spr	22	2	3	黄金装备	4	1000	10	0	30	720	720	31	90	90																36	90	32	260	39	0							2	306	175	307							
[限时]伏魔之乌金软绦	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	黄金装备	3	1000	10	0	30	160	160	31	80	80																36	85	32	135	39	0							418	309	177	311	416	417					
[限时]伏魔之佛心软扣	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	黄金装备	1	1000	10	0																						36	80	39	0									129	130									
[限时]伏魔之普渡僧鞋	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备	2	1000	10	0	30	160	160	31	80	80																36	95	32	135	39	0							2	104	323	311	6	325					
[限时]四空之降魔戒刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备	0	1000	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	0							451	446	452	448	449	450					
[限时]四空之紫金袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-1.spr	22	2	3	黄金装备	4	1000	10	0	30	720	720	31	90	90																36	90	32	260	39	0							2	306	178	317							
[限时]四空之护法腰带	0	6	0	\spr\item\equip\sash\obj-sash08.spr	33	2	1	黄金装备	3	1000	10	0	30	160	160	31	80	80																36	85	32	135	39	0							2	309	177	311	416	425					
[限时]四空之软皮护腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备	1	1000	10	0	30	135	135	31	80	80																36	95	32	110	39	0							2	326	323	311	6	179					
[限时]四空之戒律法戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	2	1000	10	0																						36	80	39	0									129	130									
[限时]撼天之金环大眼神锤	0	0	4	\spr\item\equip\closeweapon\obj-adha04.spr	13	2	2	黄金装备	2	1000	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	99	32	235	39	1							453	454	455	456	457	458					
[限时]撼天之武神镶金甲	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	25	2	3	黄金装备	0	1000	10	0	30	720	720	31	90	90																36	90	32	260	39	1							2	306	180	311							
[限时]撼天之威武束腰环	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	黄金装备	4	1000	10	0	30	160	160	31	80	80																36	95	32	135	39	1							2	309	191	311	416	156					
[限时]撼天之虎头紧束腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备	3	1000	10	0	30	135	135	31	80	80																36	80	32	110	39	1							129	130									
[限时]撼天之乘龙战靴	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	黄金装备	1	1000	10	0	30	160	160	31	80	80																36	85	32	135	39	1							2	104	192	311	319	190					
[限时]继业之奔雷钻龙枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	黄金装备	2	1000	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	1					459	460	455	456	457	458					
[限时]继业之玄武黄金铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	25	2	3	黄金装备	0	1000	10	0	30	720	720	31	90	90																36	95	32	260	39	1							2	40	185	79							
[限时]继业之白虎无双扣	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	黄金装备	4	1000	10	0	30	160	160	31	80	80																36	90	32	135	39	1							2	309	188	311	416	156					
[限时]继业之火云麒麟手	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	黄金装备	3	1000	10	0	30	135	135	31	80	80																36	80	32	110	39	1							129	130									
[限时]继业之朱雀凌云靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备	1	1000	10	0	30	160	160	31	80	80																36	85	32	135	39	1							2	104	189	311	319	186					
[限时]御龙之亮银宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备	2	1000	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	1							459	447	455	456	457	458					
[限时]御龙之战神挂坠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备	0	1000	10	0																						36	90	39	1									2	317	79	107							
