名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
发霉的幸运种子	6	1	142	\spr\item\questkey\seed_lucky.spr	380	1	1	由于存放过久这颗种子已经发霉了，已经不能培育出任何东西。		50	1	0	\script\item\seed_lucky1.lua	0	1	1	0	0
发霉的玫瑰种子	6	1	143	\spr\item\questkey\seed_rose.spr	380	1	1	由于存放过久这颗种子已经发霉了，已经不能培育出任何东西。		50	1	0	\script\item\seed_rose1.lua	0	1	1	0	0
发霉的水晶种子	6	1	144	\spr\item\questkey\seed_crystal.spr	380	1	1	由于存放过久这颗种子已经发霉了，已经不能培育出任何东西。		50	1	0	\script\item\seed_crystal1.lua	0	1	1	0	0
发霉的黄金种子	6	1	145	\spr\item\questkey\seed_gold.spr	380	1	1	由于存放过久这颗种子已经发霉了，已经不能培育出任何东西。		50	1	0	\script\item\seed_gold1.lua	0	1	1	0	0
圣诞礼品盒	6	1	146	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击，会收到圣诞老人送来的礼物。		2000	1	0	\script\item\chrismasbox.lua	0	1	1	0	0
玄晶矿石	6	1	147	\spr\item\script\item_xuanjingkuangshi.spr	425	1	1	晶莹剔透的矿石，提取蓝色属性，打造、镶嵌紫色装备，融合黄金装备的必需材料之一。		2000	1	0	\script\item\xuanjing_kuangshi.lua	0	1	1	1	0
玫瑰礼品盒	6	1	148	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击，会得到精美的情侣江湖套装一件。		2000	1	0	\script\item\rosebox.lua	0	1	1	0	0
玄铁原矿	6	1	149	\spr\item\script\item_xuantiekuang.spr	425	1	1	<color=yellow>属性矿石<color>的一种，可以提取装备上<color=yellow>明一位置<color>的属性(右键单击显示详细说明)		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
孔雀原石	6	1	150	\spr\item\script\item_kongqueshi.spr	425	1	1	<color=yellow>属性矿石<color>的一种，可以提取与之相同五行属性装备上<color=yellow>暗一位置<color>的属性(右键单击显示详细说明)		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
秘银原矿	6	1	151	\spr\item\script\item_miyinkuang.spr	425	1	1	<color=yellow>属性矿石<color>的一种，可以提取装备上<color=yellow>明二位置<color>的属性(右键单击显示详细说明)		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
芙蓉原石	6	1	152	\spr\item\script\item_furongshi.spr	425	1	1	<color=yellow>属性矿石<color>的一种，可以提取与之相同五行属性装备上<color=yellow>暗二位置<color>的属性(右键单击显示详细说明)		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
朱砂原矿	6	1	153	\spr\item\script\item_zhushakuang.spr	425	1	1	<color=yellow>属性矿石<color>的一种，可以提取装备上<color=yellow>明三位置<color>的属性(右键单击显示详细说明)		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
钟乳原石	6	1	154	\spr\item\script\item_zhongrushi.spr	425	1	1	<color=yellow>属性矿石<color>的一种，可以提取与之相同五行属性装备上<color=yellow>暗三位置<color>的属性(右键单击显示详细说明)		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
宋金战诏书	6	1	155	\spr\item\songjin\rescript.spr	383	1	1	宋金战诏书，使用后可选择传送到宋金战报名点。		100	1	0	\script\item\battles\rescript.lua	0	1	1	0	0
战鼓	6	1	156	\spr\item\songjin\wardrum.spr	384	1	1	宋金战场专用，3分钟内，附近己方玩家生命上限提高30%，全抗增加30%。		100	1	0	\script\item\battles\wardrum.lua	0	1	1	0	1
令牌	6	1	157	\spr\item\songjin\token.spr	385	1	1	宋金战场专用，3分钟内，附近己方玩家跑速增加30%，攻速增加50%。		100	1	0	\script\item\battles\token.lua	0	1	1	0	1
士兵之号角	6	1	158	\spr\item\songjin\clarion.spr	386	1	1	宋金战场专用，召唤出己方NPC士兵2个，协助作战。		100	1	0	\script\item\battles\clarion.lua	0	1	1	0	1
旗标	6	1	159	\spr\item\songjin\warflag.spr	387	1	1	宋金战场专用，夺到帅旗时，使用后指明插旗的目的地；达到目的地时，使用即完成插旗。（可以叠加和拆分）		100	1	0	\script\item\battles\useflagitem.lua	0	1	1	0	1
金之战魂	6	1	160	\spr\item\questkey\003.spr	388	1	1	旷世奇珍，金之战魂。（拾取立刻使用）		1	1	0	\script\item\battles\pneuma_jin.lua	0	1	1	0	0
木之战魂	6	1	161	\spr\item\questkey\003.spr	389	1	1	旷世奇珍，木之战魂。（拾取立刻使用）		1	1	0	\script\item\battles\pneuma_mu.lua	0	1	1	0	0
水之战魂	6	1	162	\spr\item\questkey\003.spr	390	1	1	旷世奇珍，水之战魂。（拾取立刻使用）		1	1	0	\script\item\battles\pneuma_shui.lua	0	1	1	0	0
火之战魂	6	1	163	\spr\item\questkey\003.spr	391	1	1	旷世奇珍，火之战魂。（拾取立刻使用）		1	1	0	\script\item\battles\pneuma_huo.lua	0	1	1	0	0
土之战魂	6	1	164	\spr\item\questkey\003.spr	392	1	1	旷世奇珍，土之战魂。（拾取立刻使用）		1	1	0	\script\item\battles\pneuma_tu.lua	0	1	1	0	0
金之护甲	6	1	165	\spr\item\questkey\003.spr	393	1	1	旷世奇珍，金之护甲。（拾取立刻使用）		1	1	0	\script\item\battles\armor_jin.lua	0	1	1	0	0
木之护甲	6	1	166	\spr\item\questkey\003.spr	394	1	1	旷世奇珍，木之护甲。（拾取立刻使用）		1	1	0	\script\item\battles\armor_mu.lua	0	1	1	0	0
水之护甲	6	1	167	\spr\item\questkey\003.spr	395	1	1	旷世奇珍，水之护甲。（拾取立刻使用）		1	1	0	\script\item\battles\armor_shui.lua	0	1	1	0	0
火之护甲	6	1	168	\spr\item\questkey\003.spr	396	1	1	旷世奇珍，火之护甲。（拾取立刻使用）		1	1	0	\script\item\battles\armor_huo.lua	0	1	1	0	0
土之护甲	6	1	169	\spr\item\questkey\003.spr	397	1	1	旷世奇珍，土之护甲。（拾取立刻使用）		1	1	0	\script\item\battles\armor_tu.lua	0	1	1	0	0
金之利刃	6	1	170	\spr\item\questkey\003.spr	398	1	1	旷世奇珍，金之利刃。（拾取立刻使用）		1	1	0	\script\item\battles\weapon_jin.lua	0	1	1	0	0
木之利刃	6	1	171	\spr\item\questkey\003.spr	399	1	1	旷世奇珍，木之利刃。（拾取立刻使用）		1	1	0	\script\item\battles\weapon_mu.lua	0	1	1	0	0
水之利刃	6	1	172	\spr\item\questkey\003.spr	400	1	1	旷世奇珍，水之利刃。（拾取立刻使用）		1	1	0	\script\item\battles\weapon_shui.lua	0	1	1	0	0
火之利刃	6	1	173	\spr\item\questkey\003.spr	401	1	1	旷世奇珍，火之利刃。（拾取立刻使用）		1	1	0	\script\item\battles\weapon_huo.lua	0	1	1	0	0
土之利刃	6	1	174	\spr\item\questkey\003.spr	402	1	1	旷世奇珍，土之利刃。（拾取立刻使用）		1	1	0	\script\item\battles\weapon_tu.lua	0	1	1	0	0
行军丹	6	1	175	\spr\item\questkey\003.spr	403	1	1	军旅常备疗伤药，行军丹。（拾取立刻使用）		1	1	0	\script\item\battles\sj_xingjundan.lua	0	1	1	0	0
小还丹	6	1	176	\spr\item\questkey\003.spr	404	1	1	少林寺秘药，小还丹。（拾取立刻使用）		1	1	0	\script\item\battles\sj_xiaohuandan.lua	0	1	1	0	0
五花露	6	1	177	\spr\item\questkey\003.spr	405	1	1	道家秘方炼制的五花露。（拾取立刻使用）		1	1	0	\script\item\battles\sj_wuhualu.lua	0	1	1	0	0
宋金专用外普丸	6	1	178	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加外功系普攻伤害增加50%。		100	1	0	\script\item\battles\sj_waipuwan.lua	0	1	1	0	1
宋金专用外毒丸	6	1	179	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加外功系毒伤害50点。		100	1	0	\script\item\battles\sj_waiduwan.lua	0	1	1	0	1
宋金专用外冰丸	6	1	180	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加外功系冰伤害100点。		100	1	0	\script\item\battles\sj_waibingwan.lua	0	1	1	0	1
宋金专用内普丸	6	1	181	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加内功系普攻伤害100点。		100	1	0	\script\item\battles\sj_neipuwan.lua	0	1	1	0	1
宋金专用内毒丸	6	1	182	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加内功系毒伤害50点。		100	1	0	\script\item\battles\sj_neiduwan.lua	0	1	1	0	1
宋金专用内冰丸	6	1	183	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加内功系冰伤害100点。		100	1	0	\script\item\battles\sj_neibingwan.lua	0	1	1	0	1
宋金专用内火丸	6	1	184	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加内功系火伤害100点。		100	1	0	\script\item\battles\sj_neihuowan.lua	0	1	1	0	1
宋金专用内电丸	6	1	185	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，增加内功系电伤害100点。		100	1	0	\script\item\battles\sj_neidianwan.lua	0	1	1	0	1
宋金专用长命丸	6	1	186	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，生命上限增加500点。		100	1	0	\script\item\battles\sj_changmingwan.lua	0	1	1	0	1
宋金专用加跑丸	6	1	187	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，移动速度加快20%。		100	1	0	\script\item\battles\sj_jiapaowan.lua	0	1	1	0	1
宋金专用高闪丸	6	1	188	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，闪避率提高500点。		100	1	0	\script\item\battles\sj_gaoshanwan.lua	0	1	1	0	1
宋金专用高中丸	6	1	189	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，命中率提高500点。		100	1	0	\script\item\battles\sj_gaozhongwan.lua	0	1	1	0	1
宋金专用飞速丸	6	1	190	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，攻击速度增加50%。		100	1	0	\script\item\battles\sj_feisuwan.lua	0	1	1	0	1
宋金专用普防丸	6	1	191	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，普防御提高50%。		100	1	0	\script\item\battles\sj_pufangwan.lua	0	1	1	0	1
宋金专用冰防丸	6	1	192	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，冰防御提高50%。		100	1	0	\script\item\battles\sj_bingfangwan.lua	0	1	1	0	1
宋金专用雷防丸	6	1	193	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，雷防御提高50%。		100	1	0	\script\item\battles\sj_leifangwan.lua	0	1	1	0	1
宋金专用火防丸	6	1	194	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，火防御提高50%。		100	1	0	\script\item\battles\sj_huofangwan.lua	0	1	1	0	1
宋金专用毒防丸	6	1	195	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用，3分钟内，毒防御提高50%。		100	1	0	\script\item\battles\sj_dufangwan.lua	0	1	1	0	1
神秘卷轴	6	1	196	\spr\item\questkey\taskobj076.spr	368	2	1	神秘物品的一种，蕴藏着某种神秘的能力。		1	1	0	\script\item\juanzhou.lua	0	1	1	0	0
赏善令	6	1	197	\spr\item\questkey\taskobj132.spr	41	1	1	武林中人人争夺的赏善令，拥有着某种特殊的作用		1	1	0	\script\item\shangshan_ling.lua	0	1	1	0	1
罚恶令	6	1	198	\spr\item\questkey\taskobj126.spr	41	1	1	武林中人人畏惧的罚恶令，拥有着某种特殊的作用		1	1	0	\script\item\fae_ling.lua	0	1	1	0	1
玫瑰礼品盒	6	1	199	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击，会得到精美的情侣江湖套装一件。		2000	1	0	\script\item\rosebox.lua	0	1	1	0	0
玄铁矿	6	1	200	\spr\item\script\item_xuantiekuang.spr	425	1	1	带属性的<color=yellow>属性矿石<color>，可以将所带属性镶嵌到适合的紫色装备的<color=yellow>明一位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
孔雀石	6	1	201	\spr\item\script\item_kongqueshi.spr	425	1	1	带属性的<color=yellow>属性矿石<color>，可以将所带属性镶嵌到适合的紫色装备的<color=yellow>暗一位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
秘银矿	6	1	202	\spr\item\script\item_miyinkuang.spr	425	1	1	带属性的<color=yellow>属性矿石<color>，可以将所带属性镶嵌到适合的紫色装备的<color=yellow>明二位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
芙蓉石	6	1	203	\spr\item\script\item_furongshi.spr	425	1	1	带属性的<color=yellow>属性矿石<color>，可以将所带属性镶嵌到适合的紫色装备的<color=yellow>暗二位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
朱砂矿	6	1	204	\spr\item\script\item_zhushakuang.spr	425	1	1	带属性的<color=yellow>属性矿石<color>，可以将所带属性镶嵌到适合的紫色装备的<color=yellow>明三位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
钟乳石	6	1	205	\spr\item\script\item_zhongrushi.spr	425	1	1	带属性的<color=yellow>属性矿石<color>，可以将所带属性镶嵌到适合的紫色装备的<color=yellow>暗三位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
神秘图志	6	1	206	\spr\item\questkey\taskobj076.spr	424	1	1	地理图志、山河社稷图碎片		1000	1	0	\script\item\tasklink_goods.lua	0	1	0	0	0
疾风之靴	6	1	207	\spr\item\questkey\003.spr	406	1	1	旷世奇珍，疾风之靴。（拾取立刻使用）		1	1	0	\script\item\battles\sj_boot.lua	0	1	1	0	0
三清之气	6	1	208	\spr\item\questkey\003.spr	407	1	1	旷世奇珍，三清之气。（拾取立刻使用）		1	1	0	\script\item\battles\sj_sanqingzhiqi.lua	0	1	1	0	0
白驹护腕	6	1	209	\spr\item\questkey\003.spr	408	1	1	旷世奇珍，白驹护腕。（拾取立刻使用）		1	1	0	\script\item\battles\sj_cuff.lua	0	1	1	0	0
后羿之眼	6	1	210	\spr\item\questkey\003.spr	409	1	1	旷世奇珍，后羿之眼。（拾取立刻使用）		1	1	0	\script\item\battles\sj_eye.lua	0	1	1	0	0
神秘物品	6	1	211	\spr\item\questkey\003.spr	410	1	1	旷世奇珍，神秘物品，效用神秘莫测。（拾取立刻使用）		1	1	0	\script\item\battles\sj_question.lua	0	1	1	0	0
信鸽	6	1	212	\spr\item\songjin\dove.spr	411	1	1	宋金战场专用，可以通知所有战友自己当前的坐标。		100	1	0	\script\item\battles\dove.lua	0	1	1	0	1
神秘路志	6	1	213	\spr\item\questkey\taskobj076.spr	424	1	1	地理图志、山河社稷图碎片		1000	1	0	\script\item\tasklink_goods_secret.lua	0	1	0	0	0
抗弹之角	6	1	214	\spr\item\songjin\clarion.spr	386	1	1	宋金战场专用，3分钟内，减少附近敌方玩家伤害反弹20%。		100	1	0	\script\item\battles\reboundclarion.lua	0	1	1	0	1
乾坤造化丹（大）	6	1	215	\spr\item\medecine\obj-potion13.spr	311	1	1	宋金战场专用药丸。<enter>每半秒生命回复：2000点<enter>每半秒内力回复：2000点		100	1	0	\script\item\battles\sj_zaohuadan_b.lua	0	1	1	0	1
乾坤造化丹（中）	6	1	216	\spr\item\medecine\obj-potion13.spr	311	1	1	宋金战场专用药丸。<enter>每半秒生命回复：1000点<enter>每半秒内力回复：1000点		100	1	0	\script\item\battles\sj_zaohuadan_m.lua	0	1	1	0	1
乾坤造化丹（小）	6	1	217	\spr\item\medecine\obj-potion13.spr	311	1	1	宋金战场专用药丸。<enter>每半秒生命回复：500点<enter>每半秒内力回复：500点		100	1	0	\script\item\battles\sj_zaohuadan_s.lua	0	1	1	0	1
攻速丸	6	1	218	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升攻击速度		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
跑速丸	6	1	219	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升行动速度		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
普防丸	6	1	220	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升普防		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
毒防丸	6	1	221	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升毒防		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
冰防丸	6	1	222	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升冰防		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
火防丸	6	1	223	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升火防		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
雷防丸	6	1	224	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升雷防		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
减伤丸	6	1	225	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以缩短受伤动作时间		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
减晕丸	6	1	226	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以减小眩晕概率		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
减毒丸	6	1	227	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以缩短中毒时间		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
减冰丸	6	1	228	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以缩短迟缓时间		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
普攻丸	6	1	229	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升内外功普攻攻击的伤害		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
毒攻丸	6	1	230	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升内外功毒攻攻击的伤害		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
冰攻丸	6	1	231	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升内外功冰攻攻击的伤害		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
火攻丸	6	1	232	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升内外功火攻攻击的伤害		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
雷攻丸	6	1	233	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升内外功雷攻攻击的伤害		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
长命丸	6	1	234	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升生命上限		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
长内丸	6	1	235	\spr\item\medecine\obj-potion15.spr	19	1	1	服用之后可以提升内力上限		100	1	0	\script\item\medicament\dabu-wan.lua	0	1	1	0	1
情人卡	6	1	236	\spr\item\questkey\card_mgk.spr	38	1	1	给你的情人送上甜蜜的祝福，右键点击使用。		50	1	0	\script\item\card\card_qrk.lua	0	1	1	0	0
执子之手卡	6	1	237	\spr\item\questkey\003.spr	426	1	1	旷世奇珍，水之护甲。（拾取立刻使用）		1	1	0	\script\item\card\card_zhzzhsh.lua	0	1	1	0	0
与子偕老卡	6	1	238	\spr\item\questkey\003.spr	427	1	1	旷世奇珍，火之护甲。（拾取立刻使用）		1	1	0	\script\item\card\card_yzxl.lua	0	1	1	0	0
黄金图谱-梦龙之正黄僧帽	6	1	239	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-梦龙之金丝正红袈裟	6	1	240	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-梦龙之玄丝法带	6	1	241	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-梦龙之佛法玄佩	6	1	242	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-梦龙之紫金般若戒	6	1	243	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-伏魔之紫金棍	6	1	244	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-伏魔之无量金刚腕	6	1	245	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-伏魔之乌金软绦	6	1	246	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-伏魔之佛心软扣	6	1	247	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-伏魔之普渡僧鞋	6	1	248	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
黄金图谱-四空之降魔戒刀	6	1	249	\spr\item\script\item_huangjintupu.spr	38	1	1	黄金图谱		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
