µÀ¾ßÃû³Æ	µÀ¾ßÆ·ÖÊ	µÀ¾ßID	µÀ¾ßÖÖÀà	¾ßÌåÀà±ð	ÏêÏ¸Àà±ð	°×½ðµÈ¼¶	µÈ¼¶	Ä§·¨ÊôÐÔID1	²ÎÊý1	Ä§·¨1ÆðÊ¼Öµ1	Ä§·¨1½áÊøÖµ1	Ä§·¨1¼ÛÖµ1	Ä§·¨1ÆðÊ¼Öµ2	Ä§·¨1½áÊøÖµ2	Ä§·¨1¼ÛÖµ2	 Ä§·¨1ÆðÊ¼Öµ3 	 Ä§·¨1½áÊøÖµ3 	Ä§·¨1¼ÛÖµ3	 Ä§·¨1ÆðÊ¼Öµ4 	 Ä§·¨1½áÊøÖµ4 	Ä§·¨1¼ÛÖµ4	 Ä§·¨1ÆðÊ¼Öµ5	 Ä§·¨1½áÊøÖµ5	Ä§·¨1¼ÛÖµ5	Ä§·¨ÊôÐÔID2	²ÎÊý2	Ä§·¨2ÆðÊ¼Öµ1	Ä§·¨2½áÊøÖµ1	Ä§·¨2¼ÛÖµ1	Ä§·¨2ÆðÊ¼Öµ2	Ä§·¨2½áÊøÖµ2	Ä§·¨2¼ÛÖµ2	 Ä§·¨2ÆðÊ¼Öµ3 	 Ä§·¨2½áÊøÖµ3 	Ä§·¨2¼ÛÖµ3	Ä§·¨2ÆðÊ¼Öµ4	Ä§·¨2½áÊøÖµ4	Ä§·¨2¼ÛÖµ4	 Ä§·¨2ÆðÊ¼Öµ5	 Ä§·¨2½áÊøÖµ5	Ä§·¨2¼ÛÖµ5	Ä§·¨ÊôÐÔID3	²ÎÊý3	Ä§·¨3ÆðÊ¼Öµ1	Ä§·¨3½áÊøÖµ1	Ä§·¨3¼ÛÖµ1	Ä§·¨3ÆðÊ¼Öµ2	Ä§·¨3½áÊøÖµ2	Ä§·¨3¼ÛÖµ2	Ä§·¨3ÆðÊ¼Öµ3	Ä§·¨3½áÊøÖµ3	Ä§·¨3¼ÛÖµ3	Ä§·¨3ÆðÊ¼Öµ4	Ä§·¨3½áÊøÖµ4	Ä§·¨3¼ÛÖµ4	 Ä§·¨3ÆðÊ¼Öµ5	 Ä§·¨3½áÊøÖµ5	Ä§·¨3¼ÛÖµ5	Ä§·¨ÊôÐÔID4	²ÎÊý4	Ä§·¨4ÆðÊ¼Öµ1	Ä§·¨4½áÊøÖµ1	Ä§·¨4¼ÛÖµ1	Ä§·¨4ÆðÊ¼Öµ2	Ä§·¨4½áÊøÖµ2	Ä§·¨4¼ÛÖµ2	Ä§·¨4ÆðÊ¼Öµ3	Ä§·¨4½áÊøÖµ3	Ä§·¨4¼ÛÖµ3	Ä§·¨4ÆðÊ¼Öµ4	Ä§·¨4½áÊøÖµ4	Ä§·¨4¼ÛÖµ4	 Ä§·¨4ÆðÊ¼Öµ5	 Ä§·¨4½áÊøÖµ5	Ä§·¨4¼ÛÖµ5	±£µ×	11
Tª Hoµng B¨ng Tung CÈm uyÓn	1	49	-1	-1	-1	-1	10	139	336	1	1	0	2	2	131	3	3	329	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	66	30	30	197	-1	-1	-1	-1	-1	-1	139	95	1	1	0	2	2	131	3	3	263	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	750
Tª Hoµng Thóy Ngäc ChØ Hoµn	1	50	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
BÝch H¶i Uyªn ¦¬ng Liªn Hoµn ®ao	1	51	-1	-1	-1	-1	10	116	-1	20	24	0	25	29	269	30	34	539	35	39	808	40	40	1347	139	97	1	1	0	2	2	539	3	3	1078	-1	-1	-1	-1	-1	-1	139	114	1	1	0	2	2	269	3	3	808	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	500
BÝch H¶i Hoµn Ch©u Tuyªn Thanh C©n	1	52	-1	-1	-1	-1	10	103	-1	0	29	-25	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
BÝch H¶i Hång Linh Kim Ti ®¸i	1	53	-1	-1	-1	-1	10	139	337	1	1	0	2	2	57	3	3	144	-1	-1	-1	-1	-1	-1	139	102	1	1	0	2	2	29	3	3	86	-1	-1	-1	-1	-1	-1	103	-1	30	30	0	31	32	29	33	34	57	35	35	115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3750
BÝch H¶i Hång L¨ng Ba	1	54	-1	-1	-1	-1	10	113	-1	35	39	0	40	44	46	45	49	91	50	50	182	-1	-1	-1	139	109	1	1	0	2	2	46	3	3	137	-1	-1	-1	-1	-1	-1	120	-1	8	9	0	10	11	46	12	12	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	6000
BÝch H¶i Khiªn TÕ ChØ hoµn	1	55	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
U Lung Kim Xµ Ph¸t ®¸i	1	56	-1	-1	-1	-1	10	116	-1	10	12	0	13	15	131	16	17	261	18	19	392	20	20	653	139	75	1	1	0	2	2	261	3	3	522	-1	-1	-1	-1	-1	-1	139	69	1	1	0	2	2	131	3	3	392	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	750
U Lung XÝch YÕt MËt trang	1	57	-1	-1	-1	-1	10	139	353	1	1	0	2	2	94	3	3	236	-1	-1	-1	-1	-1	-1	139	62	1	1	0	2	2	94	3	3	189	-1	-1	-1	-1	-1	-1	113	-1	40	49	0	50	59	47	60	60	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7500
U Lung Thanh Ng« TriÒn yªu	1	58	-1	-1	-1	-1	10	139	63	1	1	0	2	2	70	3	3	175	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	28	35	29	29	70	30	30	140	-1	-1	-1	110	-1	30	36	0	37	42	35	43	49	70	50	50	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7500
U Lung Ng©n ThÒm Hé UyÓn	1	59	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
U Lung MÆc Thï NhuyÔn Lý 	1	60	-1	-1	-1	-1	10	111	-1	35	39	0	40	44	5	45	49	10	50	50	20	-1	-1	-1	139	73	1	1	0	2	2	5	3	3	15	-1	-1	-1	-1	-1	-1	101	-1	10	14	0	15	19	5	20	20	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1667
Minh ¶o Tµ S¸t §éc NhËn	1	61	-1	-1	-1	-1	10	121	-1	30	34	0	35	39	9	40	44	18	45	49	28	50	50	46	123	-1	80	89	0	90	99	9	100	109	18	110	119	28	120	120	46	125	-1	20	22	0	23	24	9	25	27	18	28	29	28	30	30	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5250
Minh ¶o U §éc ¸m Y	1	62	-1	-1	-1	-1	10	139	355	1	1	0	2	2	63	3	3	157	-1	-1	-1	-1	-1	-1	113	-1	40	44	0	45	49	31	50	50	94	-1	-1	-1	-1	-1	-1	104	-1	25	27	0	28	29	31	30	30	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7500
Minh ¶o §éc YÕt ChØ Hoµn	1	63	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Minh ¶o Hñ Cèt Hé uyÓn	1	64	-1	-1	-1	-1	10	139	384	1	1	0	2	2	10	3	3	25	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	5	30	30	15	-1	-1	-1	-1	-1	-1	139	65	1	1	0	2	2	5	3	3	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15000
Minh Hoan Song Hoµn Xµ KhÊu	1	65	-1	-1	-1	-1	10	105	-1	0	29	-33	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Chó Ph­îc Ph¸ gi¸p ®Çu hoµn	1	66	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	390	1	2	-50	3	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Chó Ph­îc DiÖt L«i C¶nh Phï 	1	67	-1	-1	-1	-1	10	114	-1	16	19	0	20	23	323	24	24	970	-1	-1	-1	-1	-1	-1	104	-1	15	17	0	18	20	323	21	24	647	25	25	1293	-1	-1	-1	139	67	1	1	0	2	2	323	3	3	970	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	250
Chó Ph­îc U ¶o ChØ Hoµn	1	68	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Chó Ph­îc Xuyªn T©m §éc UyÓn	1	69	-1	-1	-1	-1	10	105	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Chó Phäc Thùc Cèt Ngäc Béi	1	70	-1	-1	-1	-1	10	105	-1	0	29	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	64	1	2	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	70	1	2	-20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
B¨ng Hµn §¬n ChØ Phi §ao	1	71	-1	-1	-1	-1	10	115	-1	30	37	0	38	44	66	45	52	131	53	59	197	60	60	329	139	48	1	1	0	2	2	131	3	3	263	-1	-1	-1	-1	-1	-1	121	-1	30	39	0	40	49	66	50	50	197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3750
B¨ng Hµn HuyÒn Y Thóc Gi¸p	1	72	-1	-1	-1	-1	10	139	339	1	1	0	2	2	62	3	3	154	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	31	30	30	92	-1	-1	-1	-1	-1	-1	113	-1	40	42	0	43	44	31	45	47	62	48	49	92	50	50	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	166667
B¨ng Hµn T©m TiÔn Yªu KhÊu	1	73	-1	-1	-1	-1	10	139	43	1	1	0	2	2	18	3	3	36	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	9	30	30	27	-1	-1	-1	-1	-1	-1	110	-1	30	36	0	37	43	9	44	49	18	50	50	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15000
B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	1	74	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
B¨ng Hµn NguyÖt ¶nh Ngoa	1	75	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	111	-1	50	59	-55	0	49	-72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Thiªn Quang Hoa Vò M¹n Thiªn	1	76	-1	-1	-1	-1	10	115	-1	25	27	0	28	31	13	32	35	25	36	39	38	40	40	63	139	48	1	1	0	2	2	25	3	3	50	-1	-1	-1	-1	-1	-1	121	-1	50	54	0	55	59	13	60	60	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	33333
Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï 	1	77	-1	-1	-1	-1	10	139	43	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	114	-1	16	18	0	19	21	33	22	23	67	24	24	133	-1	-1	-1	104	-1	25	27	0	28	29	33	30	30	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3333
Thiªn Quang S©m La Thóc §¸i	1	78	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa	1	79	-1	-1	-1	-1	10	139	302	1	1	0	2	2	891	3	3	2227	-1	-1	-1	-1	-1	-1	139	58	1	1	0	2	2	891	3	3	1782	-1	-1	-1	-1	-1	-1	104	-1	20	22	0	23	24	445	25	25	1336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16667
Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn	1	80	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18750
S©m Hoang Phi Tinh §o¹t Hån	1	81	-1	-1	-1	-1	10	115	-1	25	28	0	29	31	17	32	35	33	36	39	50	40	40	83	139	48	1	1	0	2	2	33	3	3	67	-1	-1	-1	-1	-1	-1	121	-1	50	54	0	55	59	17	60	60	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2500
S©m Hoang KimTiÒn Liªn Hoµn Gi¸p	1	82	-1	-1	-1	-1	10	113	-1	0	44	-100	45	49	-46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
S©m Hoang Hån Gi¶o Yªu Thóc	1	83	-1	-1	-1	-1	10	106	-1	40	49	0	50	50	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	47	1	1	0	2	2	20	3	3	49	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	28	10	29	29	20	30	30	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9000
S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	1	84	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
S©m Hoang Tinh VÉn Phi Lý 	1	85	-1	-1	-1	-1	10	139	342	1	1	0	2	2	67	3	3	167	-1	-1	-1	-1	-1	-1	111	-1	40	46	0	47	52	33	53	59	67	60	60	133	-1	-1	-1	139	45	1	1	0	2	2	33	3	3	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	83333
§Þa Ph¸ch Ngò hµnh Liªn Hoµn Qu¸n	1	86	-1	-1	-1	-1	10	139	351	1	1	0	2	2	33	3	3	100	-1	-1	-1	-1	-1	-1	104	-1	25	26	0	27	29	33	30	30	100	-1	-1	-1	-1	-1	-1	139	349	1	1	0	2	2	33	3	3	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4167
§Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	1	87	-1	-1	-1	-1	10	114	-1	16	17	0	18	19	31	20	21	62	22	23	92	24	24	154	139	303	1	1	0	2	2	62	3	3	123	-1	-1	-1	-1	-1	-1	139	347	1	1	0	2	2	62	3	3	123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	250
§Þa Ph¸ch TÝch LÞch L«i Háa Giíi	1	88	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
§Þa Ph¸ch KhÊu T©m tr¹c	1	89	-1	-1	-1	-1	10	104	-1	28	29	0	30	30	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
§Þa Ph¸ch Phong Hµn Thóc Yªu.	1	90	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
§ång Cõu Ngù Long Ngäc Béi	1	91	-1	-1	-1	-1	10	105	-1	25	26	0	27	29	158	30	30	475	-1	-1	-1	-1	-1	-1	139	116	1	1	0	2	2	317	3	3	633	-1	-1	-1	-1	-1	-1	139	357	1	1	0	2	2	317	3	3	792	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	41667
§ång Cõu Gi¸ng Long C¸i Y	1	92	-1	-1	-1	-1	10	113	-1	35	39	0	40	44	175	45	49	350	50	50	701	-1	-1	-1	139	128	1	1	0	2	2	175	3	3	526	-1	-1	-1	-1	-1	-1	104	-1	20	24	0	25	29	175	30	30	526	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2250
§ång Cõu TiÒm Long Yªu §¸i	1	93	-1	-1	-1	-1	10	139	122	1	1	0	2	2	15	3	3	30	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	29	8	30	30	23	-1	-1	-1	-1	-1	-1	106	-1	40	44	0	45	49	8	50	50	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	30000
§ång Cõu Kh¸ng Long Hé UyÓn	1	94	-1	-1	-1	-1	10	116	-1	20	24	0	25	29	73	30	34	145	35	39	218	40	40	363	139	274	1	1	0	2	2	145	3	3	291	-1	-1	-1	-1	-1	-1	170	-1	120	159	0	160	199	73	200	200	218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	6000
§ång Cõu KiÕn Long Ban ChØ 	1	95	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
§Þch Kh¸i Lôc Ngäc Tr­îng	1	96	-1	-1	-1	-1	10	115	-1	20	24	0	25	29	362	30	34	724	35	39	1086	40	40	1810	123	-1	80	92	0	93	106	362	107	119	724	120	120	1448	-1	-1	-1	121	-1	30	39	0	40	49	362	50	50	1086	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2250
§Þch Kh¸i Cöu §¹i C¸i Y	1	97	-1	-1	-1	-1	10	113	-1	0	44	-57	45	49	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	0	29	-14	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
§Þch Kh¸i TriÒn M·ng yªu ®¸i	1	98	-1	-1	-1	-1	10	139	359	1	1	0	2	2	76	3	3	190	-1	-1	-1	-1	-1	-1	139	119	1	1	0	2	2	38	3	3	114	-1	-1	-1	-1	-1	-1	106	-1	40	43	0	44	46	38	47	49	76	50	50	152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7500
§Þch Kh¸i CÈu TÝch B× Hé uyÓn	1	99	-1	-1	-1	-1	10	139	124	1	1	0	2	2	80	3	3	200	-1	-1	-1	-1	-1	-1	105	-1	25	26	0	27	29	40	30	30	120	-1	-1	-1	-1	-1	-1	110	-1	30	45	0	46	50	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	8333
§Þch Kh¸i Th¶o Gian Th¹ch giíi	1	100	-1	-1	-1	-1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
Ma S¸t Quû Cèc U Minh Th­¬ng	1	101	-1	-1	-1	-1	10	115	-1	25	28	0	29	32	96	33	36	192	37	39	288	40	40	479	139	150	1	1	0	2	2	192	3	3	383	-1	-1	-1	-1	-1	-1	123	-1	80	99	0	100	119	96	120	120	288	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1500
Ma S¸t Tµn D­¬ng ¶nh HuyÕt Gi¸p	1	102	-1	-1	-1	-1	10	113	-1	40	42	0	43	45	5	46	47	10	48	49	15	50	50	25	139	135	1	1	0	2	2	10	3	3	20	-1	-1	-1	-1	-1	-1	110	-1	30	39	0	40	49	5	50	50	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18750
