Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
Phôc håi Sinh lùc 6				88	5	5	-1	-1	0	0	0
Gi¶m cho¸ng 5				110	40	40	-1	-1	0	0	0
Sinh lùc 13				85	188	188	-1	-1	0	0	0
Sinh lùc 14				85	187	187	-1	-1	0	0	0
<<Î´·­Òë>>				89	191	191	-1	-1	0	0	0
<<Î´·­Òë>>				85	180	180	-1	-1	0	0	0
<<Î´·­Òë>>				89	132	132	-1	-1	0	0	0
Tèc ®é ch¹y 9				111	40	40	-1	-1	0	0	0
<<Î´·­Òë>>				85	200	200	-1	-1	0	0	0
Sinh khÝ 9				99	19	19	-1	-1	0	0	0
Kinh nghiÖm 1				176	15	25	-1	-1	0	0	0
Phßng thñ 8				114	8	12	-1	-1	0	0	0
<<Î´·­Òë>>				108	50	80	-1	-1	0	0	0
<<Î´·­Òë>>				110	30	40	-1	-1	0	0	0
<<Î´·­Òë>>				85	200	300	-1	-1	0	0	0
<<Î´·­Òë>>				103	30	35	-1	-1	0	0	0
<<Î´·­Òë>>				108	30	50	-1	-1	0	0	0
<<Î´·­Òë>>				89	200	300	-1	-1	0	0	0
B¨ng T©m Tiªn Tö  				139	1	3	-1	-1	337	337	0
<<Î´·­Òë>>				110	30	50	-1	-1	0	0	0
<<Î´·­Òë>>				101	30	50	-1	-1	0	0	0
<<Î´·­Òë>>				70	3	5	-1	-1	0	0	0
<<Î´·­Òë>>				70	5	8	-1	-1	0	0	0
<<Î´·­Òë>>				169	80	120	-1	-1	0	0	0
HuyÒn Thiªn V« Cùc				139	1	3	-1	-1	630	630	0
<<Î´·­Òë>>				85	299	299	-1	-1	0	0	0
<<Î´·­Òë>>				89	299	299	-1	-1	0	0	0
<<Î´·­Òë>>				85	80	160	-1	-1	0	0	0
<<Î´·­Òë>>				114	3	5	-1	-1	0	0	0
<<Î´·­Òë>>				103	5	10	-1	-1	0	0	0
<<Î´·­Òë>>				113	60	60	-1	-1	0	0	0
<<Î´·­Òë>>				89	200	200	-1	-1	0	0	0
<<Î´·­Òë>>				111	60	60	-1	-1	0	0	0
<<Î´·­Òë>>				106	30	40	-1	-1	0	0	0
<<Î´·­Òë>>				103	20	25	-1	-1	0	0	0
<<Î´·­Òë>>				106	30	50	-1	-1	0	0	0
<<Î´·­Òë>>				114	12	12	-1	-1	0	0	0
<<Î´·­Òë>>				89	80	80	-1	-1	0	0	0
<<Î´·­Òë>>				105	24	24	-1	-1	0	0	0
<<Î´·­Òë>>				101	24	24	-1	-1	0	0	0
<<Î´·­Òë>>				102	24	24	-1	-1	0	0	0
<<Î´·­Òë>>				126	135	135	-1	-1	6	6	0
<<Î´·­Òë>>				115	36	36	-1	-1	0	0	0
<<Î´·­Òë>>				166	560	560	-1	-1	0	0	0
<<Î´·­Òë>>				121	56	56	-1	-1	0	0	0
<<Î´·­Òë>>				137	6	6	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	273	273	0
<<Î´·­Òë>>				85	160	160	-1	-1	0	0	0
<<Î´·­Òë>>				126	120	120	-1	-1	6	6	0
<<Î´·­Òë>>				58	2	2	-1	-1	0	0	0
<<Î´·­Òë>>				166	240	240	-1	-1	0	0	0
<<Î´·­Òë>>				126	80	80	-1	-1	6	6	0
<<Î´·­Òë>>				121	40	40	-1	-1	0	0	0
<<Î´·­Òë>>				136	6	6	-1	-1	0	0	0
<<Î´·­Òë>>				123	100	100	-1	-1	0	0	0
<<Î´·­Òë>>				99	0	0	-1	-1	0	0	0
<<Î´·­Òë>>				166	320	320	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	252	252	0
<<Î´·­Òë>>				139	3	3	-1	-1	114	114	0
<<Î´·­Òë>>				85	360	360	-1	-1	0	0	0
<<Î´·­Òë>>				116	36	36	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	97	97	0
<<Î´·­Òë>>				169	260	260	-1	-1	0	0	0
<<Î´·­Òë>>				89	360	360	-1	-1	0	0	0
<<Î´·­Òë>>				115	29	29	-1	-1	0	0	0
<<Î´·­Òë>>				125	27	27	-1	-1	0	0	0
<<Î´·­Òë>>				115	56	56	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	48	48	0
<<Î´·­Òë>>				139	3	3	-1	-1	130	130	0
<<Î´·­Òë>>				139	3	3	-1	-1	150	150	0
<<Î´·­Òë>>				139	3	3	-1	-1	166	166	0
<<Î´·­Òë>>				126	100	100	-1	-1	6	6	0
<<Î´·­Òë>>				139	3	3	-1	-1	275	275	0
<<Î´·­Òë>>				98	2	2	-1	-1	0	0	0
<<Î´·­Òë>>				89	170	170	-1	-1	0	0	0
<<Î´·­Òë>>				97	2	2	-1	-1	0	0	0
<<Î´·­Òë>>				85	170	170	-1	-1	0	0	0
<<Î´·­Òë>>				93	210	210	-1	-1	0	0	0
<<Î´·­Òë>>				135	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				89	210	210	-1	-1	0	0	0
<<Î´·­Òë>>				93	170	170	-1	-1	0	0	0
<<Î´·­Òë>>				85	210	210	-1	-1	0	0	0
<<Î´·­Òë>>				114	10	10	-1	-1	0	0	0
<<Î´·­Òë>>				176	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				85	100	100	-1	-1	0	0	0
<<Î´·­Òë>>				176	100	100	-1	-1	0	0	0
<<Î´·­Òë>>				113	56	56	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	8	8	0
<<Î´·­Òë>>				104	28	28	-1	-1	0	0	0
<<Î´·­Òë>>				89	180	180	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	318	318	0
<<Î´·­Òë>>				85	35	35	-1	-1	0	0	0
<<Î´·­Òë>>				99	3	3	-1	-1	0	0	0
<<Î´·­Òë>>				169	180	180	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	79	79	0
<<Î´·­Òë>>				139	3	3	-1	-1	91	91	0
<<Î´·­Òë>>				103	28	28	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	89	89	0
<<Î´·­Òë>>				104	22	22	-1	-1	0	0	0
<<Î´·­Òë>>				114	22	22	-1	-1	0	0	0
<<Î´·­Òë>>				164	18	18	-1	-1	0	0	0
<<Î´·­Òë>>				99	36	36	-1	-1	0	0	0
<<Î´·­Òë>>				111	45	45	-1	-1	0	0	0
<<Î´·­Òë>>				103	3	3	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	73	73	0
<<Î´·­Òë>>				101	45	45	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	67	67	0
<<Î´·­Òë>>				139	3	3	-1	-1	303	303	0
<<Î´·­Òë>>				139	3	3	-1	-1	347	347	0
<<Î´·­Òë>>				89	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				113	48	48	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	128	128	0
<<Î´·­Òë>>				139	3	3	-1	-1	391	391	0
<<Î´·­Òë>>				139	3	3	-1	-1	140	140	0
<<Î´·­Òë>>				105	28	28	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	364	364	0
<<Î´·­Òë>>				111	56	56	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	138	138	0
<<Î´·­Òë>>				139	3	3	-1	-1	148	148	0
<<Î´·­Òë>>				139	3	3	-1	-1	365	365	0
<<Î´·­Òë>>				139	3	3	-1	-1	164	164	0
<<Î´·­Òë>>				101	28	28	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	165	165	0
<<Î´·­Òë>>				108	36	36	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	173	173	0
<<Î´·­Òë>>				139	3	3	-1	-1	171	171	0
<<Î´·­Òë>>				139	3	3	-1	-1	392	392	0
<<Î´·­Òë>>				139	3	3	-1	-1	393	393	0
<<Î´·­Òë>>				85	199	199	-1	-1	0	0	0
<<Î´·­Òë>>				85	49	49	-1	-1	0	0	0
<<Î´·­Òë>>				106	50	50	-1	-1	0	0	0
<<Î´·­Òë>>				108	80	80	-1	-1	0	0	0
<<Î´·­Òë>>				89	199	199	-1	-1	0	0	0
<<Î´·­Òë>>				105	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				101	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				102	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				105	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				101	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				102	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				85	60	60	-1	-1	0	0	0
<<Î´·­Òë>>				113	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				85	-49	-49	-1	-1	0	0	0
<<Î´·­Òë>>				104	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				111	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				106	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				108	40	40	-1	-1	0	0	0
<<Î´·­Òë>>				114	10	10	-1	-1	0	0	0
<<Î´·­Òë>>				89	60	60	-1	-1	0	0	0
<<Î´·­Òë>>				105	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				101	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				102	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				85	200	200	-1	-1	0	0	0
<<Î´·­Òë>>				113	50	50	-1	-1	0	0	0
<<Î´·­Òë>>				85	50	50	-1	-1	0	0	0
<<Î´·­Òë>>				104	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				111	45	45	-1	-1	0	0	0
<<Î´·­Òë>>				106	50	50	-1	-1	0	0	0
<<Î´·­Òë>>				108	80	80	-1	-1	0	0	0
<<Î´·­Òë>>				114	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				89	200	200	-1	-1	0	0	0
<<Î´·­Òë>>				105	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				101	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				102	30	30	-1	-1	0	0	0
<<Î´·­Òë>>				108	40	40	-1	-1	0	0	0
<<Î´·­Òë>>				97	24	24	-1	-1	0	0	0
<<Î´·­Òë>>				85	240	240	-1	-1	0	0	0
<<Î´·­Òë>>				114	5	5	-1	-1	0	0	0
<<Î´·­Òë>>				101	25	25	-1	-1	0	0	0
<<Î´·­Òë>>				106	40	40	-1	-1	0	0	0
<<Î´·­Òë>>				100	24	24	-1	-1	0	0	0
<<Î´·­Òë>>				104	25	25	-1	-1	0	0	0
<<Î´·­Òë>>				97	1	1	-1	-1	0	0	0
<<Î´·­Òë>>				98	1	1	-1	-1	0	0	0
<<Î´·­Òë>>				98	-5	-5	-1	-1	0	0	0
<<Î´·­Òë>>				85	160	160	-1	-1	0	0	0
<<Î´·­Òë>>				93	160	160	-1	-1	0	0	0
<<Î´·­Òë>>				135	20	20	-1	-1	0	0	0
<<Î´·­Òë>>				89	160	160	-1	-1	0	0	0
<<Î´·­Òë>>				93	200	200	-1	-1	0	0	0
<<Î´·­Òë>>				97	-25	-25	-1	-1	0	0	0
<<Î´·­Òë>>				113	50	60	-1	-1	0	0	0
<<Î´·­Òë>>				110	20	40	-1	-1	0	0	0
<<Î´·­Òë>>				171	400	500	-1	-1	0	0	0
<<Î´·­Òë>>				111	45	60	-1	-1	0	0	0
<<Î´·­Òë>>				111	50	70	-1	-1	0	0	0
<<Î´·­Òë>>				164	20	25	-1	-1	0	0	0
<<Î´·­Òë>>				125	40	50	-1	-1	0	0	0
<<Î´·­Òë>>				126	120	150	-1	-1	6	6	0
<<Î´·­Òë>>				126	160	200	-1	-1	6	6	0
<<Î´·­Òë>>				121	60	70	-1	-1	0	0	0
<<Î´·­Òë>>				121	70	80	-1	-1	0	0	0
<<Î´·­Òë>>				137	6	10	-1	-1	0	0	0
<<Î´·­Òë>>				105	30	35	-1	-1	0	0	0
<<Î´·­Òë>>				101	30	35	-1	-1	0	0	0
<<Î´·­Òë>>				102	30	35	-1	-1	0	0	0
<<Î´·­Òë>>				166	300	400	-1	-1	0	0	0
<<Î´·­Òë>>				166	400	500	-1	-1	0	0	0
<<Î´·­Òë>>				166	500	600	-1	-1	0	0	0
<<Î´·­Òë>>				166	600	700	-1	-1	0	0	0
<<Î´·­Òë>>				166	700	800	-1	-1	0	0	0
<<Î´·­Òë>>				169	100	200	-1	-1	0	0	0
<<Î´·­Òë>>				169	500	600	-1	-1	0	0	0
<<Î´·­Òë>>				170	100	200	-1	-1	0	0	0
<<Î´·­Òë>>				170	240	300	-1	-1	0	0	0
<<Î´·­Òë>>				89	150	200	-1	-1	0	0	0
<<Î´·­Òë>>				89	240	300	-1	-1	0	0	0
<<Î´·­Òë>>				89	350	400	-1	-1	0	0	0
<<Î´·­Òë>>				89	450	500	-1	-1	0	0	0
<<Î´·­Òë>>				89	500	600	-1	-1	0	0	0
<<Î´·­Òë>>				104	10	15	-1	-1	0	0	0
<<Î´·­Òë>>				104	5	10	-1	-1	0	0	0
<<Î´·­Òë>>				85	150	200	-1	-1	0	0	0
<<Î´·­Òë>>				85	240	300	-1	-1	0	0	0
<<Î´·­Òë>>				85	350	400	-1	-1	0	0	0
<<Î´·­Òë>>				85	450	500	-1	-1	0	0	0
<<Î´·­Òë>>				85	500	600	-1	-1	0	0	0
<<Î´·­Òë>>				99	15	25	-1	-1	0	0	0
<<Î´·­Òë>>				99	20	30	-1	-1	0	0	0
<<Î´·­Òë>>				99	40	50	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	168	168	0
<<Î´·­Òë>>				139	3	3	-1	-1	271	271	0
<<Î´·­Òë>>				166	900	1000	-1	-1	0	0	0
<<Î´·­Òë>>				125	30	40	-1	-1	0	0	0
<<Î´·­Òë>>				171	700	800	-1	-1	0	0	0
<<Î´·­Òë>>				169	150	200	-1	-1	0	0	0
<<Î´·­Òë>>				169	300	400	-1	-1	0	0	0
<<Î´·­Òë>>				170	100	200	-1	-1	0	0	0
<<Î´·­Òë>>				170	350	400	-1	-1	0	0	0
<<Î´·­Òë>>				169	350	400	-1	-1	0	0	0
<<Î´·­Òë>>				169	700	800	-1	-1	0	0	0
<<Î´·­Òë>>				171	500	600	-1	-1	0	0	0
<<Î´·­Òë>>				85	100	160	-1	-1	0	0	0
<<Î´·­Òë>>				103	15	15	-1	-1	0	0	0
<<Î´·­Òë>>				104	30	35	-1	-1	0	0	0
<<Î´·­Òë>>				103	35	40	-1	-1	0	0	0
<<Î´·­Òë>>				106	50	60	-1	-1	0	0	0
<<Î´·­Òë>>				108	40	60	-1	-1	0	0	0
<<Î´·­Òë>>				108	60	90	-1	-1	0	0	0
<<Î´·­Òë>>				110	40	60	-1	-1	0	0	0
<<Î´·­Òë>>				70	5	7	-1	-1	0	0	0
<<Î´·­Òë>>				70	7	10	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	384	384	0
<<Î´·­Òë>>				101	35	55	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	36	36	0
<<Î´·­Òë>>				139	3	3	-1	-1	337	337	0
<<Î´·­Òë>>				139	3	3	-1	-1	359	359	0
<<Î´·­Òë>>				139	3	3	-1	-1	361	361	0
<<Î´·­Òë>>				139	3	3	-1	-1	14	14	0
<<Î´·­Òë>>				139	3	3	-1	-1	10	10	0
<<Î´·­Òë>>				139	3	3	-1	-1	29	29	0
<<Î´·­Òë>>				139	3	3	-1	-1	30	30	0
<<Î´·­Òë>>				139	3	3	-1	-1	34	34	0
<<Î´·­Òë>>				139	3	3	-1	-1	85	85	0
<<Î´·­Òë>>				139	3	3	-1	-1	99	99	0
<<Î´·­Òë>>				139	3	3	-1	-1	102	102	0
<<Î´·­Òë>>				139	3	3	-1	-1	63	63	0
<<Î´·­Òë>>				139	3	3	-1	-1	65	65	0
<<Î´·­Òë>>				139	3	3	-1	-1	43	43	0
<<Î´·­Òë>>				139	3	3	-1	-1	54	54	0
<<Î´·­Òë>>				139	3	3	-1	-1	47	47	0
<<Î´·­Òë>>				139	3	3	-1	-1	122	122	0
<<Î´·­Òë>>				139	3	3	-1	-1	119	119	0
<<Î´·­Òë>>				139	3	3	-1	-1	145	145	0
<<Î´·­Òë>>				139	3	3	-1	-1	153	153	0
<<Î´·­Òë>>				139	3	3	-1	-1	267	267	0
<<Î´·­Òë>>				139	3	3	-1	-1	169	169	0
<<Î´·­Òë>>				139	3	3	-1	-1	179	179	0
<<Î´·­Òë>>				176	15	15	-1	-1	0	0	0
<<Î´·­Òë>>				176	5	5	-1	-1	0	0	0
<<Î´·­Òë>>				85	399	399	-1	-1	0	0	0
<<Î´·­Òë>>				89	399	399	-1	-1	0	0	0
<<Î´·­Òë>>				113	48	68	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	19	19	0
<<Î´·­Òë>>				139	3	3	-1	-1	31	31	0
<<Î´·­Òë>>				98	16	20	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	324	324	0
<<Î´·­Òë>>				139	3	3	-1	-1	23	23	0
<<Î´·­Òë>>				139	3	3	-1	-1	40	40	0
<<Î´·­Òë>>				106	40	60	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	385	385	0
<<Î´·­Òë>>				139	3	3	-1	-1	82	82	0
<<Î´·­Òë>>				98	4	8	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	33	33	0
<<Î´·­Òë>>				101	15	20	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	95	95	0
<<Î´·­Òë>>				117	16	20	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	109	109	0
<<Î´·­Òë>>				139	3	3	-1	-1	69	69	0
<<Î´·­Òë>>				172	25	35	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	75	75	0
<<Î´·­Òë>>				85	320	400	-1	-1	0	0	0
<<Î´·­Òë>>				113	49	59	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	50	50	0
<<Î´·­Òë>>				89	420	500	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	45	45	0
<<Î´·­Òë>>				139	3	3	-1	-1	274	274	0
<<Î´·­Òë>>				139	3	3	-1	-1	124	124	0
<<Î´·­Òë>>				85	420	500	-1	-1	0	0	0
<<Î´·­Òë>>				89	320	400	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	135	135	0
<<Î´·­Òë>>				139	3	3	-1	-1	131	131	0
<<Î´·­Òë>>				100	22	30	-1	-1	0	0	0
<<Î´·­Òë>>				103	40	55	-1	-1	0	0	0
<<Î´·­Òë>>				139	3	3	-1	-1	178	178	0
<<Î´·­Òë>>				139	3	3	-1	-1	176	176	0
<<Î´·­Òë>>				108	50	60	-1	-1	0	0	0
<<Î´·­Òë>>				101	10	20	-1	-1	0	0	0
<<Î´·­Òë>>				101	10	15	-1	-1	0	0	0
<<Î´·­Òë>>				114	8	8	-1	-1	0	0	0
<<Î´·­Òë>>				102	15	15	-1	-1	0	0	0
<<Î´·­Òë>>				108	10	10	-1	-1	0	0	0
<<Î´·­Òë>>				171	120	200	-1	-1	0	0	0
<<Î´·­Òë>>				171	240	300	-1	-1	0	0	0
<<Î´·­Òë>>				169	240	300	-1	-1	0	0	0
<<Î´·­Òë>>				89	180	240	-1	-1	0	0	0
<<Î´·­Òë>>				85	180	240	-1	-1	0	0	0
<<Î´·­Òë>>				108	30	50	-1	-1	0	0	0
<<Î´·­Òë>>				170	200	300	-1	-1	0	0	0
<<Î´·­Òë>>				171	80	120	-1	-1	0	0	0
<<Î´·­Òë>>				126	30	50	-1	-1	6	6	0
<<Î´·­Òë>>				146	3	5	-1	-1	0	0	0
<<Î´·­Òë>>				172	50	60	-1	-1	0	0	0
<<Î´·­Òë>>				134	6	10	-1	-1	0	0	0
<<Î´·­Òë>>				113	45	55	-1	-1	0	0	0
À×·À16				103	25	25	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä10				110	50	50	-1	-1	0	0	0
È«¿¹17				114	22	22	-1	-1	0	0	0
È«¿¹18				114	18	22	-1	-1	0	0	0
ÆÕ·À18				104	15	20	-1	-1	0	0	0
ÄÚ¶¾ÉË6				172	15	35	-1	-1	0	0	0
ÐÒÔË8				135	20	25	-1	-1	0	0	0
Éí·¨13				98	5	5	-1	-1	0	0	0
Á¦Á¿11				97	5	5	-1	-1	0	0	0
ÌåÁ¦12				93	240	240	-1	-1	0	0	0
µÖÏûÉËº¦1				218	60	60	-1	-1	0	0	0
ÉúÃü44				85	300	300	-1	-1	0	0	0
ÄÚÁ¦34				89	300	300	-1	-1	0	0	0
»ð·À17				102	5	5	-1	-1	0	0	0
ÆÕ·À19				104	5	5	-1	-1	0	0	0
À×·À17				103	5	5	-1	-1	0	0	0
±ù·À15				105	5	5	-1	-1	0	0	0
¶¾·À23				101	5	5	-1	-1	0	0	0
È«¿¹19				114	5	5	-1	-1	0	0	0
ÉúÃü45				85	100	100	-1	-1	0	0	0
ÄÚÁ¦35				89	100	100	-1	-1	0	0	0
»ð·À18				102	25	25	-1	-1	0	0	0
ÆÕ·À20				104	17	17	-1	-1	0	0	0
À×·À18				103	25	25	-1	-1	0	0	0
±ù·À16				105	25	25	-1	-1	0	0	0
¶¾·À24				101	25	25	-1	-1	0	0	0
ÉúÃü499_499				85	499	499	-1	-1	0	0	0
ÄÚÁ¦499_499				89	499	499	-1	-1	0	0	0
S­ Tö Hèng 				139	1	3	-1	-1	20	20	0
Truy Phong QuyÕt 				139	1	3	-1	-1	325	325	0
Truy Tinh Trôc NguyÖt 				139	1	3	-1	-1	323	323	0
ÉúÃü360_480				85	360	480	-1	-1	0	0	0
À×·À45_50				103	45	50	-1	-1	0	0	0
¶¾·À45_50				101	45	50	-1	-1	0	0	0
Ôì³ÉÊÜÉË¶¯×÷Ê±¼ä6_8				219	6	8	-1	-1	0	0	0
Ôì³ÉÑ£ÔÎÊ±¼ä30_50				220	30	50	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À25_30				221	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½»ð·À25_30				222	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½À×·À25_30				223	25	30	-1	-1	0	0	0
ºöÂÔ¶ÔÆÕ·À25_30				224	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½±ù·À25_30				225	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½»ð·À10_15				222	10	15	-1	-1	0	0	0
Ôì³ÉÑ£ÔÎÊ±¼ä20_40				220	20	40	-1	-1	0	0	0
ÆÕ·À40_50				104	40	50	-1	-1	0	0	0
Íâ¹¦¹¥ËÙ21_31				115	21	31	-1	-1	0	0	0
Ô¶·´9_12				120	9	12	-1	-1	0	0	0
ÄÚÁ¦999_999				89	999	999	-1	-1	0	0	0
ÉúÃü999_999				85	999	999	-1	-1	0	0	0
µÖÏûÉËº¦120_120				218	120	120	-1	-1	0	0	0
È«¿¹24_24				114	24	24	-1	-1	0	0	0
´ò»÷»Ø¸´68_68				113	68	68	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä60_60				110	60	60	-1	-1	0	0	0
ÄÚÁ¦400_400				89	400	400	-1	-1	0	0	0
ÉúÃü400_400				85	400	400	-1	-1	0	0	0
ÅÜËÙ70_70				111	70	70	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä60_60				106	60	60	-1	-1	0	0	0
ÉúÃü480_600				85	480	600	-1	-1	0	0	0
ÂÞººÕó3_3				139	3	3	-1	-1	16	16	0
Ò×½î¾­3_3				139	3	3	-1	-1	21	21	0
ÉÙÁÖ¹÷·¨3_3				139	3	3	-1	-1	4	4	0
²»¶¯Ã÷Íõ3_3				139	3	3	-1	-1	15	15	0
ÉÙÁÖµ¶·¨3_3				139	3	3	-1	-1	6	6	0
Ê¨×Óºð3_3				139	3	3	-1	-1	20	20	0
ÌìÍõ´¸·¨3_3				139	3	3	-1	-1	26	26	0
ÑªÕ½°Ë·½3_3				139	3	3	-1	-1	41	41	0
ÎÞÐÄÕ¶3_3				139	3	3	-1	-1	32	32	0
¶ëáÒ½£·¨3_3				139	3	3	-1	-1	77	77	0
ÇåÒôèó³ª3_3				139	3	3	-1	-1	282	282	0
Óê´òÀæ»¨3_3				139	3	3	-1	-1	105	105	0
¸¡ÔÆÉ¢Ñ©3_3				139	3	3	-1	-1	113	113	0
Îå¶¾µ¶·¨3_3				139	3	3	-1	-1	60	60	0
±ùÀ¶Ðþ¾§3_3				139	3	3	-1	-1	64	64	0
Åùö¨µ¯3_3				139	3	3	-1	-1	45	45	0
ÌìÂÞµØÍø3_3				139	3	3	-1	-1	58	58	0
ÌÆÃÅ°µÆ÷3_3				139	3	3	-1	-1	43	43	0
Ø¤°ïÕÆ·¨3_3				139	3	3	-1	-1	116	116	0
°ô´ò¶ñ¹·3_3				139	3	3	-1	-1	125	125	0
ÁÒ»ðÇéÌì3_3				139	3	3	-1	-1	141	141	0
»ÃÓ°·Éºü3_3				139	3	3	-1	-1	137	137	0
ÆßÐÇÕó3_3				139	3	3	-1	-1	159	159	0
ÆúÐÄ·û3_3				139	3	3	-1	-1	181	181	0
Ìì¼ÊÑ¸À×3_3				139	3	3	-1	-1	172	172	0
î¿°í·û3_3				139	3	3	-1	-1	174	174	0
²»Ãð²»¾ø3_3				139	3	3	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ3_3				139	3	3	-1	-1	80	80	0
·ðÐÄ´ÈÓÓ3_3				139	3	3	-1	-1	92	92	0
ÄÁÒ°Á÷ÐÇ3_3				139	3	3	-1	-1	108	108	0
±Ìº£³±Éú3_3				139	3	3	-1	-1	111	111	0
Öì¸òÇàÚ¤3_3				139	3	3	-1	-1	74	74	0
³àÑ×Ê´Ìì3_3				139	3	3	-1	-1	70	70	0
Ð¡Àî·Éµ¶3_3				139	3	3	-1	-1	249	249	0
É¢»¨ïÚ3_3				139	3	3	-1	-1	341	341	0
º®±ù´Ì3_3				139	3	3	-1	-1	345	345	0
Ø¤°ï°ô·¨3_3				139	3	3	-1	-1	115	115	0
ÍµÌì»»ÈÕ3_3				139	3	3	-1	-1	142	142	0
»ðÁ«·Ù»ª3_3				139	3	3	-1	-1	136	136	0
Îäµ±È­·¨3_3				139	3	3	-1	-1	152	152	0
À¥ÂØµ¶·¨3_3				139	3	3	-1	-1	167	167	0
ÆÛº®°ÁÑ©3_3				139	3	3	-1	-1	175	175	0
»ØÄÚ16_20				92	16	20	-1	-1	0	0	0
¾­Ñé300_300				176	300	300	-1	-1	0	0	0
È«¿¹15_15				114	15	15	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä60_100				108	60	100	-1	-1	0	0	0
ÆÕ·À45_55				104	45	55	-1	-1	0	0	0
Á¦Á¿16_20				97	16	20	-1	-1	0	0	0
¾­Ñé200_200				176	200	200	-1	-1	0	0	0
µÖÏûÉËº¦5_5				218	5	5	-1	-1	0	0	0
ÃüÖÐ300%				167	300	300	-1	-1	0	0	0
ÖØ»÷2_2				227	2	2	-1	-1	0	0	0
¸ñµ²2_2				226	2	2	-1	-1	0	0	0
ÉúÃü1000_1000				85	1000	1000	-1	-1	0	0	0
ÄÚ¶¾ÉË60_70				172	60	70	-1	-1	0	0	0
